Locus	MEAN_COL_SCORE
uce-3117	0.967611	
uce-3121	1.000000	
uce-3122	0.861789	
uce-3126	0.718147	
uce-3129	0.979253	
uce-3130	0.953623	
uce-3131	0.797654	
uce-3134	0.962733	
uce-3135	0.874582	
uce-3137	0.960630	
uce-3139	0.903148	
uce-3141	0.826406	
uce-314	0.975986	
uce-3153	0.971591	
uce-3154	0.900312	
uce-3156	0.793443	
uce-3159	0.956873	
uce-315	0.986339	
uce-3160	0.933333	
uce-3161	0.961538	
uce-3163	0.793333	
uce-3167	0.940741	
uce-3169	0.505455	
uce-3170	0.864286	
uce-3174	0.956332	
uce-3177	0.946970	
uce-3178	0.938242	
uce-317	0.927778	
uce-3180	0.768750	
uce-3181	1.000000	
uce-3183	0.920213	
uce-3185	1.000000	
uce-3186	0.885496	
uce-3187	0.904025	
uce-3188	0.938000	
uce-318	1.000000	
uce-3191	0.965265	
uce-3193	1.000000	
uce-3194	0.947214	
uce-3199	0.956140	
uce-3200	0.992891	
uce-3202	0.943060	
uce-3208	0.741026	
uce-320	0.911712	
uce-3212	0.776471	
uce-3215	0.731818	
uce-3217	0.957143	
uce-3222	0.979540	
uce-3223	0.943946	
uce-3224	0.981395	
uce-3225	0.942308	
uce-3227	0.904968	
uce-3228	0.911475	
uce-322	0.943860	
uce-3231	1.000000	
uce-3233	0.863014	
uce-3234	0.904878	
uce-3235	0.968652	
uce-3238	0.948889	
uce-3239	0.912181	
uce-323	1.000000	
uce-3241	0.922535	
uce-3244	0.913165	
uce-3246	0.826754	
uce-3247	0.926630	
uce-3248	0.912779	
uce-3250	0.953191	
uce-3252	0.943627	
uce-3258	0.849918	
uce-3259	0.904225	
uce-325	0.942478	
uce-3260	0.880878	
uce-3262	0.884766	
uce-3263	0.775061	
uce-3264	0.960474	
uce-3265	0.837931	
uce-3267	0.929870	
uce-326	0.961120	
uce-3276	0.897541	
uce-3277	0.971253	
uce-3279	1.000000	
uce-327	0.952239	
uce-3280	0.772727	
uce-3281	0.947581	
uce-3282	0.915948	
uce-3284	0.981818	
uce-3287	0.919598	
uce-3290	0.782383	
uce-3294	0.978261	
uce-3300	0.698925	
uce-3302	0.984783	
uce-3303	0.797101	
uce-3304	0.754386	
uce-3307	0.930556	
uce-3308	0.927083	
uce-3309	0.860349	
uce-330	NA	
uce-3310	0.887728	
uce-3312	0.957333	
uce-3313	0.922438	
uce-3314	0.983498	
uce-3316	0.974684	
uce-3318	0.958250	
uce-3319	0.842541	
uce-3320	0.993691	
uce-3322	0.927393	
uce-3323	0.764706	
uce-3324	0.965909	
uce-3326	0.950820	
uce-3329	1.000000	
uce-3330	0.836461	
uce-3331	0.944039	
uce-3333	0.873288	
uce-3334	0.929385	
uce-3336	0.953333	
uce-3337	0.916335	
uce-3338	0.897500	
uce-333	0.957935	
uce-3340	0.938053	
uce-3341	0.566572	
uce-3346	0.578846	
uce-3348	0.862620	
uce-3349	0.971649	
uce-334	0.938433	
uce-3350	0.930000	
uce-3352	0.858044	
uce-3353	0.911833	
uce-3354	0.789298	
uce-3355	0.865854	
uce-3356	0.968692	
uce-3358	0.946058	
uce-3359	0.932153	
uce-335	0.981595	
uce-3360	0.752768	
uce-3366	0.917492	
uce-3368	0.888112	
uce-3371	0.909091	
uce-3373	0.902516	
uce-3376	0.900875	
uce-3377	0.866995	
uce-3378	0.940379	
uce-337	0.974684	
uce-3380	0.864943	
uce-3381	0.987013	
uce-3387	0.917415	
uce-338	0.922879	
uce-3392	0.903448	
uce-3394	0.908012	
uce-3398	0.712766	
uce-3400	0.942308	
uce-3402	0.877926	
uce-3406	0.823529	
uce-3407	0.856089	
uce-3412	0.988479	
uce-3416	0.924791	
uce-3417	0.838150	
uce-3419	0.929670	
uce-3421	0.988679	
uce-3422	0.920792	
uce-3423	0.918919	
uce-3425	0.934884	
uce-3426	0.850187	
uce-3427	1.000000	
uce-3429	0.924603	
uce-342	0.989940	
uce-3430	0.594595	
uce-3432	0.956772	
uce-3434	0.878161	
uce-3436	0.980132	
uce-343	0.959091	
uce-3441	0.870629	
uce-3442	0.801489	
uce-3444	0.967359	
uce-3445	0.836111	
uce-3446	0.912929	
uce-3448	0.921260	
uce-3449	0.804124	
uce-344	0.993915	
uce-3451	0.883636	
uce-3452	0.964286	
uce-3455	0.946237	
uce-345	0.941520	
uce-3462	0.926027	
uce-3463	0.923077	
uce-3465	0.963087	
uce-3466	0.986207	
uce-3468	0.748214	
uce-3469	0.862524	
uce-346	0.948127	
uce-3470	0.968750	
uce-3471	0.992021	
uce-3473	0.844444	
uce-3475	0.922636	
uce-3477	0.915698	
uce-347	0.945833	
uce-3482	0.790850	
uce-3483	0.857143	
uce-3484	0.994624	
uce-3486	0.907317	
uce-3487	0.947955	
uce-3488	0.881395	
uce-3489	0.958716	
uce-348	0.931937	
uce-3493	0.951128	
uce-3494	0.869565	
uce-3497	0.929032	
uce-3499	0.862876	
uce-3500	0.991525	
uce-3501	0.862416	
uce-3503	0.818182	
uce-3505	0.837905	
uce-350	0.926882	
uce-3512	0.842407	
uce-3514	0.963855	
uce-3515	0.808901	
uce-3516	0.985465	
uce-3517	0.933842	
uce-3520	0.978873	
uce-3527	0.894569	
uce-3528	0.995968	
uce-3529	0.800000	
uce-352	0.892157	
uce-3530	0.948805	
uce-3531	0.870159	
uce-3532	0.718574	
uce-3533	0.989873	
uce-3539	0.959641	
uce-353	0.951691	
uce-3540	0.889764	
uce-3541	0.876923	
uce-3543	0.953737	
uce-3548	0.965937	
uce-3549	0.981949	
uce-3550	0.919255	
uce-3551	0.967033	
uce-3554	0.879562	
uce-3555	0.877717	
uce-3557	0.976000	
uce-355	0.950000	
uce-3560	0.944606	
uce-3561	0.947791	
uce-3564	0.888031	
uce-3565	0.918103	
uce-3568	0.994565	
uce-3569	1.000000	
uce-3570	0.891608	
uce-3571	0.973684	
uce-3573	0.908257	
uce-3575	0.933498	
uce-357	0.960094	
uce-3580	0.950920	
uce-3582	0.827160	
uce-3583	0.807921	
uce-3585	0.877729	
uce-3586	0.928021	
uce-3587	0.966165	
uce-3588	0.904523	
uce-3589	0.849057	
uce-358	0.954972	
uce-3591	0.912651	
uce-3592	0.901786	
uce-3595	0.797170	
uce-3596	0.851711	
uce-3597	0.880000	
uce-3601	0.842615	
uce-3602	0.970252	
uce-3603	0.831915	
uce-3605	0.874346	
uce-3606	0.965116	
uce-3607	0.951691	
uce-3609	0.956897	
uce-360	0.988372	
uce-3613	0.992754	
uce-3614	0.976048	
uce-3619	0.900000	
uce-3622	0.978593	
uce-3623	0.964912	
uce-3625	0.776744	
uce-3627	0.964427	
uce-3628	0.986063	
uce-362	0.943107	
uce-3631	0.811634	
uce-3632	0.777027	
uce-3633	0.692494	
uce-3636	0.877622	
uce-3644	0.670000	
uce-3647	0.957377	
uce-3648	0.976744	
uce-3650	0.960396	
uce-3651	0.851351	
uce-3654	0.976378	
uce-3655	0.877953	
uce-3656	0.877030	
uce-3657	0.962656	
uce-3658	0.979651	
uce-3659	0.949206	
uce-365	0.952153	
uce-3660	0.960265	
uce-3661	0.982394	
uce-3662	0.957096	
uce-3664	0.875895	
uce-3667	0.981250	
uce-3668	0.990842	
uce-3669	0.951220	
uce-3670	0.913313	
uce-3671	0.986877	
uce-3674	0.960784	
uce-3676	0.922156	
uce-3678	0.958225	
uce-367	0.974227	
uce-3680	0.925000	
uce-3681	0.964286	
uce-3683	0.825444	
uce-3686	0.861461	
uce-3687	0.911290	
uce-3688	0.838906	
uce-3689	0.652174	
uce-3692	0.919028	
uce-3693	1.000000	
uce-3694	0.920530	
uce-3695	0.589404	
uce-3696	0.972043	
uce-3697	0.992453	
uce-3698	0.753715	
uce-3699	0.533333	
uce-36	0.980519	
uce-3701	0.922857	
uce-3702	0.957447	
uce-3703	0.888563	
uce-3704	0.594675	
uce-370	0.948387	
uce-3711	0.889328	
uce-3713	0.790588	
uce-3715	0.988679	
uce-371	0.975000	
uce-3720	0.874494	
uce-3723	0.939024	
uce-3724	0.984683	
uce-3725	0.953623	
uce-372	0.837012	
uce-3730	0.958128	
uce-3731	0.909804	
uce-3733	0.978182	
uce-3734	1.000000	
uce-3736	0.961988	
uce-373	0.909910	
uce-3740	0.968927	
uce-3741	0.857456	
uce-3742	0.950581	
uce-3743	0.926380	
uce-3744	0.918919	
uce-3746	1.000000	
uce-3747	0.986348	
uce-374	0.971239	
uce-3750	0.943299	
uce-3752	0.938416	
uce-3755	0.854093	
uce-3757	0.928814	
uce-3758	0.912596	
uce-3759	0.942928	
uce-3761	0.960212	
uce-3764	0.966851	
uce-3767	0.877193	
uce-3770	0.886297	
uce-3772	0.847561	
uce-3774	0.970509	
uce-3776	0.883212	
uce-3777	0.816456	
uce-3778	0.966777	
uce-377	0.885986	
uce-3783	0.960656	
uce-3786	0.709459	
uce-3788	1.000000	
uce-3789	0.931624	
uce-378	0.976109	
uce-3790	0.662651	
uce-3792	0.931034	
uce-3793	0.806122	
uce-3795	0.919240	
uce-3797	0.989637	
uce-3801	0.737654	
uce-3803	0.991342	
uce-3806	0.756477	
uce-3807	0.955466	
uce-3808	0.992593	
uce-380	0.945990	
uce-3812	0.939394	
uce-3813	0.903465	
uce-3815	0.987138	
uce-3817	0.983607	
uce-381	0.821429	
uce-3821	0.905263	
uce-3823	0.895425	
uce-3824	0.925424	
uce-3826	0.740741	
uce-3830	0.729614	
uce-3831	0.850498	
uce-3832	0.943243	
uce-3835	0.945098	
uce-3836	0.883784	
uce-3837	0.658307	
uce-3842	0.712355	
uce-3845	0.985222	
uce-3850	0.972281	
uce-3852	0.929612	
uce-3853	0.963077	
uce-3856	0.852665	
uce-3857	0.745234	
uce-3859	1.000000	
uce-385	0.966463	
uce-3860	0.988372	
uce-3862	0.833708	
uce-3864	0.891228	
uce-3870	0.870712	
uce-3871	0.918269	
uce-3873	0.612086	
uce-3874	0.629080	
uce-3879	0.993921	
uce-3882	0.965409	
uce-3884	1.000000	
uce-3887	0.945055	
uce-388	0.952247	
uce-3890	0.927807	
uce-3891	0.937220	
uce-3893	0.989848	
uce-3894	0.764881	
uce-3895	0.873563	
uce-3896	0.767273	
uce-3897	0.956386	
uce-389	0.982036	
uce-38	0.965608	
uce-3900	0.969231	
uce-3902	0.973684	
uce-3903	0.916168	
uce-3904	0.741047	
uce-3905	0.939394	
uce-3906	0.931880	
uce-3907	0.921397	
uce-3909	0.855530	
uce-390	0.815416	
uce-3910	0.990164	
uce-3911	0.982801	
uce-3912	0.876963	
uce-3914	0.828859	
uce-3915	0.960606	
uce-3917	0.888660	
uce-3918	0.942761	
uce-3919	0.887538	
uce-3921	0.983607	
uce-3922	0.986799	
uce-3924	0.923372	
uce-3926	0.973872	
uce-3927	0.933168	
uce-3929	0.972689	
uce-392	0.973799	
uce-3931	0.963068	
uce-3932	0.975410	
uce-3933	0.883382	
uce-3936	0.723926	
uce-3937	0.726277	
uce-3938	0.755869	
uce-3939	0.965636	
uce-393	0.977987	
uce-3940	0.968397	
uce-3942	0.923664	
uce-3943	0.952586	
uce-3945	0.943478	
uce-3946	0.893905	
uce-394	0.972810	
uce-3957	0.982456	
uce-3958	0.943218	
uce-3959	0.955729	
uce-3964	1.000000	
uce-3966	0.978892	
uce-3967	0.783673	
uce-3968	0.975352	
uce-3969	0.921053	
uce-396	0.983759	
uce-3970	0.945652	
uce-3973	0.962751	
uce-3975	0.941423	
uce-3976	0.930328	
uce-3978	0.983871	
uce-3981	1.000000	
uce-3982	0.923780	
uce-3984	0.975779	
uce-3988	0.932308	
uce-3989	1.000000	
uce-398	0.995086	
uce-3990	0.824405	
uce-3991	1.000000	
uce-3995	0.890141	
uce-3997	0.902965	
uce-3999	0.929577	
uce-4000	0.920128	
uce-4001	0.957399	
uce-4003	1.000000	
uce-4004	0.722997	
uce-4005	0.828909	
uce-4007	0.991018	
uce-4008	0.921368	
uce-4009	0.974895	
uce-400	0.912065	
uce-4010	0.854911	
uce-4011	0.950685	
uce-4012	0.945107	
uce-4013	0.736318	
uce-4014	0.984472	
uce-4018	0.711370	
uce-401	0.948435	
uce-4020	0.810544	
uce-4021	0.926199	
uce-4022	0.642336	
uce-4023	0.812339	
uce-4024	0.741279	
uce-4025	0.852608	
uce-4026	0.959079	
uce-4027	0.961240	
uce-4028	0.715771	
uce-4033	0.969231	
uce-4035	0.923664	
uce-4036	0.823789	
uce-4038	0.850498	
uce-4039	0.712185	
uce-4042	0.961864	
uce-4045	0.895377	
uce-4049	0.700831	
uce-404	0.984424	
uce-4050	0.957627	
uce-4061	0.860000	
uce-4063	0.906699	
uce-4066	0.987539	
uce-4067	0.949686	
uce-4068	0.960000	
uce-4069	0.980392	
uce-406	0.812339	
uce-4071	0.977041	
uce-4075	0.764151	
uce-4076	0.852349	
uce-4077	0.915663	
uce-4078	0.883436	
uce-4079	0.965944	
uce-4080	1.000000	
uce-4081	0.835000	
uce-4082	0.956757	
uce-4086	0.899061	
uce-4089	1.000000	
uce-408	0.802548	
uce-4090	0.977346	
uce-4091	0.964960	
uce-4094	0.906977	
uce-4095	0.934389	
uce-4096	0.989796	
uce-4097	0.941520	
uce-4098	0.769006	
uce-4099	0.638989	
uce-4101	0.875339	
uce-4102	0.671454	
uce-4106	0.831797	
uce-4107	0.969072	
uce-4110	1.000000	
uce-4111	0.974603	
uce-4113	0.808933	
uce-4114	0.969945	
uce-4115	0.933162	
uce-4116	0.935354	
uce-4117	0.717593	
uce-4118	0.615385	
uce-4119	0.970588	
uce-411	0.980932	
uce-4121	0.824773	
uce-4122	0.983819	
uce-4124	0.745843	
uce-4128	0.987539	
uce-412	0.954248	
uce-4131	0.956410	
uce-4132	0.902256	
uce-413	0.952802	
uce-4141	0.738095	
uce-4143	1.000000	
uce-4146	0.795107	
uce-4147	0.885787	
uce-4151	0.990385	
uce-4154	0.917883	
uce-4155	0.944573	
uce-4157	0.898305	
uce-4159	0.973171	
uce-415	0.816248	
uce-4160	0.981818	
uce-4161	0.939024	
uce-4164	0.885375	
uce-4167	0.961538	
uce-4169	0.892388	
uce-416	0.927400	
uce-4170	0.923729	
uce-4173	0.983333	
uce-4174	0.864341	
uce-4175	0.913514	
uce-4176	0.917197	
uce-4179	0.982759	
uce-417	0.947522	
uce-4180	0.896739	
uce-4181	0.966667	
uce-4184	1.000000	
uce-4187	0.937811	
uce-418	0.956416	
uce-4190	1.000000	
uce-4192	0.987952	
uce-4195	0.660232	
uce-4199	0.922764	
uce-419	0.780220	
uce-41	0.871795	
uce-4200	0.877273	
uce-4202	0.961240	
uce-4205	0.984314	
uce-4206	0.932115	
uce-4207	0.958763	
uce-4208	0.979210	
uce-420	0.983193	
uce-4211	0.972810	
uce-4212	0.915074	
uce-4216	0.931159	
uce-4217	0.832168	
uce-421	0.713253	
uce-4220	0.916031	
uce-4222	0.954976	
uce-4223	0.940439	
uce-4227	0.920904	
uce-422	0.968059	
uce-4232	0.837580	
uce-4234	0.936963	
uce-4236	0.961303	
uce-4238	0.779915	
uce-4248	0.945161	
uce-4249	0.694000	
uce-424	0.924638	
uce-4250	0.936508	
uce-4254	0.878981	
uce-4256	0.934978	
uce-4259	0.920635	
uce-4261	0.942029	
uce-4264	1.000000	
uce-4265	0.926984	
uce-4274	0.959770	
uce-4278	1.000000	
uce-4279	0.964844	
uce-4280	0.894928	
uce-4284	0.921622	
uce-4286	0.977636	
uce-4287	0.945107	
uce-4292	0.878220	
uce-4293	0.969613	
uce-4294	0.978193	
uce-4295	0.982143	
uce-4299	0.730061	
uce-42	0.962536	
uce-4300	0.992647	
uce-4301	0.952015	
uce-4302	0.922636	
uce-4303	0.916667	
uce-4308	0.875000	
uce-4309	0.865385	
uce-4310	0.938005	
uce-4311	0.859259	
uce-4312	0.945848	
uce-4314	0.868154	
uce-4315	0.807692	
uce-4317	0.921147	
uce-4318	0.923288	
uce-431	0.936567	
uce-4320	0.960000	
uce-4324	0.939241	
uce-4325	0.960784	
uce-4327	0.884273	
uce-432	0.922197	
uce-4332	0.949091	
uce-4334	0.928910	
uce-4335	0.943620	
uce-4336	0.969789	
uce-4337	0.976190	
uce-4338	0.947115	
uce-4339	0.877966	
uce-4343	0.775061	
uce-4346	0.861224	
uce-4347	1.000000	
uce-4348	0.881533	
uce-4349	0.896104	
uce-434	0.716484	
uce-4353	0.987013	
uce-4354	0.916155	
uce-4355	0.897742	
uce-4356	1.000000	
uce-4360	0.991870	
uce-4361	0.965686	
uce-4363	0.811209	
uce-4364	0.783862	
uce-4367	0.823729	
uce-436	0.898765	
uce-4377	0.892950	
uce-4384	0.899743	
uce-4386	0.982533	
uce-4389	1.000000	
uce-438	0.934211	
uce-4394	0.947619	
uce-4395	0.795066	
uce-4398	0.818584	
uce-43	0.932796	
uce-4400	0.894988	
uce-4401	0.883946	
uce-4402	0.948819	
uce-4403	0.985748	
uce-4407	0.769444	
uce-4408	0.960317	
uce-4410	0.923333	
uce-4414	0.793478	
uce-4416	0.988950	
uce-4417	0.933962	
uce-441	0.952381	
uce-4420	0.917749	
uce-4421	1.000000	
uce-4423	0.959677	
uce-4425	0.966912	
uce-4426	0.830339	
uce-4428	1.000000	
uce-442	0.922388	
uce-4434	0.960725	
uce-4435	0.962500	
uce-4436	1.000000	
uce-4437	0.962406	
uce-4438	0.956186	
uce-443	0.909326	
uce-4440	0.937255	
uce-4442	0.686047	
uce-4443	0.934066	
uce-4445	0.748691	
uce-4446	0.861963	
uce-4450	0.848649	
uce-4452	1.000000	
uce-4453	0.880702	
uce-4455	0.948718	
uce-4456	0.858521	
uce-4457	0.901042	
uce-4458	0.937086	
uce-445	0.793765	
uce-4463	0.984649	
uce-4465	0.827848	
uce-4472	0.994550	
uce-4473	0.913924	
uce-4474	0.893130	
uce-4477	0.905325	
uce-4479	0.945652	
uce-447	0.907895	
uce-4482	0.994859	
uce-4484	0.972763	
uce-4485	0.987730	
uce-4486	0.901031	
uce-4489	0.655602	
uce-4492	0.816860	
uce-4494	0.925121	
uce-4498	0.959391	
uce-449	0.812332	
uce-44	0.938312	
uce-4500	0.966173	
uce-4504	0.971576	
uce-4507	0.916667	
uce-4509	0.603499	
uce-450	0.955801	
uce-4511	1.000000	
uce-4512	0.704301	
uce-4513	0.938511	
uce-4515	0.960486	
uce-4516	0.893281	
uce-4518	0.974537	
uce-4519	0.961672	
uce-4521	0.763754	
uce-4523	0.961382	
uce-4524	0.949698	
uce-4525	0.903421	
uce-4527	0.965347	
uce-4528	0.952113	
uce-4530	0.969466	
uce-4531	0.938614	
uce-4532	0.953020	
uce-4534	0.989083	
uce-4535	0.927273	
uce-4536	0.672365	
uce-4537	0.919732	
uce-4539	0.978632	
uce-453	0.961111	
uce-4540	0.970874	
uce-4544	0.956427	
uce-4546	0.960656	
uce-4547	0.916031	
uce-4548	0.928947	
uce-4549	0.745033	
uce-454	0.982609	
uce-4550	0.980822	
uce-4552	0.959677	
uce-4554	0.948315	
uce-4555	0.917391	
uce-4557	0.986207	
uce-4558	0.962500	
uce-4559	0.884774	
uce-4560	1.000000	
uce-4562	0.977716	
uce-4564	0.947955	
uce-4565	0.956873	
uce-4566	1.000000	
uce-4569	0.835694	
uce-4570	1.000000	
uce-4573	0.979351	
uce-4574	0.857477	
uce-4575	0.887029	
uce-4578	0.893617	
uce-4580	0.849727	
uce-4584	0.966330	
uce-4585	0.941818	
uce-4586	0.828431	
uce-4587	0.942308	
uce-4588	0.888179	
uce-4592	0.324324	
uce-4593	0.767647	
uce-4594	0.850679	
uce-4598	0.985542	
uce-4599	0.913151	
uce-459	0.916084	
uce-45	0.886598	
uce-4600	0.907268	
uce-4602	0.711009	
uce-4605	0.942529	
uce-4606	0.856230	
uce-4607	0.891753	
uce-4608	0.975439	
uce-4609	0.893617	
uce-460	0.944056	
uce-4610	0.971751	
uce-4612	0.892617	
uce-4614	0.951852	
uce-4615	0.979710	
uce-4616	0.932238	
uce-4618	0.915344	
uce-4619	0.943633	
uce-4622	0.777397	
uce-4623	0.854015	
uce-4625	0.979545	
uce-4626	0.834375	
uce-4631	0.957237	
uce-4632	0.858744	
uce-4637	0.985765	
uce-4638	0.966443	
uce-4639	0.713303	
uce-463	0.961071	
uce-4640	0.976834	
uce-4641	0.906393	
uce-4642	0.985019	
uce-4643	0.978469	
uce-4644	0.908451	
uce-4646	0.914826	
uce-464	0.943350	
uce-4651	0.955631	
uce-4652	0.939850	
uce-4653	0.712209	
uce-4654	0.956811	
uce-4656	0.855670	
uce-4658	0.887179	
uce-4659	0.987097	
uce-4661	0.934307	
uce-4662	0.863918	
uce-4666	0.976321	
uce-4670	0.977169	
uce-4671	0.846890	
uce-4672	0.617934	
uce-4673	0.909561	
uce-4674	0.890585	
uce-4676	0.911439	
uce-4678	0.953995	
uce-4679	0.869565	
uce-4680	0.974874	
uce-4681	0.931034	
uce-4687	0.909091	
uce-4688	0.843836	
uce-4690	0.798898	
uce-4692	0.814978	
uce-4693	0.986755	
uce-4694	0.872774	
uce-4695	0.989247	
uce-4696	0.950725	
uce-4697	0.876126	
uce-4699	0.838889	
uce-469	0.994872	
uce-46	0.659574	
uce-4702	0.987730	
uce-4704	0.951070	
uce-4705	0.806154	
uce-4707	0.898172	
uce-4711	0.972414	
uce-4713	0.987616	
uce-4714	0.927230	
uce-4716	0.879154	
uce-4719	0.932945	
uce-4721	0.820144	
uce-4724	0.973282	
uce-4725	0.920308	
uce-472	0.951654	
uce-4730	0.840000	
uce-4732	1.000000	
uce-4733	0.978166	
uce-4735	0.949153	
uce-4738	0.772727	
uce-4739	0.954442	
uce-4741	0.992278	
uce-4742	0.968750	
uce-4744	0.943396	
uce-4747	0.943820	
uce-4751	0.964052	
uce-4752	0.867416	
uce-4753	1.000000	
uce-4754	0.715328	
uce-4757	0.935780	
uce-4760	0.927107	
uce-4761	0.916484	
uce-4762	0.890756	
uce-4763	0.985632	
uce-4764	0.962457	
uce-4765	0.846154	
uce-4766	0.930295	
uce-4769	0.759322	
uce-4770	0.953157	
uce-4775	0.952663	
uce-4776	0.995025	
uce-4777	0.971591	
uce-4778	0.977778	
uce-4779	0.927481	
uce-4780	0.859740	
uce-4782	1.000000	
uce-4784	0.929150	
uce-4786	0.964413	
uce-4787	0.685950	
uce-4788	0.924386	
uce-4789	0.836858	
uce-478	0.876126	
uce-4792	0.950649	
uce-47	0.868545	
uce-4804	0.921053	
uce-4806	0.893939	
uce-4807	1.000000	
uce-4808	0.969512	
uce-4810	0.950355	
uce-4813	0.794271	
uce-4818	0.984568	
uce-4819	0.883162	
uce-4820	0.944828	
uce-4823	0.935982	
uce-4827	0.959322	
uce-4828	0.956140	
uce-4829	0.987179	
uce-4830	0.971119	
uce-4831	0.988636	
uce-4832	0.548128	
uce-4833	0.927215	
uce-4835	0.978378	
uce-4837	0.920408	
uce-4838	0.894915	
uce-4839	0.972081	
uce-483	0.769088	
uce-4840	1.000000	
uce-4841	0.885305	
uce-4842	0.937824	
uce-4843	0.939726	
uce-4845	0.921671	
uce-4846	0.909091	
uce-4848	0.938710	
uce-4850	0.808933	
uce-4851	0.946667	
uce-4853	0.990291	
uce-4854	0.960000	
uce-4855	0.949333	
uce-4856	0.798013	
uce-4858	0.764331	
uce-4859	0.980769	
uce-485	0.825175	
uce-4862	0.956044	
uce-4863	0.791183	
uce-4865	0.951613	
uce-4866	1.000000	
uce-4867	0.884021	
uce-4868	0.983957	
uce-486	0.989848	
uce-4871	0.996317	
uce-4874	0.971047	
uce-4878	0.935407	
uce-487	0.982178	
uce-4881	0.975862	
uce-4882	0.988701	
uce-4883	0.883281	
uce-4884	0.964200	
uce-4885	0.804979	
uce-4887	0.905797	
uce-4889	0.683908	
uce-4891	0.991573	
uce-4897	0.959233	
uce-4899	0.959677	
uce-4900	0.935310	
uce-4902	0.898551	
uce-4904	0.971989	
uce-4905	0.785714	
uce-4908	0.967213	
uce-490	0.979290	
uce-4910	0.965190	
uce-4912	0.853659	
uce-4915	0.947826	
uce-4917	0.957265	
uce-4918	1.000000	
uce-4919	0.961832	
uce-491	0.839836	
uce-4921	0.789883	
uce-4925	1.000000	
uce-4927	0.906061	
uce-4928	0.943350	
uce-4929	0.959391	
uce-4931	0.915730	
uce-4932	0.933544	
uce-4933	0.985386	
uce-4935	0.895522	
uce-4939	0.770335	
uce-493	0.518779	
uce-4940	0.960784	
uce-4943	0.671053	
uce-4944	0.748521	
uce-4945	0.909091	
uce-4947	1.000000	
uce-494	0.950820	
uce-4950	1.000000	
uce-4952	0.960825	
uce-4954	0.930023	
uce-4956	0.951311	
uce-4960	0.960100	
uce-4963	0.952381	
uce-4964	0.961938	
uce-4966	0.873832	
uce-4967	1.000000	
uce-4969	0.984127	
uce-496	0.990610	
uce-4970	0.980337	
uce-4975	0.911504	
uce-4976	0.983645	
uce-4977	0.889744	
uce-4978	0.862543	
uce-4981	0.853521	
uce-4982	0.869565	
uce-4983	0.934066	
uce-4986	0.943925	
uce-4990	0.949324	
uce-4992	0.888889	
uce-4993	1.000000	
uce-4998	0.933472	
uce-499	0.991279	
uce-4	0.990291	
uce-5003	0.717647	
uce-5005	0.980861	
uce-5007	0.978417	
uce-5008	0.971831	
uce-5011	0.947964	
uce-5012	0.957386	
uce-5013	0.896321	
uce-5016	0.928571	
uce-5018	0.874644	
uce-5019	0.925373	
uce-5021	0.969014	
uce-5022	0.954545	
uce-5024	0.973872	
uce-5025	0.939163	
uce-5031	0.913223	
uce-5033	0.826797	
uce-5034	0.929487	
uce-5035	0.988010	
uce-5038	0.926518	
uce-5039	0.943060	
uce-5040	0.964809	
uce-5041	0.937811	
uce-5042	0.994350	
uce-5044	0.815873	
uce-5048	0.971366	
uce-5051	0.950820	
uce-5052	0.883895	
uce-5053	0.962264	
uce-5054	0.955490	
uce-5055	0.949153	
uce-5062	0.785331	
uce-5063	0.723735	
uce-5064	0.982379	
uce-5065	1.000000	
uce-5068	0.962329	
uce-5072	0.919315	
uce-5074	0.945513	
uce-5075	0.943620	
uce-5076	0.942943	
uce-5077	0.921488	
uce-507	0.954545	
uce-5083	0.903108	
uce-5084	1.000000	
uce-5085	0.864407	
uce-5087	0.827586	
uce-5090	0.982684	
uce-5091	0.925501	
uce-5093	0.931604	
uce-5095	0.919240	
uce-5096	0.920097	
uce-5097	0.926752	
uce-5098	0.825503	
uce-5099	0.970909	
uce-5102	0.924829	
uce-5103	0.863118	
uce-5108	0.855491	
uce-5109	0.699793	
uce-510	0.831754	
uce-5110	1.000000	
uce-5113	0.969231	
uce-5114	0.988048	
uce-5116	0.953191	
uce-5119	0.931663	
uce-511	0.911688	
uce-5120	0.776423	
uce-5123	0.976526	
uce-5125	0.963387	
uce-5129	0.873626	
uce-512	0.809231	
uce-5132	0.885496	
uce-5133	0.904762	
uce-5135	0.970183	
uce-5137	0.934844	
uce-513	0.904393	
uce-5141	0.740909	
uce-5142	0.928934	
uce-5143	0.746753	
uce-5144	0.790598	
uce-5145	0.880240	
uce-5146	0.920949	
uce-5147	0.710956	
uce-5153	0.991667	
uce-5155	0.840959	
uce-5156	0.933486	
uce-5157	0.954128	
uce-5158	0.955375	
uce-5161	0.805785	
uce-5165	0.902542	
uce-5167	0.985130	
uce-516	0.953191	
uce-5172	1.000000	
uce-5173	0.976501	
uce-5175	0.951691	
uce-5176	0.964286	
uce-5178	0.961326	
uce-517	0.957627	
uce-5181	0.986667	
uce-5182	0.935961	
uce-5185	0.983333	
uce-5186	0.775385	
uce-5188	0.850440	
uce-5189	0.952899	
uce-518	0.947743	
uce-5190	0.940678	
uce-5192	0.620588	
uce-5193	0.939850	
uce-5196	0.956175	
uce-519	0.973262	
uce-5200	0.989924	
uce-5202	0.790769	
uce-5208	0.943311	
uce-520	0.981250	
uce-5210	0.639037	
uce-5211	0.856333	
uce-5215	0.974178	
uce-5218	0.920482	
uce-5220	0.907042	
