Locus	Sclero	ToxPoly	ToxAngIg	ToxSnAng	ToxSnIg
uce-2718	-588.63	-582.18	-582.22	-582.26	-581.87	
uce-2729	-1802.99	-1791.20	-1793.42	-1790.23	-1793.54	
uce-273	-1559.79	-1555.51	-1555.52	-1555.33	-1555.18	
uce-2731	-2143.70	-2145.31	-2145.31	-2145.41	-2145.43	
uce-2732	-1497.26	-1497.66	-1503.04	-1496.70	-1503.44	
uce-2733	-2249.31	-2250.68	-2250.66	-2251.16	-2250.00	
uce-2734	-2006.58	-1998.81	-1998.58	-1998.85	-1998.83	
uce-2736	-1607.86	-1600.72	-1600.02	-1603.35	-1600.64	
uce-2739	-1012.67	-1021.98	-1022.74	-1022.35	-1021.60	
uce-2740	-2055.20	-2066.23	-2069.59	-2065.13	-2068.95	
uce-2742	-2078.22	-2070.21	-2069.86	-2070.17	-2070.89	
uce-2745	-1931.27	-1940.01	-1938.88	-1941.60	-1941.35	
uce-2746	-1818.64	-1808.04	-1808.58	-1809.10	-1808.04	
uce-2748	-990.79	-989.01	-989.36	-989.49	-988.47	
uce-2754	-1009.65	-1003.58	-1003.92	-1003.73	-1003.06	
uce-2755	-1594.62	-1589.68	-1590.08	-1589.78	-1589.50	
uce-2757	-1384.89	-1385.12	-1384.94	-1385.40	-1385.00	
uce-2758	-3507.74	-3499.11	-3503.10	-3498.19	-3503.63	
uce-276	-1753.16	-1747.95	-1748.45	-1748.14	-1748.23	
uce-2762	-1622.40	-1625.84	-1626.74	-1628.17	-1625.21	
uce-2765	-756.96	-743.21	-747.07	-747.41	-742.02	
uce-2767	-1584.80	-1585.56	-1585.98	-1586.25	-1585.09	
uce-2768	-1643.99	-1648.09	-1649.27	-1647.26	-1650.79	
uce-2769	-1149.79	-1137.63	-1138.22	-1137.56	-1137.40	
uce-277	-1556.31	-1565.24	-1566.57	-1566.11	-1564.16	
uce-2770	-1203.59	-1200.81	-1199.61	-1203.59	-1203.78	
uce-2771	-1827.15	-1831.66	-1831.59	-1831.88	-1831.35	
uce-2772	-1207.14	-1204.73	-1204.00	-1205.40	-1205.65	
uce-2773	-1527.35	-1513.32	-1512.98	-1513.55	-1514.02	
uce-2774	-1803.50	-1790.98	-1793.28	-1793.07	-1790.10	
uce-2775	-1353.46	-1339.97	-1343.30	-1343.29	-1338.98	
uce-2778	-765.02	-760.78	-760.49	-764.22	-761.15	
uce-278	-1437.11	-1440.52	-1441.69	-1440.93	-1439.66	
uce-2780	-1217.06	-1212.47	-1211.66	-1215.10	-1214.74	
uce-2781	-1318.06	-1318.69	-1319.39	-1318.33	-1319.10	
uce-2782	-2114.60	-2100.53	-2100.70	-2100.54	-2100.57	
uce-2784	-2295.38	-2285.05	-2285.02	-2285.29	-2284.93	
uce-2785	-1309.23	-1296.92	-1297.88	-1296.32	-1297.58	
uce-2788	-1681.41	-1681.63	-1681.43	-1681.54	-1681.80	
uce-279	-1848.84	-1849.19	-1851.30	-1848.21	-1851.14	
uce-2790	-1794.48	-1772.25	-1772.21	-1772.09	-1771.91	
uce-2794	-1281.14	-1285.49	-1285.75	-1285.96	-1284.98	
uce-2795	-1445.66	-1440.05	-1442.11	-1442.19	-1439.02	
uce-2796	-1739.27	-1737.05	-1736.90	-1736.68	-1736.98	
uce-2797	-1600.54	-1592.48	-1593.14	-1593.18	-1591.74	
uce-280	-2400.12	-2397.05	-2404.80	-2405.09	-2395.93	
uce-2801	-1033.00	-1036.90	-1036.70	-1037.49	-1036.81	
uce-2802	-1640.90	-1639.71	-1639.68	-1639.74	-1639.73	
uce-2803	-1267.44	-1264.20	-1264.36	-1264.40	-1264.02	
uce-2810	-1644.44	-1637.05	-1636.63	-1636.93	-1636.97	
uce-2811	-883.06	-884.31	-884.82	-884.50	-884.03	
uce-2812	-1290.08	-1274.31	-1273.33	-1276.39	-1275.99	
uce-2814	-1304.95	-1298.47	-1297.75	-1301.57	-1298.61	
uce-2816	-2010.75	-2008.60	-2008.52	-2008.93	-2008.44	
uce-2817	-1443.62	-1443.38	-1443.32	-1443.37	-1443.30	
uce-2818	-1221.52	-1214.82	-1222.61	-1213.43	-1222.10	
uce-2823	-1366.37	-1374.71	-1377.99	-1373.86	-1377.67	
uce-2825	-2029.19	-2024.34	-2033.06	-2032.78	-2022.84	
uce-2828	-1250.65	-1256.56	-1256.38	-1256.25	-1256.21	
uce-2831	-2539.00	-2533.13	-2532.73	-2533.46	-2534.23	
uce-2833	-2124.64	-2107.73	-2109.29	-2109.56	-2107.07	
uce-2835	-1357.22	-1356.03	-1356.91	-1355.30	-1356.42	
uce-2841	-1480.36	-1457.68	-1457.59	-1458.28	-1456.96	
uce-2843	-1647.26	-1644.67	-1643.91	-1646.09	-1644.87	
uce-2844	-1522.00	-1516.82	-1517.25	-1516.87	-1516.55	
uce-2846	-930.13	-921.53	-921.86	-921.28	-921.73	
uce-2847	-1769.41	-1756.67	-1758.73	-1757.90	-1755.74	
uce-2849	-1786.01	-1772.60	-1776.40	-1776.92	-1771.56	
uce-285	-2170.26	-2157.87	-2157.24	-2159.00	-2158.16	
uce-2851	-1254.58	-1243.40	-1243.21	-1243.38	-1243.82	
uce-2853	-1525.12	-1520.85	-1521.97	-1521.61	-1520.04	
uce-2856	-2021.09	-2023.00	-2022.83	-2023.32	-2023.37	
uce-2857	-2846.98	-2826.96	-2830.05	-2826.14	-2830.52	
uce-2858	-1996.63	-1984.03	-1985.22	-1985.38	-1983.53	
uce-286	-1005.12	-1007.26	-1007.07	-1007.29	-1007.05	
uce-2861	-1630.72	-1614.14	-1613.14	-1616.49	-1614.96	
uce-2865	-1774.09	-1779.53	-1780.09	-1779.34	-1779.17	
uce-2866	-1427.35	-1423.74	-1424.52	-1423.42	-1423.41	
uce-2869	-1445.99	-1443.90	-1443.07	-1446.32	-1444.84	
uce-287	-2768.32	-2777.02	-2787.92	-2775.83	-2788.45	
uce-2870	-1100.70	-1099.05	-1099.23	-1099.37	-1099.20	
uce-2874	-2824.15	-2817.75	-2819.45	-2819.74	-2816.61	
uce-2875	-1130.62	-1137.77	-1137.42	-1137.60	-1137.52	
uce-2877	-2072.36	-2064.71	-2065.92	-2063.87	-2066.14	
uce-2878	-1200.46	-1203.72	-1203.93	-1203.54	-1203.92	
uce-2879	-1920.30	-1922.91	-1924.00	-1922.65	-1922.51	
uce-288	-1349.50	-1350.21	-1350.23	-1350.16	-1350.09	
uce-2882	-717.64	-717.41	-717.31	-717.43	-717.89	
uce-2886	-2839.05	-2840.80	-2841.49	-2840.11	-2840.96	
uce-2887	-2118.65	-2120.04	-2119.79	-2120.03	-2121.26	
uce-2888	-1971.80	-1967.49	-1975.37	-1975.38	-1966.37	
uce-2889	-1381.55	-1379.30	-1379.61	-1379.85	-1378.88	
uce-2890	-1213.42	-1203.73	-1207.22	-1207.31	-1202.72	
uce-2892	-1430.82	-1420.93	-1429.34	-1429.42	-1419.99	
uce-2893	-1043.89	-1041.39	-1047.09	-1039.98	-1047.17	
uce-2895	-1806.56	-1799.57	-1802.83	-1800.42	-1798.91	
uce-2897	-1059.29	-1052.98	-1053.27	-1054.27	-1052.39	
uce-2899	-1548.95	-1543.32	-1543.00	-1543.57	-1542.82	
uce-2901	-1386.60	-1389.61	-1389.80	-1389.75	-1389.41	
uce-2903	-1269.83	-1261.39	-1260.48	-1264.94	-1264.54	
uce-2905	-2839.50	-2824.47	-2823.74	-2827.84	-2827.66	
uce-2907	-1478.54	-1476.23	-1476.25	-1476.13	-1476.30	
uce-2908	-1454.31	-1450.99	-1451.67	-1450.40	-1450.92	
uce-2909	-2153.87	-2134.20	-2135.73	-2133.54	-2138.99	
uce-291	-1249.28	-1247.43	-1250.21	-1249.29	-1246.75	
uce-2910	-1072.30	-1070.87	-1072.72	-1069.89	-1072.39	
uce-2911	-1140.65	-1134.59	-1133.57	-1136.93	-1136.75	
uce-2915	-1810.04	-1841.33	-1842.29	-1841.32	-1841.05	
uce-2917	-1661.72	-1660.47	-1660.39	-1660.36	-1661.35	
uce-292	-1275.38	-1274.79	-1274.60	-1275.12	-1274.95	
uce-2921	-2094.29	-2092.89	-2092.45	-2093.18	-2093.42	
uce-2922	-1100.71	-1087.79	-1088.15	-1087.88	-1087.78	
uce-2923	-2163.43	-2223.01	-2223.21	-2225.13	-2222.38	
uce-2924	-1639.09	-1634.56	-1636.86	-1633.84	-1636.45	
uce-2925	-1393.20	-1393.48	-1393.31	-1393.24	-1393.24	
uce-2927	-661.13	-658.62	-662.76	-662.30	-657.61	
uce-2928	-1233.41	-1234.40	-1234.57	-1234.07	-1234.43	
uce-2930	-816.80	-821.48	-822.24	-822.01	-820.76	
uce-2933	-2755.53	-2767.03	-2771.31	-2770.35	-2765.82	
uce-2936	-1162.31	-1157.53	-1157.83	-1157.79	-1157.07	
uce-2937	-1252.52	-1247.85	-1250.27	-1247.04	-1250.41	
uce-2938	-949.46	-941.26	-941.67	-941.38	-941.41	
uce-2939	-1331.95	-1341.34	-1341.23	-1341.30	-1341.26	
uce-294	-2077.02	-2073.14	-2072.23	-2073.91	-2073.97	
uce-2940	-1549.45	-1549.04	-1550.25	-1550.31	-1548.14	
uce-2941	-1638.45	-1624.00	-1623.45	-1624.42	-1624.29	
uce-2943	-1087.98	-1083.88	-1083.83	-1083.87	-1083.94	
uce-2952	-1553.92	-1555.15	-1555.92	-1554.35	-1555.87	
uce-2954	-2711.19	-2712.62	-2712.62	-2713.37	-2712.39	
uce-2955	-1174.93	-1161.19	-1161.51	-1161.20	-1161.14	
uce-2958	-2324.07	-2329.55	-2329.94	-2329.57	-2330.14	
uce-2959	-936.30	-941.49	-941.45	-941.37	-941.48	
uce-2960	-2700.23	-2682.91	-2682.57	-2683.43	-2682.48	
uce-2962	-1726.55	-1725.63	-1725.39	-1725.60	-1725.69	
uce-2963	-1224.17	-1224.01	-1224.86	-1224.91	-1222.75	
uce-2964	-901.00	-898.28	-904.64	-897.12	-904.75	
uce-2965	-1911.00	-1905.80	-1907.60	-1905.13	-1907.89	
uce-2966	-1582.64	-1582.44	-1581.48	-1584.17	-1584.33	
uce-2968	-1394.75	-1401.63	-1402.76	-1401.19	-1401.73	
uce-2969	-1427.22	-1427.40	-1427.31	-1427.42	-1427.42	
uce-297	-1811.84	-1814.24	-1813.15	-1816.90	-1816.58	
uce-2970	-1293.61	-1285.66	-1287.23	-1284.79	-1285.84	
uce-2971	-2023.22	-2014.90	-2014.65	-2014.64	-2015.01	
uce-2973	-1317.29	-1310.07	-1312.02	-1309.10	-1312.30	
uce-2975	-2148.10	-2151.33	-2150.55	-2152.59	-2152.86	
uce-2978	-1611.34	-1608.55	-1612.31	-1607.62	-1612.39	
uce-298	-1762.84	-1764.02	-1764.61	-1764.40	-1763.79	
uce-2980	-904.24	-897.15	-897.31	-897.09	-897.33	
uce-2981	-1562.58	-1554.23	-1554.47	-1554.42	-1554.32	
uce-2982	-1200.64	-1192.99	-1195.75	-1195.84	-1192.10	
uce-2987	-1177.16	-1178.40	-1178.06	-1178.20	-1178.66	
uce-299	-1546.21	-1542.54	-1542.79	-1542.79	-1542.32	
uce-2991	-1397.68	-1394.12	-1393.80	-1393.94	-1394.00	
uce-2992	-1108.90	-1106.73	-1106.90	-1106.96	-1106.70	
uce-2994	-877.45	-880.83	-880.74	-880.72	-881.19	
uce-2998	-1582.50	-1573.80	-1573.47	-1574.14	-1573.57	
uce-2999	-1858.64	-1852.17	-1852.68	-1852.42	-1851.61	
uce-300	-1436.17	-1435.83	-1436.34	-1436.35	-1435.53	
uce-3004	-1340.65	-1325.52	-1327.20	-1324.36	-1326.83	
uce-3008	-1264.07	-1257.19	-1258.88	-1258.27	-1255.99	
uce-301	-1055.82	-1055.43	-1055.65	-1054.98	-1055.44	
uce-3010	-1607.53	-1610.66	-1612.71	-1609.37	-1612.77	
uce-3013	-1660.29	-1659.55	-1661.30	-1658.65	-1660.49	
uce-3014	-1659.28	-1657.88	-1662.04	-1661.87	-1656.79	
uce-3016	-1252.78	-1251.36	-1251.52	-1251.23	-1251.37	
uce-3018	-1810.84	-1805.53	-1805.15	-1805.86	-1805.92	
uce-3020	-1604.07	-1612.99	-1613.00	-1612.27	-1612.56	
uce-3025	-1187.44	-1186.65	-1186.57	-1186.75	-1186.82	
uce-3026	-1175.79	-1175.73	-1175.59	-1175.56	-1175.75	
uce-3027	-2100.61	-2089.16	-2088.11	-2092.28	-2092.34	
uce-3028	-1902.71	-1908.07	-1910.58	-1907.09	-1910.74	
uce-3030	-639.99	-636.10	-637.05	-637.22	-635.40	
uce-3032	-2296.64	-2288.09	-2290.21	-2287.60	-2287.90	
uce-3039	-1926.31	-1906.13	-1906.20	-1905.87	-1906.26	
uce-3043	-1432.24	-1427.45	-1427.05	-1426.62	-1429.38	
uce-3046	-1149.85	-1147.28	-1147.33	-1146.92	-1147.18	
uce-3049	-1636.28	-1633.10	-1636.53	-1636.66	-1631.93	
uce-305	-1499.18	-1498.01	-1499.01	-1498.82	-1497.09	
uce-3051	-1400.07	-1398.65	-1397.92	-1399.33	-1399.14	
uce-3053	-1503.58	-1490.62	-1490.83	-1490.45	-1490.47	
uce-3055	-1528.25	-1529.75	-1529.53	-1529.84	-1529.71	
uce-3057	-1588.62	-1593.19	-1593.28	-1593.11	-1592.70	
uce-3058	-2540.01	-2522.79	-2522.97	-2524.69	-2522.14	
uce-3059	-1385.06	-1387.38	-1388.12	-1388.36	-1386.57	
uce-3060	-1823.30	-1810.69	-1810.68	-1810.50	-1810.40	
uce-3061	-1830.64	-1819.16	-1822.51	-1818.02	-1819.72	
uce-3062	-1072.07	-1079.97	-1079.97	-1079.74	-1080.17	
uce-3064	-2785.03	-2778.53	-2780.74	-2778.50	-2777.62	
uce-3065	-2042.16	-2021.03	-2020.71	-2020.73	-2021.54	
uce-3067	-1170.29	-1170.34	-1170.12	-1170.35	-1170.17	
uce-3068	-1678.98	-1667.78	-1667.81	-1668.65	-1668.45	
uce-3069	-1725.14	-1714.21	-1713.76	-1714.47	-1714.55	
uce-3070	-1334.47	-1336.19	-1336.33	-1335.96	-1335.82	
uce-3071	-2810.22	-2800.55	-2800.53	-2800.50	-2801.41	
uce-3074	-1597.56	-1584.94	-1585.28	-1584.88	-1585.29	
uce-3077	-1687.58	-1675.41	-1675.05	-1675.36	-1675.24	
uce-3078	-2215.54	-2216.35	-2215.07	-2218.99	-2219.31	
uce-3079	-1767.04	-1761.43	-1770.53	-1764.24	-1760.41	
uce-308	-1867.67	-1866.22	-1866.06	-1866.41	-1866.43	
uce-3082	-1038.82	-1042.63	-1044.72	-1041.72	-1043.01	
uce-3083	-1379.58	-1378.73	-1378.66	-1378.62	-1378.98	
uce-3084	-1083.67	-1080.44	-1080.30	-1080.41	-1080.82	
uce-3085	-1467.55	-1464.87	-1464.12	-1466.06	-1466.22	
uce-3092	-2202.23	-2192.44	-2192.41	-2191.61	-2192.27	
uce-3096	-1774.81	-1767.40	-1768.00	-1768.14	-1766.79	
uce-3097	-1435.72	-1439.69	-1439.70	-1439.75	-1439.44	
uce-3099	-2637.39	-2626.37	-2628.18	-2628.01	-2625.46	
uce-3100	-1555.13	-1548.96	-1548.03	-1549.78	-1549.58	
uce-3101	-1333.65	-1334.41	-1333.60	-1336.82	-1336.01	
uce-3104	-1594.59	-1586.90	-1587.86	-1586.06	-1587.92	
uce-3105	-1554.16	-1532.52	-1535.24	-1535.35	-1531.45	
uce-3106	-2337.52	-2326.38	-2326.80	-2326.25	-2326.07	
uce-3110	-1866.26	-1869.90	-1872.21	-1872.28	-1868.60	
uce-3113	-1328.55	-1337.28	-1337.36	-1337.35	-1337.28	
uce-3114	-1389.66	-1385.93	-1386.02	-1386.21	-1385.79	
uce-3115	-1766.89	-1766.94	-1768.50	-1766.03	-1767.42	
uce-3117	-873.93	-873.98	-874.77	-874.72	-872.82	
uce-3121	-964.83	-970.79	-970.94	-971.22	-970.46	
uce-3122	-1241.56	-1258.96	-1259.92	-1259.14	-1258.42	
uce-3126	-1776.84	-1769.02	-1778.82	-1778.81	-1767.91	
uce-3129	-1898.34	-1866.86	-1867.37	-1866.10	-1867.26	
uce-3130	-1579.67	-1580.82	-1583.12	-1582.77	-1579.85	
uce-3131	-1937.51	-1937.31	-1936.26	-1939.62	-1939.10	
uce-3134	-1643.46	-1641.31	-1640.38	-1644.07	-1644.33	
uce-3135	-2640.14	-2646.24	-2646.19	-2646.54	-2645.76	
uce-3137	-1333.92	-1336.16	-1342.27	-1335.19	-1341.96	
uce-3139	-1598.50	-1586.26	-1586.52	-1585.82	-1586.19	
uce-314	-1958.61	-1953.83	-1954.01	-1953.97	-1953.94	
uce-3141	-2977.93	-2960.68	-2960.14	-2960.68	-2962.21	
uce-315	-1590.70	-1595.11	-1595.32	-1595.07	-1595.10	
uce-3153	-966.88	-971.05	-970.97	-970.72	-971.15	
uce-3154	-1318.16	-1318.67	-1318.79	-1318.94	-1318.56	
uce-3156	-2874.01	-2867.28	-2866.82	-2868.22	-2867.64	
uce-3159	-1982.80	-1977.07	-1977.45	-1977.35	-1976.68	
uce-3160	-790.87	-783.93	-783.94	-783.81	-783.75	
uce-3161	-1483.90	-1481.49	-1483.62	-1483.51	-1480.59	
uce-3163	-1915.84	-1900.62	-1900.38	-1900.33	-1900.62	
uce-3167	-1527.68	-1521.21	-1522.20	-1522.47	-1520.45	
uce-3169	-1887.24	-1880.65	-1881.02	-1880.50	-1880.11	
uce-317	-1290.61	-1285.27	-1286.05	-1285.58	-1284.95	
uce-3170	-1683.88	-1677.93	-1677.84	-1678.35	-1677.84	
uce-3174	-1454.45	-1455.68	-1457.33	-1457.08	-1454.88	
uce-3177	-1107.22	-1106.39	-1107.29	-1107.20	-1105.96	
uce-3178	-2040.93	-2034.87	-2034.70	-2036.26	-2034.80	
uce-318	-1082.12	-1075.36	-1075.45	-1075.10	-1075.51	
uce-3180	-1721.04	-1722.06	-1724.27	-1721.00	-1723.96	
uce-3181	-929.32	-916.36	-915.24	-924.80	-924.94	
uce-3183	-770.40	-761.04	-760.63	-761.51	-761.82	
uce-3185	-976.66	-971.04	-971.23	-971.44	-970.74	
uce-3186	-1190.76	-1185.02	-1185.09	-1185.08	-1185.41	
uce-3187	-1184.77	-1182.59	-1182.33	-1182.53	-1182.47	
uce-3188	-2110.47	-2101.76	-2100.85	-2102.68	-2102.56	
uce-3191	-2373.80	-2374.22	-2376.35	-2375.42	-2373.22	
uce-3193	-1131.55	-1135.76	-1135.62	-1136.05	-1135.73	
uce-3194	-1299.21	-1289.99	-1289.95	-1289.95	-1289.76	
uce-3199	-954.09	-948.44	-949.54	-949.58	-947.61	
uce-320	-1286.55	-1291.79	-1291.52	-1292.44	-1292.01	
uce-3200	-1742.41	-1744.81	-1744.53	-1744.29	-1744.58	
uce-3202	-1237.92	-1240.25	-1240.69	-1239.61	-1241.03	
uce-3208	-1060.77	-1061.48	-1061.75	-1061.79	-1061.72	
uce-3212	-1286.81	-1281.20	-1280.86	-1281.11	-1281.04	
uce-3215	-1431.83	-1443.03	-1443.84	-1443.55	-1442.66	
uce-3217	-1594.09	-1592.16	-1592.92	-1591.77	-1592.72	
uce-322	-1153.78	-1160.80	-1159.61	-1161.74	-1161.62	
uce-3222	-2195.20	-2189.65	-2189.81	-2189.82	-2189.26	
uce-3223	-2049.57	-2045.11	-2044.90	-2045.44	-2044.92	
uce-3224	-913.03	-914.66	-915.09	-915.17	-914.55	
uce-3225	-1494.90	-1474.16	-1474.06	-1474.56	-1474.46	
uce-3227	-2241.12	-2237.75	-2239.56	-2240.85	-2236.70	
uce-3228	-1323.19	-1329.26	-1330.15	-1328.28	-1330.88	
uce-323	-1197.70	-1194.13	-1193.99	-1194.08	-1194.13	
uce-3231	-1300.07	-1308.50	-1308.41	-1308.56	-1308.47	
uce-3233	-1958.15	-1957.23	-1957.86	-1956.94	-1956.81	
uce-3234	-1883.50	-1887.43	-1890.75	-1886.26	-1890.59	
uce-3235	-1634.93	-1642.03	-1642.21	-1642.20	-1642.21	
uce-3238	-1346.34	-1343.09	-1346.21	-1342.01	-1346.25	
uce-3239	-1259.76	-1234.05	-1234.49	-1233.75	-1234.27	
uce-3241	-1437.65	-1427.01	-1432.57	-1426.05	-1432.50	
uce-3244	-2513.68	-2511.37	-2513.05	-2510.31	-2513.12	
uce-3246	-2255.89	-2238.14	-2236.79	-2241.50	-2241.49	
uce-3247	-2177.93	-2144.84	-2143.87	-2153.01	-2155.87	
uce-3248	-2780.18	-2764.79	-2767.62	-2767.47	-2763.43	
uce-325	-1732.82	-1728.01	-1730.91	-1726.80	-1730.25	
uce-3250	-1342.18	-1337.82	-1337.54	-1340.23	-1337.61	
uce-3252	-1465.13	-1466.00	-1469.43	-1465.36	-1469.37	
uce-3258	-3066.44	-3072.32	-3113.75	-3071.32	-3115.01	
uce-3259	-1921.82	-1920.53	-1920.05	-1920.62	-1920.25	
uce-326	-2183.09	-2168.67	-2170.97	-2171.68	-2167.75	
uce-3260	-1379.28	-1378.97	-1379.24	-1378.84	-1379.37	
uce-3262	-2312.74	-2305.22	-2304.94	-2305.06	-2305.08	
uce-3263	-1724.86	-1721.84	-1721.26	-1721.84	-1723.38	
uce-3264	-1383.45	-1379.07	-1381.03	-1379.65	-1378.17	
uce-3265	-1167.69	-1169.12	-1169.99	-1168.78	-1169.55	
uce-3267	-1789.54	-1790.68	-1790.85	-1791.15	-1790.67	
uce-327	-1675.76	-1677.12	-1677.20	-1677.06	-1677.08	
uce-3276	-1260.41	-1261.65	-1262.03	-1261.36	-1261.89	
uce-3277	-1219.09	-1224.33	-1224.16	-1224.48	-1224.55	
uce-3279	-961.42	-971.27	-971.01	-972.23	-970.86	
uce-3280	-1685.09	-1681.75	-1681.61	-1681.84	-1682.06	
uce-3281	-1055.76	-1054.99	-1054.80	-1055.46	-1055.19	
uce-3282	-1957.39	-1952.39	-1952.73	-1952.14	-1952.36	
uce-3284	-1380.10	-1380.80	-1381.01	-1380.75	-1380.78	
uce-3287	-1709.65	-1710.47	-1710.32	-1710.42	-1710.17	
uce-3290	-1459.01	-1469.09	-1468.65	-1468.45	-1471.89	
uce-3294	-1789.35	-1779.68	-1779.23	-1779.94	-1779.91	
uce-330	-1582.24	-1576.06	-1576.08	-1576.08	-1576.38	
uce-3300	-1373.17	-1372.79	-1371.78	-1375.08	-1375.08	
uce-3302	-2794.52	-2787.23	-2789.40	-2789.35	-2786.08	
uce-3303	-2406.96	-2404.32	-2404.62	-2404.20	-2404.52	
uce-3304	-2912.81	-2903.23	-2902.69	-2905.39	-2903.01	
uce-3307	-1800.26	-1798.60	-1799.34	-1797.38	-1799.30	
uce-3308	-1322.11	-1317.94	-1317.09	-1320.20	-1320.26	
uce-3309	-1504.84	-1497.82	-1510.66	-1496.39	-1510.65	
uce-3310	-1931.06	-1948.60	-1951.89	-1948.61	-1947.91	
uce-3312	-1619.92	-1622.07	-1625.04	-1620.77	-1626.79	
uce-3313	-1692.92	-1679.93	-1682.77	-1678.98	-1682.60	
uce-3314	-1114.46	-1116.05	-1115.39	-1116.74	-1116.81	
uce-3316	-1441.58	-1447.98	-1448.51	-1448.46	-1447.38	
uce-3318	-1673.60	-1684.29	-1684.31	-1684.32	-1684.56	
uce-3319	-1571.75	-1561.00	-1560.80	-1560.89	-1561.24	
uce-3320	-1015.96	-989.25	-988.79	-989.36	-989.21	
uce-3322	-1470.97	-1458.27	-1458.36	-1458.43	-1458.12	
uce-3323	-2444.48	-2443.44	-2443.90	-2443.36	-2443.06	
uce-3324	-1688.65	-1681.50	-1681.58	-1682.10	-1681.93	
uce-3326	-1057.59	-1061.00	-1061.21	-1061.19	-1061.23	
uce-3329	-1499.62	-1491.68	-1491.75	-1491.76	-1492.05	
uce-333	-1901.72	-1889.22	-1889.35	-1889.27	-1889.40	
uce-3330	-1488.58	-1482.84	-1483.24	-1482.24	-1483.18	
uce-3331	-1929.71	-1932.67	-1933.01	-1933.07	-1932.22	
uce-3333	-1822.80	-1816.69	-1816.23	-1817.00	-1817.21	
uce-3334	-1907.86	-1906.69	-1906.48	-1906.89	-1906.84	
uce-3336	-1223.02	-1233.06	-1234.36	-1234.29	-1231.97	
uce-3337	-1252.79	-1246.76	-1246.58	-1246.82	-1246.20	
uce-3338	-1764.05	-1759.12	-1761.39	-1758.06	-1762.06	
uce-334	-1698.89	-1697.44	-1699.22	-1696.17	-1698.75	
uce-3340	-1257.61	-1265.37	-1267.21	-1267.21	-1264.36	
uce-3341	-1542.57	-1554.72	-1554.68	-1554.29	-1554.89	
uce-3346	-3100.26	-3084.98	-3085.50	-3085.41	-3084.54	
uce-3348	-1421.32	-1408.16	-1410.72	-1407.22	-1410.91	
uce-3349	-1232.46	-1234.89	-1234.86	-1234.86	-1234.89	
uce-335	-822.06	-821.53	-821.25	-821.97	-821.88	
uce-3350	-2347.16	-2351.23	-2352.60	-2352.39	-2350.36	
uce-3352	-1360.72	-1359.34	-1358.66	-1359.73	-1360.10	
uce-3353	-2306.93	-2297.83	-2296.88	-2298.72	-2298.67	
uce-3354	-1148.51	-1145.67	-1145.96	-1146.03	-1146.12	
uce-3355	-1438.39	-1432.89	-1435.12	-1434.79	-1431.80	
uce-3356	-1898.90	-1885.75	-1885.63	-1886.29	-1886.52	
uce-3358	-1392.31	-1388.67	-1388.72	-1389.04	-1388.69	
uce-3359	-1692.11	-1704.05	-1708.17	-1708.11	-1702.90	
uce-3360	-1480.97	-1483.62	-1485.31	-1484.67	-1482.65	
uce-3366	-1346.35	-1348.29	-1348.52	-1348.52	-1348.54	
uce-3368	-1749.01	-1738.69	-1740.94	-1737.60	-1740.61	
uce-337	-1257.53	-1257.25	-1257.00	-1257.53	-1257.83	
uce-3371	-796.52	-796.01	-796.29	-795.70	-795.88	
uce-3373	-1090.48	-1091.21	-1090.23	-1093.96	-1094.07	
uce-3376	-1186.51	-1174.25	-1173.25	-1178.38	-1178.27	
uce-3377	-2027.31	-1997.96	-2000.52	-1997.49	-1997.81	
uce-3378	-2247.24	-2245.67	-2246.47	-2244.75	-2246.95	
uce-338	-1210.33	-1205.09	-1208.48	-1203.94	-1208.90	
uce-3380	-1716.83	-1713.29	-1715.29	-1712.09	-1714.44	
uce-3381	-1139.20	-1133.82	-1134.16	-1133.98	-1134.04	
uce-3387	-2013.88	-2013.42	-2013.84	-2013.22	-2013.34	
uce-3392	-1641.96	-1632.41	-1632.88	-1632.55	-1631.75	
uce-3394	-1367.83	-1363.80	-1363.78	-1363.92	-1363.80	
uce-3398	-1444.74	-1434.99	-1434.52	-1435.56	-1435.24	
uce-3400	-1473.74	-1479.93	-1479.60	-1479.66	-1479.71	
uce-3402	-3041.86	-3027.84	-3027.17	-3033.06	-3031.82	
uce-3406	-1559.48	-1551.21	-1550.50	-1552.63	-1552.38	
uce-3407	-1410.79	-1411.07	-1411.38	-1411.29	-1410.71	
uce-3412	-2186.45	-2194.65	-2200.04	-2199.65	-2193.63	
uce-3416	-1619.19	-1601.59	-1601.80	-1601.55	-1601.35	
uce-3417	-1761.53	-1773.10	-1772.13	-1774.55	-1775.75	
uce-3419	-1482.30	-1468.70	-1468.39	-1469.64	-1469.14	
uce-342	-1147.54	-1152.58	-1152.72	-1152.67	-1152.75	
uce-3421	-1262.56	-1267.49	-1269.22	-1266.50	-1268.13	
uce-3422	-1443.88	-1502.54	-1502.82	-1502.18	-1503.11	
uce-3423	-1788.62	-1783.93	-1783.24	-1784.78	-1784.66	
uce-3425	-1380.16	-1372.60	-1373.15	-1371.96	-1373.74	
uce-3426	-1371.26	-1357.95	-1358.96	-1357.08	-1359.68	
uce-3427	-945.37	-944.95	-944.66	-949.37	-944.51	
uce-3429	-1410.62	-1394.50	-1398.71	-1396.81	-1393.06	
uce-343	-1257.26	-1251.66	-1251.29	-1251.62	-1251.29	
