Locus	Sclero	ToxPoly	ToxAngIg	ToxSnAng	ToxSnIg
uce-2510	-3978.8830	-3974.1104	-3974.1104	-3974.1280	-3974.1280	
uce-2511	-6617.7470	-6610.1841	-6610.3628	-6610.1842	-6610.3630	
uce-2512	-3729.7673	-3727.2359	-3727.2355	-3732.2164	-3731.5442	
uce-2514	-1462.9370	-1470.9729	-1470.9735	-1470.9728	-1470.9728	
uce-2515	-3310.3601	-3298.7709	-3302.0694	-3298.7712	-3302.0021	
uce-2516	-4110.6185	-4106.1017	-4106.1035	-4106.1032	-4106.1019	
uce-2517	-6474.5216	-6469.9311	-6469.9315	-6470.6459	-6470.2546	
uce-252	-2855.8633	-2861.3421	-2864.4448	-2861.3428	-2864.4452	
uce-2521	-4830.1131	-4828.8696	-4828.8691	-4829.1834	-4830.8055	
uce-2522	-7299.6535	-7281.7822	-7283.3060	-7281.7813	-7283.5917	
uce-2525	-1705.3307	-1708.2396	-1708.2394	-1708.2396	-1708.2398	
uce-2526	-4922.4029	-4923.6014	-4923.6009	-4923.6006	-4923.6013	
uce-2529	-5722.4765	-5718.7398	-5718.7399	-5718.7399	-5718.7408	
uce-253	-3404.9028	-3403.1179	-3403.1186	-3403.1192	-3403.1178	
uce-2533	-3217.9036	-3216.2438	-3218.1848	-3216.2440	-3218.1850	
uce-2534	-4497.3367	-4488.8676	-4488.8680	-4488.8678	-4488.8676	
uce-2537	-4913.6418	-4909.5700	-4909.8616	-4909.5720	-4909.5695	
uce-2538	-1236.7216	-1232.8444	-1232.8449	-1232.8454	-1232.8445	
uce-2539	-5654.3695	-5646.0881	-5646.8749	-5646.0887	-5646.9997	
uce-254	-5468.6839	-5468.0360	-5468.0354	-5469.4484	-5469.9797	
uce-2540	-3944.4198	-3939.7486	-3939.7489	-3940.1637	-3940.1636	
uce-2541	-2230.1391	-2231.1984	-2231.1984	-2231.1985	-2231.1985	
uce-2544	-2193.2084	-2194.2758	-2196.8623	-2196.6670	-2194.2761	
uce-2545	-5563.3991	-5565.1679	-5565.9211	-5565.9216	-5565.1676	
uce-2546	-3559.8618	-3556.6833	-3559.5456	-3556.6822	-3559.2118	
uce-255	-4911.2349	-4908.4897	-4909.9641	-4909.9660	-4908.4907	
uce-2550	-5251.7554	-5253.5896	-5258.5312	-5253.5887	-5258.5309	
uce-2551	-3806.5756	-3807.6280	-3810.2068	-3807.6280	-3809.8981	
uce-2552	-2750.9629	-2753.2068	-2753.2067	-2753.2065	-2753.2069	
uce-2553	-3949.2296	-3942.9681	-3944.7262	-3944.5835	-3942.9675	
uce-2558	-6162.8667	-6161.1171	-6162.2366	-6164.0598	-6161.1173	
uce-2559	-6179.6003	-6188.4897	-6188.4898	-6188.5879	-6188.5876	
uce-256	-3967.3717	-3962.4699	-3965.6864	-3965.6864	-3962.4707	
uce-2560	-2719.0012	-2719.1679	-2719.4813	-2719.1679	-2719.4813	
uce-2561	-3307.9226	-3301.8312	-3301.8308	-3302.7147	-3302.6268	
uce-2563	-1892.5097	-1896.1154	-1896.1164	-1896.1167	-1896.1156	
uce-2564	-5801.5045	-5798.5103	-5800.1523	-5798.5097	-5799.4048	
uce-2565	-2677.5467	-2675.9251	-2675.9251	-2675.9252	-2675.9249	
uce-2566	-2925.4721	-2922.7908	-2924.4646	-2922.7909	-2924.4648	
uce-2569	-2787.6578	-2785.3918	-2788.4104	-2785.3917	-2788.4104	
uce-257	-5553.2247	-5535.4243	-5535.4239	-5535.4245	-5535.4248	
uce-2572	-3046.1602	-3037.6957	-3037.6959	-3039.5962	-3040.1256	
uce-2573	-3319.6437	-3319.0620	-3319.0620	-3319.4906	-3319.4904	
uce-2574	-4403.4215	-4394.9474	-4394.9735	-4394.9737	-4394.9461	
uce-2575	-4635.0445	-4627.0873	-4627.0871	-4627.6658	-4627.6538	
uce-2576	-7260.2753	-7257.2682	-7258.6769	-7257.2683	-7258.6766	
uce-2577	-3424.8805	-3413.8767	-3414.1399	-3414.1401	-3413.8765	
uce-2579	-2821.6903	-2824.2043	-2824.9859	-2824.2042	-2824.9865	
uce-258	-5736.4375	-5731.2271	-5731.2238	-5732.9114	-5732.9116	
uce-2582	-3799.9850	-3798.2569	-3798.2571	-3798.2573	-3798.2571	
uce-2585	-3899.8459	-3894.4349	-3894.4341	-3894.4352	-3894.4361	
uce-2586	-5290.7880	-5285.8422	-5285.8423	-5286.4453	-5286.4440	
uce-2587	-2136.1470	-2136.6580	-2136.6582	-2136.6583	-2136.6580	
uce-2589	-2988.6369	-2983.9229	-2983.9228	-2984.0275	-2984.0284	
uce-2591	-4114.7432	-4105.3366	-4105.3368	-4111.6914	-4111.8486	
uce-2592	-5017.0725	-5013.4493	-5013.8143	-5013.4485	-5013.8312	
uce-2594	-1317.3700	-1312.1652	-1313.8406	-1313.8405	-1312.1648	
uce-2595	-3774.9650	-3775.7140	-3777.6210	-3775.7139	-3777.6206	
uce-2596	-2173.8107	-2174.1520	-2174.8652	-2174.1517	-2174.8654	
uce-2598	-5142.3509	-5136.4201	-5136.4209	-5137.9006	-5137.9018	
uce-2599	-3025.0010	-3018.5876	-3018.5880	-3019.5459	-3018.7496	
uce-260	-4786.1593	-4768.9445	-4768.9457	-4769.4069	-4769.4074	
uce-2600	-3934.9434	-3931.9852	-3931.9856	-3931.9861	-3931.9861	
uce-2605	-3756.8346	-3758.8563	-3758.8840	-3758.8561	-3758.8848	
uce-2609	-2708.7898	-2713.3084	-2713.9607	-2713.3084	-2713.9609	
uce-261	-4384.8171	-4382.0467	-4382.0462	-4382.0470	-4382.0463	
uce-2611	-5899.7192	-5889.5358	-5889.5361	-5891.7070	-5891.7066	
uce-2612	-5678.6434	-5674.4863	-5675.0605	-5675.0595	-5674.4863	
uce-2613	-3007.9882	-3010.1956	-3010.1960	-3010.1960	-3010.1957	
uce-2614	-3528.0163	-3522.1938	-3523.7214	-3523.7211	-3522.1940	
uce-2616	-5952.2494	-5941.5912	-5941.5913	-5943.2744	-5943.3535	
uce-2618	-4524.8327	-4532.6649	-4532.6652	-4532.6663	-4532.6650	
uce-2619	-5696.7324	-5695.3368	-5700.7343	-5695.3369	-5700.7840	
uce-2620	-2298.4097	-2293.6839	-2293.6841	-2293.6845	-2293.6836	
uce-2621	-4679.7128	-4676.1060	-4676.6928	-4676.6941	-4676.1058	
uce-2623	-4713.2388	-4707.1204	-4708.3098	-4707.2912	-4707.1251	
uce-2625	-5109.5335	-5104.8914	-5106.2312	-5104.8903	-5106.9011	
uce-2628	-3196.6629	-3190.3711	-3191.6388	-3190.3727	-3191.6389	
uce-263	-2962.5225	-2960.4051	-2960.4048	-2960.4060	-2960.4046	
uce-2637	-3646.8686	-3642.1071	-3642.3394	-3642.3390	-3642.1061	
uce-2638	-6090.4279	-6082.7277	-6082.7282	-6082.7284	-6082.7291	
uce-2639	-3295.3350	-3298.8081	-3300.0502	-3298.8081	-3300.0493	
uce-264	-3027.6887	-3027.0535	-3027.0528	-3027.0539	-3027.0536	
uce-2642	-2619.2952	-2618.0203	-2618.0206	-2618.8927	-2618.8209	
uce-2645	-4766.0837	-4764.6481	-4765.8845	-4764.6481	-4765.8843	
uce-2646	-5897.8294	-5898.5096	-5898.5095	-5898.5112	-5898.5101	
uce-2647	-4673.9813	-4675.7401	-4676.3545	-4675.7401	-4676.3550	
uce-2648	-5025.2712	-5019.8200	-5019.8200	-5019.8220	-5019.8209	
uce-2651	-3764.2328	-3762.6459	-3762.6454	-3762.6452	-3762.6451	
uce-2655	-2003.4970	-2004.3598	-2004.8630	-2004.8631	-2004.3597	
uce-2656	-3960.4523	-3958.9199	-3958.9205	-3960.3780	-3960.3796	
uce-2657	-1428.7795	-1425.4327	-1425.4330	-1425.4332	-1425.4331	
uce-2658	-4264.3616	-4260.4849	-4264.8971	-4264.8986	-4260.4841	
uce-266	-6191.0981	-6180.8001	-6180.8776	-6180.8784	-6180.8000	
uce-2662	-3275.2161	-3267.0511	-3267.0518	-3268.4895	-3268.4896	
uce-2665	-3496.0791	-3491.6510	-3491.6519	-3491.6510	-3491.6528	
uce-2667	-3541.4430	-3541.4510	-3543.1462	-3541.4506	-3542.8608	
uce-2668	-6014.6468	-6006.6864	-6007.5462	-6007.4113	-6006.6853	
uce-2670	-2675.2077	-2666.7913	-2666.7918	-2666.7912	-2666.7916	
uce-2671	-3194.4093	-3189.6817	-3189.6824	-3189.6823	-3189.6819	
uce-2674	-2816.4044	-2818.8875	-2820.1056	-2818.8878	-2820.1062	
uce-2676	-5120.5165	-5117.2812	-5117.7553	-5117.2800	-5117.7215	
uce-2677	-3705.0902	-3700.8276	-3701.5352	-3700.8258	-3701.5354	
uce-2678	-4344.3862	-4337.0902	-4337.7720	-4337.0893	-4337.7720	
uce-268	-5968.4354	-5963.4493	-5964.4466	-5964.5567	-5963.4496	
uce-2680	-2662.2359	-2662.9224	-2663.0995	-2662.9232	-2663.0991	
uce-2681	-4614.5606	-4605.7233	-4605.7239	-4607.7205	-4607.6718	
uce-2682	-5326.5039	-5326.8721	-5328.5524	-5328.5532	-5326.8718	
uce-2684	-3292.4996	-3275.8785	-3276.9449	-3276.3464	-3275.8785	
uce-2687	-4685.7078	-4686.2580	-4686.2581	-4686.2586	-4686.2583	
uce-2688	-2953.0942	-2946.2090	-2946.2093	-2946.2097	-2946.2094	
uce-2689	-1770.8432	-1771.2240	-1771.2242	-1771.2241	-1771.2245	
uce-269	-4837.4121	-4829.4689	-4829.6507	-4829.6511	-4829.4684	
uce-2690	-5174.4554	-5153.7342	-5153.7347	-5153.7341	-5153.7353	
uce-2693	-4094.0871	-4078.6535	-4078.7783	-4078.6538	-4078.7783	
uce-2694	-4568.8073	-4546.7995	-4546.8001	-4548.6637	-4548.3462	
uce-2697	-4815.6437	-4810.1833	-4810.3124	-4810.1834	-4810.3121	
uce-2698	-1573.3873	-1570.1847	-1570.1866	-1570.9739	-1570.1846	
uce-2699	-6160.8888	-6159.0721	-6159.7887	-6159.8093	-6159.0725	
uce-27	-4941.0537	-4939.4254	-4940.9075	-4939.4256	-4940.9502	
uce-2700	-6645.0789	-6647.7715	-6647.7717	-6649.3178	-6649.3164	
uce-2703	-3183.8771	-3184.1370	-3184.1372	-3184.1372	-3184.1373	
uce-2704	-6635.7182	-6632.5932	-6634.3026	-6634.3013	-6632.5937	
uce-2707	-4191.7953	-4179.3822	-4179.3822	-4179.3824	-4179.3820	
uce-2708	-1721.8597	-1723.9778	-1723.9771	-1723.9773	-1723.9765	
uce-2713	-5274.2066	-5264.8061	-5264.9311	-5266.4567	-5264.8061	
uce-2714	-5153.4813	-5149.4896	-5149.4909	-5149.4898	-5149.4901	
uce-2715	-2786.5958	-2786.6179	-2787.2184	-2787.0999	-2786.6179	
uce-2716	-5295.7263	-5286.6550	-5286.6504	-5286.8466	-5286.8461	
uce-2718	-4794.1653	-4789.7935	-4791.1850	-4789.7937	-4790.2830	
uce-2719	-4251.4538	-4238.8415	-4240.9908	-4238.8409	-4240.9912	
uce-2728	-3715.5300	-3710.4312	-3711.0094	-3710.4308	-3711.0098	
uce-2729	-4950.7236	-4948.3153	-4948.4988	-4948.5926	-4948.3147	
uce-273	-6377.1406	-6365.1708	-6365.1705	-6365.1799	-6365.1800	
uce-2731	-3916.0216	-3913.2923	-3913.2926	-3913.2922	-3913.2931	
uce-2732	-6714.6386	-6712.3225	-6713.2236	-6713.3115	-6712.3211	
uce-2733	-4546.5147	-4549.2279	-4549.2287	-4549.2283	-4549.2282	
uce-2734	-3828.8979	-3823.8232	-3823.8232	-3828.8197	-3828.9495	
uce-2735	-5211.8731	-5210.0226	-5210.7455	-5210.0219	-5210.7460	
uce-2736	-3523.3607	-3522.5547	-3523.6330	-3523.4601	-3522.5552	
uce-2739	-3752.4669	-3752.8844	-3754.1206	-3752.8845	-3754.1202	
uce-274	-3838.4459	-3838.4471	-3838.4480	-3838.4468	-3838.4464	
uce-2740	-2222.6122	-2221.9769	-2223.5134	-2221.9789	-2223.5127	
uce-2742	-3832.0307	-3821.4744	-3821.4746	-3821.4738	-3821.4743	
uce-2745	-5478.5325	-5477.5437	-5477.5437	-5477.9751	-5479.0552	
uce-2746	-5992.1335	-5983.4536	-5990.0003	-5990.0011	-5983.4531	
uce-2748	-7159.7240	-7151.0427	-7151.0404	-7151.8565	-7151.5525	
uce-2752	-2066.4422	-2061.2395	-2062.0502	-2062.0502	-2061.2400	
uce-2753	-2540.8686	-2539.8793	-2539.8793	-2540.2678	-2540.2606	
uce-2754	-2643.3880	-2632.3277	-2632.3276	-2632.3279	-2632.3278	
uce-2755	-4085.3579	-4081.7530	-4081.7537	-4081.7529	-4081.7536	
uce-2757	-2870.7974	-2870.7509	-2876.6636	-2876.6634	-2870.7497	
uce-2758	-5364.4991	-5356.5664	-5356.9407	-5356.7078	-5356.5657	
uce-276	-6393.2228	-6389.2262	-6390.6256	-6390.6263	-6389.2259	
uce-2762	-4102.8433	-4107.7471	-4107.7478	-4107.7475	-4107.7474	
uce-2763	-3104.4142	-3130.9691	-3132.8882	-3133.7136	-3130.9688	
uce-2765	-6865.8001	-6861.7925	-6863.3310	-6863.4663	-6861.7921	
uce-2766	-2928.0971	-2919.5502	-2919.5713	-2919.5705	-2919.5504	
uce-2767	-4091.4009	-4089.1839	-4089.1863	-4089.1833	-4089.1864	
uce-2768	-3358.1609	-3361.6224	-3362.8666	-3361.6222	-3362.7829	
uce-2769	-4720.9828	-4705.0812	-4705.1362	-4705.0813	-4705.1362	
uce-277	-4068.1561	-4067.5970	-4067.5968	-4067.9272	-4067.9271	
uce-2770	-2494.7637	-2493.6566	-2493.6565	-2494.8338	-2494.8350	
uce-2771	-5412.5520	-5402.1412	-5402.1418	-5402.1420	-5402.1422	
uce-2772	-3623.4776	-3614.6278	-3615.0055	-3615.0060	-3614.6277	
uce-2773	-5411.8526	-5398.9370	-5398.9378	-5401.2815	-5401.2814	
uce-2774	-4217.8976	-4220.7500	-4220.7500	-4222.3301	-4222.3294	
uce-2775	-6971.1276	-6964.7416	-6964.9401	-6964.7398	-6964.9392	
uce-2777	-3490.3138	-3483.7540	-3483.7537	-3483.7538	-3483.7540	
uce-2778	-3826.3151	-3819.5308	-3820.6232	-3820.6226	-3819.5304	
uce-278	-2154.0823	-2147.6352	-2147.6349	-2147.6358	-2147.6356	
uce-2780	-5258.0132	-5251.1002	-5251.1007	-5252.2796	-5252.7548	
uce-2781	-5812.6493	-5813.6133	-5813.6133	-5813.6139	-5813.6139	
uce-2782	-3924.9618	-3914.6398	-3915.9499	-3915.9488	-3914.6396	
uce-2784	-3170.6341	-3165.7155	-3165.8536	-3165.9100	-3165.7152	
uce-2785	-4304.4884	-4308.0131	-4308.9130	-4308.0131	-4308.9134	
uce-2788	-6123.9011	-6128.9954	-6130.3677	-6128.9951	-6129.2145	
uce-2789	-3202.9352	-3197.6934	-3197.7357	-3197.6931	-3197.7351	
uce-279	-3415.6975	-3403.6412	-3405.5175	-3403.6408	-3405.5170	
uce-2790	-3122.7972	-3109.1362	-3110.0064	-3110.0069	-3109.1363	
uce-2794	-4439.1695	-4431.6310	-4431.6311	-4431.6312	-4431.6308	
uce-2795	-3816.7055	-3813.6723	-3814.4074	-3814.4072	-3813.6722	
uce-2796	-5157.3697	-5152.5937	-5152.5942	-5152.5942	-5152.5940	
uce-2797	-2288.2003	-2288.1270	-2289.4381	-2289.4375	-2288.1263	
uce-280	-3824.8908	-3823.6445	-3826.6785	-3825.9055	-3823.6449	
uce-2800	-4675.4689	-4675.4688	-4675.4692	-4675.4687	-4675.4693	
uce-2801	-3323.1443	-3310.4548	-3312.2045	-3312.2060	-3310.4552	
uce-2802	-3894.0433	-3887.7147	-3888.2477	-3887.7147	-3888.2477	
uce-2803	-5950.1001	-5936.3724	-5937.5139	-5937.5148	-5936.3724	
uce-2809	-5334.3560	-5332.4778	-5333.8715	-5332.4778	-5333.8698	
uce-2810	-4930.0681	-4932.5982	-4934.3049	-4934.3046	-4932.5985	
uce-2811	-4051.4395	-4043.6054	-4045.3280	-4043.6058	-4045.3279	
uce-2812	-4668.3020	-4663.8291	-4663.8291	-4663.8283	-4663.8293	
uce-2814	-3677.8078	-3673.6601	-3673.6600	-3674.4144	-3674.4144	
uce-2816	-5599.1673	-5598.3102	-5599.1050	-5598.3089	-5599.1652	
uce-2817	-3192.4034	-3192.0455	-3192.6236	-3192.6236	-3192.0451	
uce-2818	-7931.3693	-7925.5042	-7926.8827	-7926.1394	-7925.5039	
uce-2821	-2715.8022	-2705.9799	-2706.9709	-2705.9799	-2706.9709	
uce-2823	-2238.7553	-2237.5480	-2237.5486	-2237.5484	-2237.5485	
uce-2825	-3112.3640	-3103.6701	-3103.6703	-3103.6706	-3103.6701	
uce-2827	-1568.7931	-1567.0015	-1567.0015	-1567.0016	-1567.0018	
uce-2828	-5256.1360	-5244.3824	-5244.3808	-5244.3808	-5244.3810	
uce-2831	-3914.1393	-3913.2243	-3913.9452	-3913.2254	-3913.9452	
uce-2833	-6623.4613	-6620.0200	-6622.0008	-6620.0197	-6621.9984	
uce-2834	-2961.4755	-2958.8626	-2958.8658	-2958.9350	-2958.9344	
uce-2835	-3542.8160	-3544.3111	-3545.8963	-3544.3119	-3545.8962	
uce-2837	-4440.6248	-4439.1244	-4440.3208	-4439.1245	-4440.3192	
uce-2839	-1504.2167	-1503.4351	-1504.0623	-1503.4354	-1504.8998	
uce-2840	-2893.4977	-2897.1617	-2897.8093	-2897.8095	-2897.1618	
uce-2841	-3637.7205	-3634.4503	-3634.7016	-3634.4510	-3635.0240	
uce-2842	-6010.8800	-6001.0886	-6001.0895	-6001.0890	-6001.0897	
uce-2843	-3280.1595	-3280.0136	-3280.0139	-3280.0143	-3280.0138	
uce-2844	-4642.7783	-4635.4841	-4635.4848	-4636.9545	-4635.8182	
uce-2846	-2463.3128	-2459.4694	-2459.4702	-2459.4692	-2459.4699	
uce-2847	-4530.8813	-4509.2513	-4509.2513	-4512.9548	-4513.1554	
uce-2848	-2461.5272	-2458.2992	-2458.7689	-2458.2991	-2458.7689	
uce-2849	-4448.4153	-4431.2191	-4432.0629	-4432.0638	-4431.2186	
uce-285	-3387.7817	-3383.5192	-3383.5193	-3383.5193	-3383.5194	
uce-2851	-3115.9350	-3108.5890	-3109.9349	-3109.4036	-3108.5891	
uce-2853	-5108.3610	-5094.8890	-5094.9253	-5094.8890	-5094.9258	
uce-2856	-6888.1759	-6885.3026	-6885.3029	-6886.3213	-6886.3313	
uce-2857	-7460.7605	-7440.6349	-7444.1902	-7440.6332	-7444.1889	
uce-2858	-6591.3763	-6589.6056	-6589.6056	-6589.8000	-6589.8837	
uce-286	-2068.7000	-2069.0647	-2069.0644	-2069.0649	-2069.0637	
uce-2860	-3742.0727	-3742.9786	-3743.8338	-3742.9788	-3743.8340	
uce-2861	-4048.1539	-4039.0288	-4039.0283	-4040.7664	-4040.5540	
uce-2864	-6868.6105	-6863.1813	-6863.1813	-6865.7569	-6865.7300	
uce-2865	-3855.4686	-3848.8351	-3850.6829	-3848.8357	-3850.0796	
uce-2866	-3560.4760	-3554.8090	-3554.8059	-3554.8094	-3554.8381	
uce-2868	-4938.1778	-4928.3419	-4928.3424	-4929.2848	-4929.6215	
uce-2869	-2718.7405	-2720.7408	-2720.7412	-2720.7417	-2720.7412	
uce-287	-5712.1939	-5718.7086	-5718.7073	-5721.3472	-5721.3467	
uce-2870	-1963.0195	-1966.0149	-1966.0304	-1966.0303	-1966.0148	
uce-2874	-5025.8250	-5017.9290	-5018.3153	-5018.3160	-5017.9281	
uce-2875	-4674.7672	-4670.6382	-4670.6398	-4670.6390	-4670.6402	
uce-2877	-3627.3458	-3636.4388	-3636.4417	-3636.4396	-3636.4411	
uce-2878	-4169.5648	-4153.9392	-4153.9386	-4155.9579	-4157.3846	
uce-2879	-5570.6591	-5557.5000	-5557.8300	-5557.8292	-5557.5017	
uce-288	-4274.3251	-4257.0022	-4257.0012	-4257.5632	-4257.5616	
uce-2886	-3723.5803	-3727.6444	-3727.6451	-3727.6455	-3727.6447	
uce-2887	-3999.5551	-3994.4606	-3994.4616	-3994.4607	-3994.4608	
uce-2888	-4951.1192	-4952.8638	-4954.8780	-4954.8779	-4952.8640	
uce-2889	-4368.1020	-4370.3990	-4370.4353	-4370.3988	-4370.4358	
uce-2890	-5120.0397	-5115.9255	-5115.9736	-5115.9749	-5115.9256	
uce-2892	-4171.2935	-4161.2456	-4164.2872	-4163.4980	-4161.2459	
uce-2893	-3719.4164	-3727.1880	-3727.1886	-3727.1896	-3727.1884	
uce-2895	-4783.5086	-4786.4684	-4786.4684	-4786.4690	-4786.4688	
uce-2896	-7665.5125	-7654.2638	-7655.1680	-7655.7395	-7654.2638	
uce-2897	-6135.7038	-6124.3735	-6124.3752	-6125.1813	-6125.1798	
uce-2899	-4580.3707	-4562.3313	-4564.3654	-4565.0300	-4562.3317	
uce-29	-3941.8738	-3933.0188	-3934.0017	-3934.0015	-3933.0188	
uce-290	-3219.6731	-3220.4125	-3222.8697	-3222.8697	-3220.4120	
uce-2901	-6670.2959	-6653.2105	-6656.2950	-6656.4336	-6653.2094	
uce-2903	-4419.0517	-4417.5777	-4417.5782	-4417.5780	-4417.5770	
uce-2905	-3951.1823	-3943.7369	-3943.7376	-3944.3477	-3944.3477	
uce-2907	-4011.2559	-4007.6222	-4007.6651	-4007.6627	-4007.6221	
uce-2908	-4524.3058	-4520.7559	-4521.3803	-4520.7563	-4521.3802	
uce-2909	-3291.9919	-3264.0891	-3264.0889	-3264.2933	-3264.2933	
uce-291	-4654.2578	-4651.6335	-4651.6343	-4653.5100	-4653.5101	
uce-2910	-3041.6621	-3041.6664	-3041.6663	-3041.6671	-3041.6667	
uce-2911	-3532.5044	-3526.7283	-3526.7286	-3526.7294	-3526.7280	
uce-2915	-4587.9339	-4570.7397	-4575.7388	-4575.7399	-4570.7417	
uce-2917	-4822.7024	-4803.7526	-4803.7529	-4803.7534	-4803.7523	
uce-292	-2897.5486	-2889.9134	-2889.9143	-2889.9147	-2889.9138	
uce-2920	-3085.0063	-3083.4432	-3083.4432	-3084.9701	-3084.9701	
uce-2921	-3088.3719	-3093.4727	-3093.6246	-3093.4730	-3093.6248	
uce-2922	-4157.6462	-4150.6326	-4150.6326	-4152.1174	-4152.1170	
uce-2923	-3609.0652	-3610.9813	-3614.7118	-3615.1721	-3610.9812	
uce-2924	-3376.9866	-3369.7842	-3369.7846	-3369.7849	-3369.7850	
uce-2925	-3780.4376	-3779.2025	-3779.2049	-3779.2045	-3779.2064	
uce-2926	-5278.9119	-5278.6132	-5278.6130	-5278.6893	-5278.6899	
uce-2927	-4050.3746	-4041.9986	-4041.9991	-4045.5499	-4045.5498	
uce-2928	-3822.5112	-3825.2355	-3826.7221	-3825.2356	-3826.7221	
uce-2930	-897.1973	-896.9456	-896.9457	-896.9457	-896.9457	
uce-2932	-3978.7322	-3966.8672	-3966.8658	-3970.7648	-3970.7650	
uce-2933	-2964.8761	-2970.9266	-2970.9267	-2971.3948	-2971.3947	
uce-2936	-2174.2604	-2171.7368	-2173.2019	-2171.7369	-2173.2016	
uce-2937	-4532.5798	-4531.5004	-4532.1124	-4532.1119	-4531.5004	
uce-2938	-2887.7996	-2879.5216	-2881.3758	-2881.3758	-2879.5215	
uce-2939	-2915.3032	-2914.6704	-2914.6715	-2914.6702	-2914.6717	
uce-294	-2905.0177	-2907.5004	-2907.5031	-2907.5018	-2907.5019	
uce-2940	-2615.6733	-2610.9229	-2614.2822	-2614.2816	-2610.9228	
uce-2941	-3891.6261	-3892.0889	-3892.0883	-3892.0892	-3892.0896	
uce-2943	-4911.8565	-4909.2006	-4909.2005	-4909.2092	-4909.2092	
uce-2952	-5390.4064	-5386.6934	-5389.9648	-5387.8553	-5386.6932	
uce-2953	-7110.7182	-7105.6960	-7106.2573	-7105.6960	-7106.4080	
uce-2954	-4663.1972	-4666.3904	-4669.9123	-4666.3912	-4669.9120	
uce-2955	-2594.7112	-2591.8096	-2592.5200	-2591.8094	-2592.5196	
uce-2958	-2576.5370	-2568.9922	-2568.9914	-2568.9916	-2568.9916	
uce-2959	-2892.8646	-2892.8221	-2892.8216	-2892.9100	-2892.9094	
uce-2962	-6362.5715	-6361.4936	-6361.6802	-6361.6800	-6361.4934	
uce-2963	-5666.5024	-5654.6566	-5654.6569	-5654.6579	-5654.6562	
uce-2964	-3033.3578	-3033.3629	-3033.3629	-3033.3629	-3033.3633	
uce-2965	-2618.0513	-2609.3941	-2609.3937	-2610.5724	-2610.5730	
uce-2966	-4268.8630	-4265.8954	-4266.2936	-4265.8960	-4266.2939	
uce-2968	-5426.0966	-5416.5882	-5416.5882	-5417.8319	-5417.5156	
uce-2969	-8158.6328	-8150.4030	-8150.4283	-8150.4274	-8150.4035	
uce-297	-4118.1604	-4110.8496	-4110.8504	-4110.8509	-4110.8501	
uce-2971	-1975.0193	-1974.9325	-1974.9327	-1974.9324	-1974.9325	
uce-2973	-5185.7082	-5171.0498	-5171.0493	-5171.0496	-5171.0505	
uce-2975	-3263.4809	-3264.5989	-3264.8779	-3264.8783	-3264.5994	
uce-2976	-3293.9948	-3291.1407	-3291.1407	-3292.1898	-3291.5593	
uce-2978	-4417.0466	-4414.3525	-4416.5291	-4414.3524	-4414.9192	
uce-298	-4259.1606	-4264.1538	-4264.1532	-4264.1535	-4264.1545	
uce-2980	-3811.0930	-3799.9024	-3802.2279	-3802.5346	-3799.9023	
uce-2981	-4592.4339	-4587.2876	-4587.2884	-4587.2877	-4587.2886	
uce-2982	-2111.6854	-2108.0330	-2108.0330	-2108.0335	-2108.0334	
uce-2987	-5241.5409	-5242.0441	-5242.6976	-5242.6978	-5242.0435	
uce-299	-5992.4070	-5982.5974	-5986.6693	-5982.5970	-5986.1658	
uce-2991	-5370.3532	-5369.6943	-5369.7728	-5369.7736	-5369.6946	
uce-2992	-5132.8233	-5136.0038	-5137.2939	-5138.4305	-5136.0036	
uce-2994	-1010.3830	-1008.4309	-1008.4311	-1008.4310	-1008.4311	
uce-2995	-3601.7900	-3594.2836	-3594.2838	-3595.3374	-3595.5676	
uce-2997	-3888.6628	-3893.0507	-3893.0509	-3893.0506	-3893.0505	
uce-2998	-3415.0240	-3399.1594	-3399.1591	-3400.4629	-3400.7884	
uce-2999	-4551.8576	-4539.2654	-4540.9178	-4540.9076	-4539.2663	
uce-3	-1882.2983	-1887.8710	-1887.8707	-1887.8710	-1887.8705	
uce-300	-5783.4180	-5784.4494	-5785.0677	-5784.4508	-5785.0673	
uce-3000	-3270.3486	-3270.4495	-3270.4496	-3271.4619	-3271.4619	
uce-3003	-5525.7095	-5528.4130	-5528.4128	-5529.9544	-5529.4536	
uce-3004	-4021.7006	-4018.5321	-4020.2166	-4018.5320	-4020.2171	
uce-3007	-2855.6910	-2855.3181	-2855.3180	-2855.3796	-2855.3598	
uce-3008	-3457.1656	-3449.8384	-3451.1297	-3451.1301	-3449.8368	
uce-3009	-2363.8780	-2352.6662	-2352.6661	-2360.5528	-2360.5528	
uce-301	-2768.7152	-2765.3926	-2765.3709	-2765.3957	-2765.3745	
uce-3010	-4547.4094	-4545.4845	-4545.7936	-4545.4846	-4545.7948	
uce-3011	-3274.6467	-3259.9924	-3259.9934	-3259.9934	-3259.9927	
uce-3013	-5015.1406	-5016.4871	-5017.8887	-5016.4877	-5017.8891	
uce-3014	-7264.1440	-7248.5881	-7252.2681	-7252.2688	-7248.5884	
uce-3016	-3447.9941	-3445.2925	-3445.2923	-3445.2921	-3445.2921	
uce-3018	-3523.6999	-3519.7309	-3520.3658	-3520.3635	-3519.7307	
uce-3020	-1472.4972	-1477.0847	-1477.7356	-1477.0845	-1477.7358	
uce-3024	-2897.4679	-2897.9530	-2899.6988	-2900.1843	-2897.9531	
