Locus	Sclero	ToxPoly	ToxAngIg	ToxSnAng	ToxSnIg
uce-2287	-4505.67	-4495.54	-4502.66	-4501.72	-4494.66	
uce-2288	-4035.16	-4026.22	-4026.98	-4025.42	-4028.29	
uce-2289	-2877.09	-2881.33	-2881.68	-2880.75	-2880.66	
uce-2291	-4725.92	-4715.55	-4715.52	-4719.35	-4718.25	
uce-2293	-1441.76	-1440.12	-1439.70	-1439.85	-1439.61	
uce-2294	-3864.65	-3863.17	-3861.22	-3861.85	-3861.24	
uce-2296	-6697.36	-6703.58	-6701.21	-6706.49	-6704.67	
uce-2297	-4120.50	-4106.66	-4105.48	-4107.79	-4108.08	
uce-2298	-8108.48	-8105.23	-8110.77	-8105.69	-8105.75	
uce-2299	-3973.87	-3980.82	-3980.63	-3980.39	-3981.08	
uce-23	-3999.32	-3988.12	-3988.74	-3991.23	-3988.06	
uce-230	-4982.26	-4958.59	-4958.48	-4960.73	-4962.10	
uce-2302	-4328.90	-4313.28	-4313.80	-4313.10	-4313.67	
uce-2303	-1845.26	-1842.15	-1841.89	-1842.79	-1842.24	
uce-2306	-3774.79	-3778.17	-3777.48	-3777.34	-3777.53	
uce-2308	-3449.09	-3444.99	-3445.99	-3443.16	-3445.91	
uce-2309	-4079.61	-4077.51	-4080.94	-4076.63	-4082.07	
uce-231	-6275.16	-6252.17	-6251.25	-6254.79	-6254.95	
uce-2310	-4128.26	-4129.92	-4131.18	-4131.71	-4127.86	
uce-2312	-4005.91	-4001.34	-4002.04	-4001.56	-4002.74	
uce-2313	-3937.86	-3923.42	-3921.92	-3926.13	-3926.24	
uce-2315	-3173.74	-3181.58	-3180.99	-3181.51	-3181.74	
uce-2319	-5803.88	-5800.18	-5802.15	-5798.22	-5801.19	
uce-232	-4807.18	-4787.37	-4789.69	-4791.75	-4786.08	
uce-2320	-3035.25	-3018.32	-3018.67	-3018.60	-3018.39	
uce-2321	-3001.35	-2984.50	-2983.18	-2987.00	-2984.68	
uce-2325	-2744.03	-2734.27	-2736.40	-2733.06	-2736.10	
uce-2326	-5396.42	-5394.52	-5395.56	-5398.18	-5394.57	
uce-2328	-2739.74	-2748.74	-2748.78	-2749.45	-2749.78	
uce-233	-3061.32	-3044.54	-3045.83	-3043.15	-3046.76	
uce-2331	-3601.29	-3587.80	-3587.66	-3588.30	-3587.68	
uce-2334	-4660.82	-4653.06	-4654.96	-4651.88	-4655.22	
uce-2335	-5548.04	-5546.62	-5547.20	-5545.62	-5546.86	
uce-2336	-3850.75	-3844.00	-3842.47	-3845.23	-3845.91	
uce-2338	-2518.87	-2514.03	-2514.99	-2515.63	-2513.14	
uce-234	-6261.33	-6253.72	-6252.93	-6255.22	-6255.25	
uce-2340	-3888.71	-3886.08	-3884.52	-3888.36	-3886.41	
uce-2341	-5906.37	-5900.95	-5901.39	-5899.98	-5902.51	
uce-2342	-4098.00	-4095.58	-4095.57	-4095.83	-4095.85	
uce-2344	-6044.90	-6035.90	-6042.81	-6035.95	-6039.02	
uce-2345	-4173.19	-4159.02	-4160.39	-4158.35	-4159.51	
uce-2346	-4534.80	-4500.44	-4503.54	-4503.83	-4500.67	
uce-2347	-3798.93	-3797.63	-3799.00	-3799.58	-3795.91	
uce-2349	-7284.22	-7268.06	-7266.83	-7269.53	-7268.47	
uce-235	-4841.90	-4838.15	-4842.12	-4836.83	-4839.45	
uce-2350	-4566.19	-4546.97	-4547.17	-4547.16	-4547.76	
uce-2352	-5276.18	-5271.23	-5272.23	-5272.46	-5270.44	
uce-2353	-7112.75	-7096.72	-7094.23	-7098.42	-7098.69	
uce-2356	-6003.22	-5978.01	-5978.74	-5979.83	-5977.64	
uce-2357	-5410.53	-5397.12	-5399.96	-5398.57	-5396.49	
uce-2358	-5102.72	-5100.23	-5104.81	-5099.15	-5099.74	
uce-2361	-3871.46	-3871.31	-3870.74	-3872.73	-3869.22	
uce-2365	-3949.31	-3939.88	-3945.22	-3944.73	-3938.60	
uce-2366	-6528.14	-6497.14	-6496.17	-6503.03	-6503.24	
uce-2367	-6424.22	-6423.51	-6423.91	-6428.07	-6423.68	
uce-2369	-4243.92	-4225.57	-4224.24	-4229.11	-4228.07	
uce-237	-2396.72	-2394.74	-2395.27	-2394.95	-2395.16	
uce-2370	-4341.69	-4342.12	-4349.28	-4347.90	-4340.09	
uce-2371	-2605.20	-2610.53	-2609.92	-2610.29	-2610.86	
uce-2372	-5087.89	-5083.43	-5082.76	-5082.94	-5082.88	
uce-2376	-4638.82	-4629.62	-4632.72	-4632.22	-4628.39	
uce-2377	-792.79	-799.23	-799.41	-799.24	-799.14	
uce-2378	-2560.06	-2556.02	-2555.92	-2556.02	-2556.84	
uce-2379	-4575.26	-4562.74	-4567.00	-4564.90	-4561.64	
uce-238	-3933.53	-3934.03	-3935.83	-3936.47	-3932.28	
uce-2380	-4167.08	-4161.72	-4165.96	-4162.82	-4161.27	
uce-2383	-2892.61	-2888.94	-2891.01	-2891.61	-2888.04	
uce-2384	-4341.02	-4337.17	-4339.59	-4336.47	-4339.31	
uce-2385	-5697.41	-5687.43	-5689.91	-5686.45	-5685.21	
uce-2386	-3118.71	-3108.40	-3114.38	-3107.09	-3110.85	
uce-2387	-6712.44	-6703.41	-6702.54	-6703.77	-6703.65	
uce-2388	-4659.00	-4644.11	-4646.33	-4646.97	-4643.06	
uce-2389	-2723.48	-2723.61	-2723.16	-2724.16	-2723.61	
uce-239	-4363.21	-4346.55	-4346.91	-4347.04	-4346.55	
uce-2392	-5878.70	-5866.65	-5866.35	-5866.27	-5867.12	
uce-2393	-6138.48	-6115.59	-6115.22	-6113.45	-6116.45	
uce-2395	-4670.08	-4659.67	-4661.70	-4662.43	-4657.86	
uce-2396	-6772.01	-6738.66	-6738.64	-6739.27	-6737.82	
uce-2397	-7134.27	-7120.55	-7121.94	-7121.33	-7119.79	
uce-2399	-3429.00	-3418.67	-3422.19	-3418.29	-3420.61	
uce-24	-5490.15	-5491.15	-5489.95	-5492.72	-5498.87	
uce-240	-1710.25	-1709.70	-1714.09	-1714.77	-1708.88	
uce-2400	-7963.47	-7962.01	-7967.08	-7959.93	-7963.55	
uce-2404	-5886.21	-5881.92	-5886.79	-5883.54	-5880.25	
uce-2406	-5642.74	-5630.03	-5630.70	-5629.46	-5630.49	
uce-2407	-2173.28	-2172.64	-2171.82	-2173.17	-2173.37	
uce-2409	-5550.27	-5543.74	-5546.13	-5544.89	-5542.45	
uce-241	-3521.26	-3502.90	-3503.92	-3503.89	-3502.59	
uce-2414	-5163.88	-5160.87	-5161.08	-5160.69	-5161.39	
uce-2415	-5890.40	-5887.15	-5887.61	-5888.76	-5887.37	
uce-2416	-4398.26	-4418.99	-4419.32	-4418.85	-4418.80	
uce-2417	-5912.04	-5900.82	-5901.63	-5899.63	-5899.29	
uce-2418	-5353.62	-5341.61	-5343.83	-5343.80	-5340.51	
uce-2419	-2687.27	-2687.07	-2688.46	-2686.56	-2687.90	
uce-242	-4374.03	-4371.58	-4373.69	-4374.98	-4370.84	
uce-2421	-6879.61	-6857.34	-6856.37	-6853.69	-6857.67	
uce-2422	-9276.35	-9266.36	-9266.60	-9265.92	-9270.40	
uce-2423	-4652.12	-4644.85	-4651.15	-4647.98	-4642.76	
uce-2427	-6692.62	-6694.23	-6696.02	-6695.91	-6692.92	
uce-243	-3782.18	-3751.18	-3759.78	-3759.19	-3751.44	
uce-2431	-6439.99	-6435.72	-6433.97	-6439.56	-6438.46	
uce-2432	-5246.10	-5234.85	-5233.73	-5233.87	-5236.67	
uce-2433	-3818.83	-3797.16	-3796.95	-3796.20	-3797.23	
uce-2435	-7503.12	-7504.78	-7504.57	-7506.09	-7504.52	
uce-2437	-4030.89	-4008.50	-4011.16	-4011.98	-4007.82	
uce-2438	-3923.27	-3903.50	-3901.95	-3909.42	-3908.25	
uce-2439	-3858.96	-3866.53	-3866.01	-3866.78	-3866.32	
uce-2441	-5013.67	-4993.65	-4996.76	-4993.57	-4992.40	
uce-2442	-4518.46	-4508.14	-4508.43	-4509.16	-4508.91	
uce-2444	-6728.32	-6699.10	-6701.02	-6697.63	-6700.60	
uce-2445	-2474.27	-2464.79	-2467.98	-2467.50	-2464.48	
uce-2446	-8694.94	-8692.11	-8690.47	-8695.37	-8692.00	
uce-2447	-3921.00	-3908.28	-3909.53	-3906.64	-3910.94	
uce-2448	-1823.94	-1820.64	-1820.72	-1818.46	-1822.34	
uce-245	-4178.68	-4160.00	-4160.22	-4160.37	-4158.89	
uce-2450	-5074.12	-5071.95	-5071.80	-5078.64	-5079.27	
uce-2451	-4663.60	-4656.16	-4655.92	-4657.29	-4657.11	
uce-2452	-3796.78	-3773.05	-3776.83	-3772.03	-3772.65	
uce-2453	-6008.89	-6005.83	-6008.89	-6004.22	-6008.47	
uce-2454	-3228.94	-3236.43	-3239.90	-3239.07	-3234.79	
uce-2455	-4538.39	-4528.03	-4528.06	-4527.76	-4528.28	
uce-2456	-5559.68	-5549.37	-5554.77	-5551.84	-5548.81	
uce-2457	-5247.18	-5243.34	-5245.18	-5242.58	-5243.23	
uce-2459	-2286.28	-2289.40	-2289.64	-2289.90	-2289.89	
uce-246	-4800.24	-4790.92	-4793.13	-4790.74	-4791.84	
uce-2461	-5757.36	-5739.30	-5737.17	-5745.29	-5746.37	
uce-2462	-5958.52	-5948.13	-5947.54	-5947.57	-5945.83	
uce-2464	-5900.95	-5905.35	-5903.09	-5910.30	-5910.95	
uce-2465	-5613.36	-5615.35	-5613.35	-5617.20	-5619.76	
uce-2466	-4691.68	-4682.31	-4683.11	-4681.55	-4681.97	
uce-2468	-5534.36	-5522.17	-5528.38	-5521.55	-5531.88	
uce-2469	-4726.97	-4725.40	-4726.05	-4725.73	-4724.09	
uce-2471	-6501.89	-6503.08	-6506.12	-6503.34	-6504.98	
uce-2472	-5586.07	-5562.55	-5558.56	-5561.66	-5560.64	
uce-2474	-2944.93	-2945.64	-2945.60	-2947.33	-2946.03	
uce-2475	-6932.06	-6928.95	-6928.89	-6929.63	-6929.75	
uce-2476	-6272.87	-6260.15	-6259.86	-6261.67	-6261.25	
uce-2478	-4609.71	-4619.65	-4618.75	-4619.65	-4618.71	
uce-248	-5331.90	-5318.92	-5318.53	-5319.05	-5318.07	
uce-2480	-7316.41	-7301.03	-7303.19	-7304.75	-7300.91	
uce-2482	-3079.56	-3064.84	-3067.20	-3066.80	-3063.06	
uce-2485	-6136.08	-6119.79	-6118.87	-6119.37	-6122.11	
uce-2486	-6991.81	-6956.80	-6956.64	-6956.97	-6955.77	
uce-2487	-6545.38	-6541.83	-6541.21	-6541.11	-6541.46	
uce-2488	-4232.22	-4240.10	-4239.27	-4240.62	-4240.15	
uce-2489	-4238.33	-4237.31	-4237.02	-4237.54	-4236.93	
uce-249	-3207.92	-3205.34	-3205.14	-3205.46	-3205.28	
uce-2498	-4242.62	-4226.88	-4226.44	-4227.23	-4226.36	
uce-25	-3519.32	-3501.05	-3501.33	-3501.82	-3501.70	
uce-2502	-3961.83	-3953.88	-3953.69	-3956.35	-3956.31	
uce-2503	-4374.16	-4362.45	-4365.71	-4364.11	-4359.93	
uce-2504	-3961.56	-3949.23	-3948.80	-3949.73	-3949.73	
uce-2505	-5542.15	-5537.90	-5539.36	-5538.14	-5536.09	
uce-2506	-4061.85	-4054.50	-4063.63	-4062.80	-4053.77	
uce-2507	-5296.83	-5298.75	-5300.97	-5298.54	-5300.83	
uce-2508	-4923.69	-4924.01	-4924.86	-4923.48	-4923.92	
uce-2509	-3961.50	-3941.53	-3942.28	-3943.97	-3940.71	
uce-251	-4152.74	-4149.06	-4147.80	-4151.37	-4149.83	
uce-2510	-4623.26	-4618.02	-4617.80	-4619.33	-4619.09	
uce-2511	-7370.97	-7354.96	-7356.49	-7355.05	-7356.38	
uce-2512	-4148.54	-4145.37	-4144.64	-4150.77	-4150.85	
uce-2514	-1710.51	-1715.80	-1715.58	-1715.56	-1715.51	
uce-2515	-3768.24	-3750.21	-3751.70	-3749.00	-3750.97	
uce-2516	-4630.38	-4618.72	-4620.20	-4619.09	-4619.25	
uce-2517	-6994.17	-6987.03	-6986.39	-6989.28	-6987.48	
uce-252	-3304.35	-3313.56	-3315.56	-3311.36	-3316.96	
uce-2521	-5586.47	-5583.16	-5582.82	-5584.22	-5588.18	
uce-2522	-8366.50	-8339.41	-8338.41	-8337.85	-8341.62	
uce-2525	-1895.81	-1900.71	-1900.53	-1900.92	-1901.12	
uce-2526	-5684.75	-5688.43	-5689.30	-5688.66	-5689.02	
uce-2529	-6452.96	-6448.59	-6449.61	-6447.06	-6449.49	
uce-253	-4055.11	-4049.15	-4051.72	-4050.74	-4047.86	
uce-2533	-3969.42	-3963.11	-3966.07	-3962.34	-3963.30	
uce-2534	-5068.03	-5054.49	-5056.65	-5056.13	-5054.76	
uce-2537	-5562.30	-5551.03	-5553.52	-5551.15	-5550.34	
uce-2538	-1458.28	-1450.91	-1450.49	-1450.86	-1449.86	
uce-2539	-6296.54	-6282.14	-6280.01	-6283.26	-6285.59	
uce-254	-6057.76	-6054.96	-6055.75	-6054.87	-6057.85	
uce-2540	-4403.96	-4395.21	-4395.21	-4395.74	-4394.87	
uce-2541	-2545.77	-2541.97	-2542.55	-2542.81	-2541.52	
uce-2544	-2564.65	-2567.54	-2572.62	-2569.78	-2566.39	
uce-2545	-6222.01	-6215.33	-6217.86	-6217.96	-6212.47	
uce-2546	-3981.33	-3977.87	-3980.87	-3976.71	-3978.74	
uce-255	-5483.38	-5474.74	-5477.15	-5477.93	-5473.66	
uce-2550	-5828.20	-5827.64	-5833.67	-5826.45	-5834.59	
uce-2551	-4227.99	-4230.70	-4234.34	-4229.55	-4232.40	
uce-2552	-3128.09	-3129.24	-3128.82	-3129.33	-3131.55	
uce-2553	-4519.90	-4506.19	-4507.53	-4508.15	-4507.81	
uce-2558	-6816.37	-6817.40	-6815.49	-6820.73	-6817.44	
uce-2559	-6869.64	-6880.75	-6880.53	-6882.80	-6882.63	
uce-256	-4474.78	-4462.55	-4466.54	-4466.96	-4461.74	
uce-2560	-3197.53	-3189.53	-3190.72	-3188.81	-3189.00	
uce-2561	-3770.76	-3764.34	-3762.94	-3765.15	-3764.91	
uce-2563	-2187.44	-2192.12	-2192.11	-2192.00	-2192.08	
uce-2564	-6572.27	-6553.45	-6554.77	-6552.95	-6555.46	
uce-2565	-3035.58	-3031.68	-3031.55	-3035.11	-3033.79	
uce-2566	-3328.40	-3324.06	-3325.53	-3322.97	-3325.53	
uce-2569	-3198.87	-3192.54	-3201.28	-3190.89	-3201.67	
uce-257	-6560.13	-6515.39	-6515.29	-6515.56	-6514.70	
uce-2572	-3543.81	-3529.55	-3529.26	-3528.47	-3532.34	
uce-2573	-3733.44	-3724.54	-3723.68	-3725.12	-3725.34	
uce-2574	-5201.09	-5192.82	-5193.74	-5193.83	-5192.95	
uce-2575	-5275.04	-5261.22	-5261.17	-5262.10	-5262.14	
uce-2576	-7974.91	-7971.09	-7971.20	-7969.82	-7969.90	
uce-2577	-3979.80	-3954.14	-3953.86	-3954.84	-3952.50	
uce-2579	-3242.84	-3247.03	-3247.61	-3245.48	-3246.95	
uce-258	-6495.50	-6490.72	-6489.65	-6493.66	-6493.85	
uce-2582	-4399.21	-4392.29	-4392.07	-4392.57	-4393.28	
uce-2585	-4419.29	-4411.08	-4411.06	-4411.97	-4410.92	
uce-2586	-5991.02	-5980.47	-5979.95	-5982.53	-5984.04	
uce-2587	-2466.56	-2466.42	-2466.07	-2466.55	-2465.85	
uce-2589	-3515.04	-3503.57	-3502.45	-3503.43	-3503.91	
uce-2591	-4540.58	-4527.34	-4525.44	-4533.94	-4535.26	
uce-2592	-5871.46	-5855.38	-5854.54	-5854.13	-5856.69	
uce-2594	-1698.95	-1689.75	-1692.23	-1692.17	-1688.83	
uce-2595	-4188.64	-4192.16	-4194.39	-4191.53	-4192.68	
uce-2596	-2492.61	-2490.24	-2490.80	-2489.63	-2490.96	
uce-2598	-5777.09	-5768.69	-5766.80	-5767.44	-5769.03	
uce-2599	-3547.05	-3528.83	-3531.47	-3531.86	-3528.81	
uce-260	-5466.16	-5436.15	-5435.34	-5437.42	-5438.54	
uce-2600	-4493.00	-4488.72	-4486.60	-4486.93	-4487.97	
uce-2605	-4334.03	-4329.21	-4328.93	-4330.46	-4329.89	
uce-2609	-3263.21	-3270.64	-3273.10	-3269.73	-3273.66	
uce-261	-4938.43	-4932.50	-4933.70	-4933.72	-4932.49	
uce-2611	-6510.30	-6493.36	-6492.88	-6494.97	-6495.38	
uce-2612	-6395.22	-6385.36	-6387.81	-6388.18	-6384.37	
uce-2613	-3355.53	-3361.34	-3362.82	-3363.32	-3360.62	
uce-2614	-4090.23	-4081.36	-4082.48	-4082.94	-4079.43	
uce-2616	-6520.27	-6500.03	-6498.69	-6501.10	-6502.58	
uce-2618	-5093.57	-5104.41	-5106.10	-5106.13	-5104.10	
uce-2619	-6530.25	-6521.80	-6529.47	-6520.37	-6531.32	
uce-2620	-2575.69	-2567.77	-2569.09	-2568.90	-2569.27	
uce-2621	-5308.79	-5290.46	-5291.48	-5292.78	-5288.99	
uce-2623	-5309.92	-5299.97	-5301.42	-5299.85	-5299.36	
uce-2625	-5714.03	-5706.49	-5708.23	-5704.15	-5711.40	
uce-2628	-3794.62	-3776.96	-3777.15	-3775.50	-3776.96	
uce-263	-3351.77	-3351.70	-3351.76	-3351.95	-3351.99	
uce-2637	-4176.87	-4164.84	-4167.12	-4166.83	-4165.17	
uce-2638	-6878.33	-6863.54	-6863.03	-6863.40	-6862.72	
uce-2639	-3993.29	-3998.05	-3998.42	-3998.95	-3999.74	
uce-264	-3534.26	-3540.69	-3539.87	-3539.91	-3539.97	
uce-2642	-3366.43	-3367.95	-3366.12	-3369.62	-3367.19	
uce-2645	-5401.11	-5396.64	-5398.48	-5395.21	-5399.41	
uce-2646	-6772.74	-6771.43	-6770.97	-6775.25	-6774.35	
uce-2647	-5270.23	-5271.34	-5274.25	-5269.45	-5273.25	
uce-2648	-5747.84	-5729.74	-5729.02	-5731.84	-5731.08	
uce-2651	-4272.04	-4256.27	-4256.60	-4257.28	-4257.56	
uce-2655	-2388.20	-2388.69	-2389.14	-2388.89	-2387.32	
uce-2656	-4581.54	-4572.93	-4573.03	-4574.17	-4576.05	
uce-2657	-1652.50	-1646.64	-1646.94	-1646.69	-1646.04	
uce-2658	-4585.35	-4579.32	-4585.23	-4586.33	-4578.77	
uce-266	-6976.70	-6961.28	-6960.32	-6963.49	-6962.80	
uce-2662	-3840.88	-3835.09	-3834.08	-3838.03	-3837.59	
uce-2665	-3982.80	-3975.00	-3974.76	-3974.59	-3973.49	
uce-2667	-4073.27	-4075.41	-4077.48	-4075.07	-4075.08	
uce-2668	-6665.23	-6659.73	-6660.30	-6660.69	-6658.97	
uce-2670	-3069.16	-3061.81	-3063.44	-3061.85	-3063.87	
uce-2671	-3687.02	-3674.90	-3674.64	-3674.72	-3675.35	
uce-2674	-3142.63	-3141.11	-3143.36	-3140.46	-3142.38	
uce-2676	-5787.40	-5779.26	-5779.37	-5780.15	-5776.21	
uce-2677	-4241.46	-4231.40	-4232.25	-4230.44	-4232.10	
uce-2678	-4863.55	-4850.84	-4853.23	-4849.43	-4852.20	
uce-268	-6887.52	-6873.44	-6875.86	-6877.52	-6871.78	
uce-2680	-3028.88	-3026.30	-3027.60	-3025.52	-3027.94	
uce-2681	-5196.64	-5187.92	-5186.09	-5191.78	-5189.89	
uce-2682	-5989.26	-5989.81	-5998.73	-5997.60	-5990.38	
uce-2684	-3776.41	-3742.46	-3746.03	-3744.77	-3742.23	
uce-2687	-5256.46	-5256.56	-5256.03	-5256.38	-5257.41	
uce-2688	-3463.51	-3454.39	-3455.99	-3454.65	-3453.57	
uce-2689	-1954.75	-1953.70	-1952.61	-1955.67	-1955.56	
uce-269	-5548.34	-5533.57	-5532.49	-5532.22	-5532.84	
uce-2690	-5873.95	-5833.85	-5834.59	-5833.65	-5832.96	
uce-2693	-4641.72	-4617.29	-4619.78	-4616.20	-4618.43	
uce-2694	-5141.46	-5107.74	-5106.05	-5109.93	-5106.67	
uce-2697	-5500.34	-5481.55	-5483.97	-5480.91	-5481.32	
uce-2698	-1805.67	-1800.12	-1800.06	-1802.75	-1800.69	
uce-2699	-6799.77	-6795.18	-6795.97	-6795.78	-6794.78	
uce-27	-5645.53	-5638.67	-5641.48	-5637.94	-5641.47	
uce-2700	-7698.34	-7691.69	-7693.90	-7693.70	-7693.01	
uce-2703	-3678.01	-3686.11	-3685.72	-3685.43	-3683.86	
uce-2704	-7327.63	-7321.73	-7325.15	-7324.58	-7320.89	
uce-2707	-4729.56	-4713.71	-4713.97	-4714.43	-4713.46	
uce-2708	-2023.38	-2029.25	-2029.96	-2030.21	-2029.47	
uce-2713	-5818.45	-5802.22	-5801.55	-5805.67	-5804.62	
uce-2714	-5759.41	-5753.80	-5756.00	-5754.76	-5754.10	
uce-2715	-3024.51	-3022.57	-3023.29	-3022.64	-3021.89	
uce-2716	-6010.87	-5995.92	-5996.00	-5998.14	-5997.42	
uce-2718	-5494.19	-5487.95	-5490.18	-5486.00	-5489.66	
uce-2719	-4979.14	-4957.20	-4958.41	-4956.15	-4958.42	
uce-2728	-4283.09	-4272.84	-4276.62	-4272.18	-4277.17	
uce-2729	-5603.12	-5598.68	-5600.20	-5599.25	-5598.04	
uce-273	-7143.87	-7120.18	-7118.82	-7122.58	-7121.96	
uce-2731	-4432.45	-4429.36	-4430.55	-4428.89	-4430.85	
uce-2732	-7397.73	-7389.07	-7388.88	-7390.54	-7388.40	
uce-2733	-5035.19	-5040.74	-5040.54	-5041.86	-5040.74	
uce-2734	-4256.58	-4252.09	-4249.63	-4254.14	-4256.11	
uce-2735	-5980.40	-5967.08	-5969.09	-5966.17	-5969.66	
uce-2736	-3987.39	-3986.48	-3988.61	-3986.61	-3985.64	
uce-2739	-4281.50	-4277.66	-4279.21	-4276.03	-4279.89	
uce-274	-4342.40	-4343.31	-4341.53	-4341.51	-4341.51	
uce-2740	-2659.82	-2657.77	-2660.71	-2656.79	-2660.20	
uce-2742	-4376.86	-4354.19	-4353.56	-4356.17	-4354.32	
uce-2745	-6261.66	-6258.57	-6258.97	-6257.65	-6264.63	
uce-2746	-6746.05	-6734.56	-6741.12	-6741.52	-6732.04	
uce-2748	-7944.92	-7938.90	-7936.03	-7938.70	-7937.45	
uce-2752	-2437.06	-2435.88	-2435.40	-2436.39	-2435.03	
uce-2753	-3027.55	-3014.86	-3015.46	-3016.11	-3015.17	
uce-2754	-3133.55	-3112.67	-3112.12	-3112.01	-3111.42	
uce-2755	-4718.01	-4703.62	-4702.71	-4702.96	-4703.38	
uce-2757	-3364.81	-3366.86	-3376.46	-3375.44	-3365.56	
uce-2758	-6196.97	-6201.08	-6202.25	-6200.44	-6200.94	
uce-276	-7244.24	-7233.09	-7237.07	-7236.80	-7233.14	
uce-2762	-4584.55	-4587.89	-4588.24	-4588.09	-4588.22	
uce-2763	-3452.36	-3488.45	-3491.58	-3491.51	-3487.11	
uce-2765	-7484.18	-7471.74	-7471.88	-7470.94	-7470.95	
uce-2766	-3311.76	-3298.06	-3299.83	-3297.88	-3298.55	
uce-2767	-4781.51	-4773.21	-4772.12	-4773.18	-4774.41	
uce-2768	-3771.53	-3781.58	-3784.40	-3780.91	-3782.32	
uce-2769	-5396.46	-5374.80	-5374.78	-5374.12	-5373.98	
uce-277	-4719.56	-4722.84	-4721.94	-4723.07	-4726.53	
uce-2770	-2886.34	-2884.87	-2885.27	-2885.40	-2885.28	
uce-2771	-6040.36	-6021.20	-6020.97	-6020.65	-6020.68	
uce-2772	-4099.52	-4081.54	-4084.34	-4084.14	-4080.89	
uce-2773	-6147.43	-6130.62	-6129.52	-6132.81	-6132.07	
uce-2774	-5062.55	-5053.02	-5052.27	-5061.79	-5057.30	
uce-2775	-7739.09	-7734.13	-7735.31	-7734.36	-7733.39	
uce-2777	-3809.28	-3801.25	-3801.32	-3801.19	-3800.86	
uce-2778	-4300.59	-4286.49	-4288.87	-4286.67	-4285.88	
uce-278	-2446.31	-2443.28	-2443.32	-2443.35	-2443.15	
uce-2780	-6087.64	-6081.62	-6079.41	-6082.53	-6083.16	
uce-2781	-6536.52	-6543.48	-6542.62	-6542.57	-6543.77	
uce-2782	-4442.77	-4425.43	-4429.46	-4428.05	-4423.99	
uce-2784	-3591.66	-3583.36	-3583.41	-3584.14	-3584.24	
uce-2785	-5004.18	-5008.86	-5006.86	-5009.11	-5009.82	
uce-2788	-6963.81	-6983.22	-6988.26	-6983.81	-6982.48	
uce-2789	-3692.91	-3690.55	-3692.27	-3690.39	-3690.88	
uce-279	-3824.58	-3807.87	-3812.94	-3806.74	-3811.76	
uce-2790	-3520.55	-3502.35	-3503.54	-3506.22	-3499.15	
uce-2794	-5028.82	-5017.98	-5018.05	-5018.21	-5017.54	
uce-2795	-4445.56	-4435.21	-4437.19	-4437.29	-4433.44	
uce-2796	-5864.34	-5856.72	-5855.02	-5857.18	-5857.71	
uce-2797	-2648.89	-2644.26	-2646.23	-2645.63	-2642.83	
uce-280	-4361.15	-4361.49	-4367.92	-4364.76	-4360.59	
uce-2800	-5109.86	-5107.66	-5108.73	-5107.73	-5107.14	
uce-2801	-3784.36	-3764.36	-3764.96	-3768.77	-3763.13	
uce-2802	-4371.18	-4358.21	-4359.52	-4357.61	-4359.06	
uce-2803	-6757.96	-6730.00	-6733.94	-6732.82	-6729.73	
uce-2809	-5978.89	-5975.42	-5977.38	-5975.21	-5975.88	
uce-2810	-5687.18	-5685.33	-5687.81	-5687.86	-5685.64	
uce-2811	-4648.90	-4631.61	-4638.11	-4631.13	-4638.13	
uce-2812	-5244.59	-5227.36	-5227.22	-5227.05	-5227.89	
uce-2814	-4183.11	-4175.85	-4175.09	-4177.01	-4177.86	
uce-2816	-6266.44	-6266.43	-6263.87	-6266.18	-6268.58	
uce-2817	-3687.14	-3681.77	-3683.60	-3683.93	-3680.64	
uce-2818	-9115.56	-9113.01	-9117.75	-9115.34	-9112.16	
uce-2821	-3019.32	-3005.07	-3007.81	-3004.37	-3007.77	
uce-2823	-2623.79	-2618.09	-2618.53	-2618.43	-2618.26	
uce-2825	-3540.48	-3521.73	-3522.29	-3522.07	-3520.84	
uce-2827	-2025.82	-2014.18	-2014.51	-2014.48	-2014.97	
uce-2828	-5948.09	-5929.07	-5927.69	-5928.24	-5927.69	
uce-2831	-4367.87	-4366.75	-4368.13	-4365.25	-4369.20	
uce-2833	-7376.33	-7366.44	-7371.09	-7363.30	-7368.59	
uce-2834	-3514.87	-3507.95	-3507.02	-3510.63	-3509.59	
uce-2835	-3980.68	-3976.69	-3977.27	-3975.71	-3978.00	
uce-2837	-4788.80	-4786.51	-4788.40	-4785.81	-4787.51	
uce-2839	-1872.98	-1869.91	-1869.26	-1870.47	-1873.93	
uce-2840	-3463.50	-3468.97	-3468.85	-3469.53	-3468.48	
uce-2841	-4292.92	-4288.14	-4288.34	-4288.82	-4285.81	
uce-2842	-6666.66	-6650.14	-6651.22	-6649.31	-6651.88	
uce-2843	-3726.60	-3722.84	-3723.00	-3722.67	-3722.86	
uce-2844	-5312.23	-5295.00	-5296.14	-5297.68	-5294.86	
uce-2846	-2885.44	-2879.20	-2879.22	-2879.85	-2878.65	
uce-2847	-5143.27	-5123.60	-5120.54	-5125.65	-5126.99	
uce-2848	-2905.61	-2896.72	-2899.56	-2895.55	-2898.86	
uce-2849	-5112.39	-5085.77	-5087.60	-5087.78	-5085.55	
uce-285	-3808.08	-3799.75	-3799.34	-3800.14	-3800.27	
uce-2851	-3797.61	-3777.73	-3782.98	-3781.36	-3777.13	
uce-2853	-5748.61	-5727.76	-5730.27	-5727.57	-5728.96	
