Locus	Sclero	ToxPoly
uce-1808	-2222.6584	-2216.2138	
uce-1809	-1638.4611	-1636.2710	
uce-181	-2731.6645	-2735.5464	
uce-1810	-4971.0017	-4958.2307	
uce-1811	-2278.9606	-2276.5889	
uce-1813	-3585.8400	-3584.3110	
uce-1814	-2482.5957	-2484.3882	
uce-1816	-2561.3926	-2562.0200	
uce-1817	-1385.7780	-1387.5446	
uce-1819	-4002.5560	-3999.2710	
uce-182	-2660.2364	-2660.2367	
uce-1820	-3635.5364	-3633.5927	
uce-1822	-3943.8578	-3944.4615	
uce-1823	-5521.5027	-5507.0062	
uce-1824	-2850.0271	-2848.7943	
uce-1825	-3922.0095	-3923.9182	
uce-1828	-1943.5075	-1944.8607	
uce-183	-1669.3646	-1674.2989	
uce-1830	-3267.6554	-3270.0090	
uce-1832	-2846.4310	-2835.1449	
uce-1834			
uce-1835	-2697.6902	-2698.9577	
uce-1836	-3442.2368	-3441.4743	
uce-1841	-3649.9745	-3648.0394	
uce-1842	-4492.4884	-4489.1861	
uce-1843	-2515.8340	-2515.5860	
uce-1845	-1675.6471	-1674.6857	
uce-1846	-2350.8340	-2346.1070	
uce-1849	-3135.1013	-3136.8787	
uce-185	-6307.0876	-6305.6576	
uce-1850	-3800.0898	-3799.9254	
uce-1858	-2915.5047	-2917.3843	
uce-1859	-1953.5088	-1952.4367	
uce-186	-1387.6466	-1388.7210	
uce-1860	-3806.2642	-3807.4023	
uce-1863	-3087.5139	-3083.8536	
uce-1864	-7077.7355	-7070.4938	
uce-1865	-4259.8763	-4255.5028	
uce-1867	-2383.7970	-2382.0713	
uce-1868	-3824.8691	-3821.8082	
uce-1869	-2954.1467	-2955.3210	
uce-1873	-2093.8480	-2092.1683	
uce-1875	-2659.2592	-2659.2548	
uce-1877	-2451.7415	-2449.8570	
uce-1878	-2959.2884	-2959.6778	
uce-1879	-3274.0834	-3265.7892	
uce-188	-2633.1941	-2627.4244	
uce-1880	-2250.9568	-2250.1626	
uce-1884	-3517.0315	-3510.1240	
uce-1886	-3323.7313	-3312.6837	
uce-1888	-3309.8650	-3309.8011	
uce-1889	-2646.0086	-2643.4977	
uce-1890	-3595.2861	-3590.5389	
uce-1891	-2685.1035	-2686.1031	
uce-1892	-5114.5075	-5116.0802	
uce-1893	-2668.1872	-2664.8299	
uce-1895	-3016.5105	-3016.1736	
uce-1896	-2258.1065	-2253.9888	
uce-1897	-2841.2119	-2838.9115	
uce-1898	-3451.3012	-3450.1415	
uce-1899	-3504.0105	-3505.3531	
uce-19	-3790.4989	-3801.9026	
uce-190	-3421.5723	-3421.8345	
uce-1900	-2555.3031	-2552.4098	
uce-1903	-1196.6103	-1194.9252	
uce-1904	-5876.5637	-5881.0186	
uce-1906	-5269.8155	-5266.5945	
uce-1907	-4888.5034	-4881.0932	
uce-1908	-2246.2316	-2244.5205	
uce-1909	-3478.6917	-3479.8209	
uce-191	-4126.9365	-4126.8350	
uce-1910	-2356.5789	-2356.4912	
uce-1911	-1656.7084	-1657.0405	
uce-1912	-3576.7307	-3576.4807	
uce-1913	-3613.9163	-3615.4145	
uce-1914	-1811.0199	-1812.3453	
uce-1915	-1935.9542	-1942.5899	
uce-1917	-3631.4446	-3631.2708	
uce-1918	-1605.9373	-1605.7985	
uce-1919	-1957.6311	-1951.4161	
uce-192	-2728.3072	-2726.2386	
uce-1920	-4536.8474	-4534.6941	
uce-1922	-2994.1243	-2987.1198	
uce-1925	-1496.4340	-1497.8713	
uce-1928	-4414.6335	-4417.7794	
uce-1929	-2695.1935	-2692.3582	
uce-1932	-3019.3815	-3017.9579	
uce-1933	-4258.8541	-4256.9001	
uce-1937	-1394.5212	-1393.4468	
uce-1938	-4350.7069	-4348.6256	
uce-1941	-2849.8453	-2849.9071	
uce-1943	-2129.3065	-2130.8682	
uce-1946	-2651.6322	-2643.9825	
uce-195	-3964.5724	-3970.3163	
uce-1956	-4038.3863	-4039.0236	
uce-1960	-3489.9225	-3489.0726	
uce-1961	-1317.3024	-1315.3390	
uce-1963	-4211.3689	-4200.0077	
uce-1964	-3874.8347	-3865.7351	
uce-1965	-1904.7612	-1906.6218	
uce-1966	-5372.3185	-5375.1679	
uce-1967	-1718.0693	-1719.6294	
uce-1969	-1827.3681	-1819.8019	
uce-1970	-3108.0938	-3103.9746	
uce-1971	-3591.9498	-3586.2119	
uce-1972	-1659.8510	-1664.0038	
uce-1975	-2457.7261	-2451.2780	
uce-1976	-2783.7896	-2784.8537	
uce-1977	-2845.7398	-2841.9510	
uce-1979	-2367.3298	-2368.2259	
uce-198	-3911.0511	-3905.2706	
uce-1980	-4191.5751	-4197.2427	
uce-1981	-2364.3016	-2362.4300	
uce-1982	-1518.8392	-1515.0400	
uce-1983	-3100.0859	-3094.3293	
uce-1985	-4123.9079	-4123.9179	
uce-1986	-3137.2231	-3128.5064	
uce-1988	-2427.9551	-2426.6671	
uce-1989	-3074.5242	-3067.4213	
uce-1993	-2483.8780	-2483.8763	
uce-1995	-4357.4040	-4359.9497	
uce-1996	-3117.2482	-3107.4449	
uce-1997	-4249.0433	-4244.7619	
uce-1998	-2022.9939	-2021.8818	
uce-1999	-4338.7187	-4333.6515	
uce-2	-4111.6998	-4110.8683	
uce-200	-3370.5482	-3370.8741	
uce-2000	-3737.7259	-3738.1461	
uce-2001	-1782.5216	-1774.1637	
uce-2003	-2715.9373	-2714.9071	
uce-2004	-3458.7381	-3455.9389	
uce-2005	-3723.5651	-3717.5549	
uce-2006	-4692.7793	-4691.4258	
uce-2007	-5072.9340	-5077.2623	
uce-2008	-4417.5105	-4407.3269	
uce-2009	-1669.3657	-1669.8411	
uce-201	-3921.4296	-3917.7918	
uce-2010	-2525.1810	-2526.7830	
uce-2012	-2377.0824	-2375.5366	
uce-2013	-3684.9432	-3677.4089	
uce-2014	-2937.1028	-2932.1105	
uce-2016	-3681.9490	-3675.1687	
uce-2018	-3059.0750	-3054.5948	
uce-202	-3222.0054	-3222.8899	
uce-2020	-3336.9064	-3336.7269	
uce-2021	-3796.5903	-3795.8593	
uce-2023	-2955.1703	-2949.9173	
uce-2024	-3561.1384	-3549.4177	
uce-2025	-2478.6811	-2480.5720	
uce-2028	-4506.4813	-4500.1893	
uce-2030	-1996.4923	-1998.4849	
uce-2031	-3200.4041	-3195.7893	
uce-2033	-4786.8746	-4782.4772	
uce-2034	-3671.0210	-3664.7049	
uce-2035	-4434.2472	-4441.2770	
uce-2036	-3698.5379	-3697.3582	
uce-2037	-2073.9706	-2074.5348	
uce-204	-3048.5079	-3042.9357	
uce-2040	-2780.8960	-2781.2862	
uce-2041	-3866.2980	-3870.4516	
uce-2042	-4426.6476	-4417.5347	
uce-2043	-3016.8142	-3018.0553	
uce-2045	-2666.4965	-2666.4651	
uce-2046	-1741.1923	-1737.2716	
uce-2048	-3722.7203	-3710.4444	
uce-2049	-4510.2492	-4507.6462	
uce-205	-2191.4663	-2191.4519	
uce-2051	-3349.8333	-3334.9034	
uce-2053			
uce-2054	-3189.4843	-3189.3746	
uce-2055	-1916.4126	-1913.9348	
uce-2057	-1329.5002	-1327.9133	
uce-2060	-1993.3148	-1991.7617	
uce-2062	-1616.4143	-1608.9249	
uce-2063	-2181.9316	-2183.9218	
uce-2064	-2326.6708	-2324.2029	
uce-2066	-3631.6977	-3629.6228	
uce-2068	-3052.1314	-3052.4805	
uce-2069	-1238.4827	-1236.1396	
uce-207	-4373.6188	-4374.7909	
uce-2070	-3308.4086	-3307.2232	
uce-2073	-1648.9600	-1647.2588	
uce-2075	-3705.8275	-3699.3673	
uce-2076	-1464.3971	-1464.5611	
uce-2077	-3344.7416	-3341.0784	
uce-2079	-4362.3844	-4363.6130	
uce-208	-2316.9688	-2316.7891	
uce-2080	-2897.8563	-2895.2365	
uce-2082	-3494.3681	-3494.5893	
uce-2083	-2032.0007	-2029.6583	
uce-2086	-2829.2540	-2829.4488	
uce-2088	-4396.4838	-4390.7684	
uce-2089	-3763.4857	-3762.5274	
uce-2090	-3007.8339	-3006.5352	
uce-2092	-3717.9972	-3717.0043	
uce-2094	-1920.1066	-1918.3144	
uce-2096	-2155.3094	-2152.6441	
uce-2099	-2216.3577	-2213.2844	
uce-2100	-4872.6648	-4866.3693	
uce-2102	-2583.0041	-2582.7972	
uce-2103	-2165.3939	-2167.9702	
uce-2104	-4573.9354	-4574.3782	
uce-2108	-2708.4220	-2707.3196	
uce-2109	-2740.2126	-2749.5643	
uce-211	-4077.5270	-4066.6865	
uce-2111	-3127.8826	-3122.0230	
uce-2112	-2869.1863	-2866.6470	
uce-2113	-2121.7361	-2119.8159	
uce-2114	-1722.5022	-1724.9505	
uce-2116	-1990.1695	-1991.2065	
uce-2118	-3495.1611	-3499.8280	
uce-2119	-6762.4553	-6749.4803	
uce-212	-2066.5794	-2066.5796	
uce-2120	-3500.0239	-3490.8947	
uce-2122	-3292.8385	-3288.7029	
uce-2124	-1892.9415	-1890.5235	
uce-2125	-1366.2286	-1367.2866	
uce-2126	-3952.4054	-3955.1237	
uce-2127	-1052.6690	-1059.2810	
uce-2129	-3447.8846	-3450.6714	
uce-213	-2884.7027	-2885.2683	
uce-2131	-2879.0253	-2875.8660	
uce-2134	-1556.3275	-1560.8025	
uce-2135	-4522.1123	-4520.7071	
uce-2136	-3043.2975	-3043.9848	
uce-2138	-4861.8400	-4861.3841	
uce-2140	-5094.5561	-5096.7524	
uce-2142	-1832.3146	-1828.7533	
uce-2145	-3424.8901	-3422.0088	
uce-2146	-3920.3702	-3914.2781	
uce-2147	-3303.9432	-3306.8117	
uce-2149	-1619.7721	-1624.9170	
uce-215	-2561.1051	-2557.6866	
uce-2151	-2222.1780	-2218.4371	
uce-2152	-1551.5060	-1550.2578	
uce-2154	-2850.8540	-2835.0017	
uce-2155	-2384.4577	-2382.1806	
uce-2156	-1359.6153	-1359.1782	
uce-2160	-1916.0909	-1920.6891	
uce-2162	-4275.3206	-4272.4907	
uce-2163	-3422.0232	-3416.5465	
uce-2164	-2013.0956	-2007.8471	
uce-2165	-2214.1365	-2215.5103	
uce-2166	-3071.0348	-3052.3042	
uce-2168	-1813.4088	-1812.7854	
uce-2169	-1086.4694	-1073.2305	
uce-2172	-3620.1715	-3620.0632	
uce-2175	-1481.7322	-1472.7245	
uce-2176	-1725.9566	-1723.3223	
uce-2177	-2143.8947	-2147.0898	
uce-2178	-4138.8128	-4133.1847	
uce-2179	-2341.7092	-2340.1364	
uce-2180	-2394.6896	-2394.3780	
uce-2183	-4483.7688	-4477.1571	
uce-2184	-2041.2509	-2044.4383	
uce-2185	-1802.7615	-1801.2867	
uce-2187	-3642.4413	-3644.0701	
uce-219	-2983.3610	-2980.6985	
uce-2190	-4517.8470	-4520.5172	
uce-2193	-2331.7074	-2329.8005	
uce-2194	-3844.8231	-3842.7705	
uce-2195	-2504.7110	-2506.4254	
uce-2196	-3082.7011	-3074.5748	
uce-2198	-4973.1117	-4973.9354	
uce-220	-4428.4144	-4427.7384	
uce-2201	-3000.7563	-2989.3710	
uce-2202	-3308.5853	-3296.2498	
uce-2204	-1615.5111	-1615.1668	
uce-2206	-2636.0521	-2641.6486	
uce-2208	-1670.9577	-1670.3559	
uce-2209	-2286.1156	-2285.8472	
uce-221	-1586.2143	-1586.1922	
uce-2211	-4338.9910	-4322.8832	
uce-2212	-3136.9566	-3141.0213	
uce-2213	-1299.7065	-1298.7198	
uce-2217	-2684.1606	-2687.1258	
uce-2219	-4971.4088	-4966.9151	
uce-222	-3687.9235	-3687.5487	
uce-2220	-1679.7628	-1676.9756	
uce-2222	-2893.4432	-2891.6425	
uce-2223	-2656.3068	-2652.9891	
uce-2224	-3962.5038	-3964.3074	
uce-2225	-3487.6180	-3480.6410	
uce-2226	-2805.6744	-2805.7158	
uce-2229	-1132.1006	-1129.7538	
uce-223	-3522.4618	-3525.1269	
uce-2230	-3970.8857	-3960.2848	
uce-2231	-2690.7520	-2686.2564	
uce-2233	-1887.9897	-1887.2883	
uce-2235	-3147.4985	-3143.4948	
uce-2238	-3638.6610	-3640.0073	
uce-2239	-3841.5628	-3839.9656	
uce-224	-3848.2534	-3841.7307	
uce-2243	-2527.4738	-2533.3959	
uce-2245	-1649.5438	-1649.5491	
uce-2246	-1843.1119	-1841.6877	
uce-2247	-2241.4201	-2244.0546	
uce-2248	-4559.6388	-4556.2627	
uce-225	-2031.7809	-2031.0591	
uce-2250	-3958.1001	-3965.3344	
uce-2251	-3167.8534	-3161.6243	
uce-2252	-2263.9037	-2264.5753	
uce-2253	-3972.6571	-3972.6569	
uce-2255	-4679.5926	-4671.6538	
uce-2257	-3279.3211	-3277.7005	
uce-2259	-2476.8933	-2471.5089	
uce-2260	-2993.7142	-2992.5984	
uce-2261	-3013.4312	-3014.7855	
uce-2263	-2319.2730	-2314.4394	
uce-2265	-4987.4444	-4984.8200	
uce-2266	-3817.4244	-3814.0732	
uce-2267	-4556.9791	-4549.6494	
uce-227	-5178.2235	-5178.2302	
uce-2270	-3682.1948	-3678.1954	
uce-2273	-2733.5018	-2729.4738	
uce-2274	-3277.7167	-3279.2038	
uce-2275	-2799.8646	-2798.3779	
uce-2276	-4816.8611	-4815.7428	
uce-2277	-3671.8535	-3670.8071	
uce-2278	-2735.7307	-2734.9684	
uce-2279	-2454.9032	-2453.7701	
uce-2282	-1815.3385	-1815.4113	
uce-2283	-2928.0928	-2924.6134	
uce-2284	-4283.5825	-4283.1538	
uce-2287	-3164.2468	-3161.2112	
uce-2288	-3659.9814	-3647.4639	
uce-2289	-2343.7018	-2344.3511	
uce-2291	-2979.9897	-2974.3724	
uce-2293	-681.3549	-679.6146	
uce-2294	-2449.5962	-2449.7491	
uce-2296	-3924.6496	-3922.0530	
uce-2297	-2548.7623	-2547.4525	
uce-2298	-4519.7375	-4516.3290	
uce-23	-2129.3597	-2129.5808	
uce-230	-3414.8093	-3409.7293	
uce-2302	-3182.5956	-3182.9422	
uce-2303	-1344.9345	-1346.4264	
uce-2306	-2198.6064	-2195.3333	
uce-2308	-2758.3641	-2763.4818	
uce-2309	-2132.4128	-2131.8944	
uce-231	-3510.3866	-3506.1621	
uce-2310	-2320.5630	-2319.8481	
uce-2312	-2988.2131	-2987.7997	
uce-2313	-2241.7332	-2242.4174	
uce-2315	-1979.4415	-1978.9405	
uce-2319	-3888.1314	-3886.2498	
uce-232	-3301.0997	-3295.0814	
uce-2320	-2644.5391	-2644.6294	
uce-2321	-1628.6630	-1624.9773	
uce-2325	-1288.5615	-1287.9385	
uce-2326	-4585.4854	-4583.6289	
uce-2328	-2108.5906	-2112.8971	
uce-233	-1399.5829	-1393.5614	
uce-2331	-2199.1310	-2198.3905	
uce-2334	-3091.4658	-3086.4813	
uce-2335	-4015.1951	-4012.5497	
uce-2336	-1793.0978	-1793.2052	
uce-2338	-2162.6880	-2163.8517	
uce-234	-3394.4745	-3392.6610	
uce-2340	-2233.7037	-2231.6913	
uce-2341	-3840.0750	-3838.7686	
uce-2342	-2580.3359	-2578.4212	
uce-2344	-4388.2531	-4380.6682	
uce-2345	-1671.5974	-1670.5313	
uce-2346	-3265.4340	-3260.7510	
uce-2347	-2921.8347	-2921.0357	
uce-2349	-4962.6408	-4956.5914	
uce-235	-3103.3886	-3104.4247	
uce-2350	-2778.4166	-2778.4172	
uce-2352	-4946.3325	-4945.4195	
uce-2353	-5512.3926	-5509.3419	
uce-2356	-3162.8413	-3155.9823	
uce-2357	-3271.9249	-3257.8003	
uce-2358	-3798.7598	-3797.7808	
uce-2361	-2481.8232	-2480.6264	
uce-2365	-1784.7219	-1785.1621	
uce-2366	-5285.3167	-5285.3043	
uce-2367	-4003.7458	-3999.2595	
uce-2369	-2840.1066	-2835.8505	
uce-237	-1894.0123	-1888.8555	
uce-2370	-3420.7827	-3413.6794	
uce-2371	-1797.2106	-1801.2647	
uce-2372	-3696.4408	-3693.0261	
uce-2376	-3170.0849	-3170.0854	
uce-2377	-450.6922	-453.0043	
uce-2378	-1583.0082	-1585.8805	
uce-2379	-2471.4406	-2472.7500	
uce-238	-2211.6466	-2211.2206	
uce-2380	-2445.4636	-2442.7831	
uce-2383	-2345.2997	-2343.2458	
uce-2384	-2627.6250	-2622.2228	
uce-2385	-3971.8057	-3965.4825	
uce-2386	-1667.5803	-1671.1967	
uce-2387	-4924.3071	-4915.4215	
uce-2388	-3240.1528	-3235.8528	
uce-2389	-1377.1117	-1378.5244	
uce-239	-2654.0777	-2647.8902	
uce-2392	-3813.8146	-3813.3667	
uce-2393	-4269.5034	-4263.4961	
uce-2395	-3268.1208	-3264.9062	
uce-2396	-3479.0222	-3473.2010	
uce-2397	-4144.5264	-4142.4607	
uce-2399	-2739.8656	-2730.0273	
uce-24	-3688.7542	-3682.0752	
uce-240	-1241.4353	-1238.5353	
uce-2400	-6115.3578	-6115.3328	
uce-2404	-3053.5491	-3051.5392	
uce-2406	-3506.8370	-3504.4380	
uce-2407	-1259.5909	-1259.3554	
uce-2409	-4127.2143	-4127.7563	
uce-241	-1395.1076	-1385.8048	
uce-2414	-3789.7683	-3788.6959	
uce-2415	-3942.7795	-3942.0981	
uce-2416	-2581.4894	-2612.0510	
uce-2417	-2677.7252	-2673.9015	
uce-2418	-3202.7894	-3199.4477	
uce-2419	-1256.3709	-1261.4336	
uce-242	-2792.2165	-2795.7445	
uce-2422	-6221.5458	-6218.3082	
uce-2423	-1862.6147	-1860.8645	
uce-2427	-4353.1610	-4359.1373	
uce-243	-2644.6336	-2641.6042	
uce-2431	-3838.2601	-3831.6421	
uce-2432	-3714.6266	-3713.0635	
uce-2433	-3037.0434	-3036.2366	
uce-2435	-4041.0132	-4040.6140	
uce-2437	-2717.9503	-2717.4144	
uce-2438	-2575.7280	-2576.1553	
uce-2439	-3081.7988	-3081.5870	
uce-2441	-3672.2869	-3670.4328	
uce-2442	-2967.9311	-2965.8871	
uce-2444	-3651.3229	-3642.0247	
uce-2445	-1244.6427	-1242.2100	
uce-2446	-4493.1078	-4494.9692	
uce-2447	-2879.8897	-2877.0989	
uce-2448	-1997.3028	-1995.8585	
uce-245	-1726.9485	-1727.1687	
uce-2450	-2855.4584	-2856.7394	
uce-2451	-2544.2616	-2543.7142	
uce-2452	-3160.7995	-3159.0117	
uce-2453	-3882.2581	-3881.3075	
uce-2454	-1846.7435	-1847.8736	
uce-2455	-3373.3412	-3370.6696	
uce-2456	-2791.1143	-2787.6447	
uce-2457	-2370.0816	-2369.5682	
uce-2459	-2220.7937	-2226.8819	
uce-246	-5142.4630	-5143.9080	
uce-2461	-3354.0924	-3354.3549	
uce-2462	-2883.6103	-2883.3355	
uce-2464	-3580.6324	-3581.1639	
uce-2465	-3089.5709	-3088.8867	
uce-2466	-2705.2525	-2704.8470	
uce-2468	-3829.1183	-3832.0755	
uce-2469	-3389.2757	-3387.4607	
uce-2471	-4236.3031	-4230.6707	
uce-2472	-3253.2179	-3251.7644	
uce-2474	-1832.5562	-1832.0676	
uce-2475	-4819.2233	-4819.6222	
uce-2476	-3749.2965	-3742.6325	
uce-2478	-3403.4951	-3396.7171	
uce-248	-3212.0784	-3204.3139	
uce-2480	-3520.2805	-3518.7892	
uce-2482	-1690.2245	-1681.2870	
uce-2485	-3786.1004	-3779.2139	
uce-2486	-4290.6458	-4283.6244	
uce-2487	-3785.3533	-3784.4333	
uce-2488	-2473.1945	-2472.2389	
uce-2489	-3196.9790	-3197.0418	
uce-249	-2239.8908	-2235.9481	
uce-2498	-2803.6417	-2802.1616	
uce-25	-2648.3916	-2648.2183	
uce-2502	-3743.5229	-3740.7373	
uce-2503	-4030.2378	-4028.8655	
uce-2504	-2155.3735	-2152.5306	
uce-2505	-3258.7785	-3257.0591	
uce-2506	-2046.1473	-2041.6591	
uce-2507	-3288.4172	-3288.4034	
uce-2508	-2803.0749	-2801.9689	
uce-2509	-2494.9782	-2492.8222	
uce-251	-2804.7331	-2807.7364	
uce-2510	-2745.4055	-2744.9094	
uce-2511	-4300.1268	-4292.5481	
uce-2512	-2613.5201	-2611.7692	
uce-2514	-1516.3345	-1518.2685	
uce-2515	-1886.2447	-1879.0401	
uce-2516	-2410.8002	-2412.8058	
uce-252	-1396.4273	-1397.4460	
uce-2521	-3545.3852	-3542.9017	
uce-2522	-4902.0034	-4897.8178	
uce-2525	-1477.9387	-1479.5234	
uce-2526	-3879.3079	-3875.5050	
uce-2529	-4583.8959	-4583.5217	
uce-253	-2508.3337	-2505.0850	
uce-2531	-2685.3269	-2684.9435	
uce-2533	-2237.6818	-2236.9523	
uce-2534	-3441.4647	-3441.3960	
uce-2537	-3902.2091	-3904.9630	
uce-2538	-564.9719	-564.3967	
uce-2539	-4088.7347	-4088.8206	
uce-254	-2888.0703	-2887.6794	
uce-2540	-2336.4487	-2335.9019	
uce-2544	-1742.8272	-1746.7873	
uce-2545	-3525.1239	-3527.7820	
uce-2546	-2556.7691	-2554.6929	
uce-255	-3367.0756	-3365.9611	
uce-2550	-2843.7400	-2841.5799	
uce-2551	-2123.5277	-2123.4371	
uce-2552	-2183.3607	-2179.3338	
uce-2553	-3503.1613	-3496.7153	
uce-2558	-4491.8622	-4498.6915	
uce-2559	-4581.9676	-4583.4870	
uce-256	-2916.9339	-2912.2159	
uce-2560	-2042.7560	-2043.7033	
uce-2561	-4653.8169	-4650.3380	
uce-2563	-1416.0472	-1417.8738	
uce-2564	-4057.9584	-4056.1982	
uce-2565	-2199.4209	-2199.4211	
uce-2566	-2249.3954	-2247.8344	
uce-2569	-1481.6014	-1471.5467	
uce-257	-4301.1504	-4303.7280	
uce-2572	-2494.6010	-2490.8921	
uce-2573	-2431.7334	-2426.5246	
uce-2574	-2536.2039	-2535.6988	
uce-2575	-3393.8232	-3390.6773	
uce-2576	-5277.9805	-5275.5788	
uce-2577	-2836.1202	-2828.9490	
uce-2579	-1912.2109	-1910.2842	
uce-258	-4032.7954	-4031.8337	
uce-2582	-3167.9931	-3165.4816	
uce-2585	-2464.6261	-2464.2365	
uce-2586	-3713.2034	-3708.0616	
uce-2587	-2219.8893	-2221.4689	
uce-2589	-1944.1678	-1945.5724	
uce-2591	-3523.6495	-3514.3839	
uce-2592	-3783.3736	-3789.8824	
uce-2594	-2580.0617	-2584.6157	
uce-2595	-1823.9964	-1824.2784	
uce-2596	-2344.5472	-2344.0671	
uce-2598	-3576.6874	-3573.0077	
uce-2599	-2569.1514	-2569.0497	
uce-260	-2889.5919	-2884.7099	
uce-2600	-2325.0120	-2323.8739	
uce-2605	-3065.0297	-3065.0149	
uce-2609	-2229.0762	-2228.9487	
uce-261	-3522.6140	-3522.6140	
uce-2611	-3871.0619	-3868.9884	
uce-2612	-4301.9799	-4301.4818	
uce-2613	-1397.5447	-1398.3223	
uce-2614	-2714.0790	-2713.4809	
uce-2618	-3862.1984	-3867.3560	
uce-2619	-6223.9393	-6220.4175	
uce-2620	-1648.9441	-1648.9445	
uce-2621	-2446.8503	-2446.5751	
uce-2623	-3446.5440	-3440.9813	
uce-2625	-3564.4253	-3565.4119	
uce-2628	-3381.9663	-3379.9021	
uce-263	-2281.1006	-2282.2645	
uce-2637	-3234.5344	-3230.7269	
uce-2638	-3127.8603	-3128.3171	
uce-2639	-2174.5334	-2175.4529	
uce-264	-1687.5410	-1691.2045	
uce-2642	-1668.2529	-1675.3357	
uce-2645	-4178.5287	-4178.1318	
uce-2646	-6248.1792	-6250.5684	
uce-2647	-3375.9980	-3375.9523	
uce-2648	-4244.6405	-4242.3289	
uce-2651	-3043.4973	-3044.2451	
uce-2655	-2211.6374	-2214.5349	
uce-2656	-2344.9205	-2344.9785	
uce-2657	-1565.3595	-1564.2982	
uce-2658	-3233.0535	-3229.7610	
uce-266	-4046.2881	-4043.0297	
uce-2662	-2705.9260	-2699.6808	
uce-2665	-2323.2859	-2318.5159	
uce-2667	-3566.0136	-3564.9679	
uce-2670	-1415.4186	-1416.1029	
uce-2671	-2636.0547	-2634.8677	
uce-2674	-2225.3168	-2229.6587	
uce-2676	-3366.9242	-3362.8126	
uce-2677	-2265.0785	-2261.9454	
uce-2678	-3874.1378	-3870.4741	
uce-268	-4696.6694	-4695.0806	
uce-2680	-1631.3699	-1631.8417	
uce-2681	-2388.3893	-2387.5319	
uce-2682	-3577.4442	-3578.6037	
uce-2684	-2486.9791	-2477.6586	
uce-2687	-3561.9124	-3560.2866	
uce-2688	-2077.7062	-2077.3047	
uce-269	-3343.8041	-3338.3150	
uce-2690	-3544.9892	-3543.4096	
uce-2693	-3068.2548	-3059.2351	
uce-2694	-3151.2203	-3140.2609	
uce-2697	-3764.7677	-3762.8039	
uce-2698	-814.2116	-814.2117	
uce-2699	-4404.4422	-4404.4377	
uce-27	-4144.8480	-4149.2490	
uce-2700	-4001.5757	-4000.0771	
uce-2701	-1997.8311	-1993.5708	
uce-2703	-3405.7390	-3408.1129	
uce-2704	-5772.5342	-5771.1479	
uce-2707	-3825.8118	-3816.7847	
uce-2708	-1852.3291	-1855.1034	
uce-2710	-2170.9710	-2174.0129	
uce-2713	-3662.7586	-3658.8599	
uce-2714	-3750.9367	-3741.7001	
uce-2716	-3701.4427	-3694.2361	
uce-2718	-3243.2289	-3239.8321	
uce-2719	-2055.3256	-2049.6888	
uce-2729	-4568.3466	-4568.5023	
uce-273	-5085.5159	-5083.8500	
uce-2731	-2737.4827	-2736.7575	
uce-2732	-4171.3302	-4172.3507	
uce-2733	-2788.1321	-2788.8423	
uce-2734	-2535.0601	-2533.2110	
uce-2735	-3797.8908	-3798.7331	
uce-2736	-1972.2574	-1962.3549	
uce-2739	-2692.3808	-2689.2071	
uce-274	-2902.2771	-2901.8479	
uce-2740	-1500.4656	-1497.8563	
uce-2742	-2926.1262	-2919.2920	
uce-2745	-3677.2267	-3674.2711	
uce-2746	-3664.1920	-3657.8570	
uce-2748	-4897.6110	-4889.8156	
uce-2752	-1056.7966	-1052.2977	
uce-2753	-2896.6353	-2888.0262	
uce-2754	-1342.4706	-1338.8562	
uce-2755	-3992.5553	-3988.4189	
uce-2757	-1582.4841	-1585.3712	
uce-2758	-3609.0927	-3606.8356	
uce-276	-4783.1130	-4771.5472	
uce-2762	-1773.6435	-1775.3323	
uce-2763	-2246.5267	-2278.9901	
uce-2765	-2953.5734	-2954.5325	
uce-2766	-3082.9859	-3073.3146	
uce-2767	-2252.6442	-2250.3975	
uce-2768	-1800.4546	-1801.5380	
uce-2769	-2708.4175	-2696.7375	
uce-277	-3676.4675	-3677.2005	
uce-2770	-1897.6574	-1897.8473	
uce-2771	-4043.7597	-4046.0190	
uce-2772	-2706.9636	-2700.8060	
uce-2773	-2910.1479	-2903.1822	
uce-2774	-2944.1393	-2940.8450	
uce-2775	-4541.1951	-4536.9977	
uce-2778	-3684.3995	-3683.9070	
uce-278	-1450.2594	-1448.3206	
uce-2780	-4190.4694	-4188.7345	
uce-2781	-4563.8773	-4562.6548	
uce-2782	-2820.3939	-2815.3747	
uce-2784	-1916.0684	-1915.3751	
uce-2785	-3838.8059	-3837.7570	
uce-2788	-3738.4344	-3734.8375	
uce-2789	-2918.5437	-2917.2343	
uce-279	-2011.4591	-2013.9875	
uce-2790	-2305.9304	-2298.2033	
uce-2794	-2021.5745	-2017.8827	
uce-2795	-3390.0465	-3386.2212	
uce-2796	-3922.8207	-3922.8539	
uce-2797	-1917.9101	-1926.8330	
uce-280	-2043.9671	-2039.2062	
uce-2800	-3814.1529	-3810.8600	
uce-2801	-2664.9796	-2660.0643	
uce-2802	-3273.5843	-3269.4001	
uce-2803	-3832.9956	-3824.7816	
uce-2809	-2995.7292	-2995.8856	
uce-2810	-3519.0958	-3518.0467	
uce-2811	-2608.1946	-2605.7159	
uce-2814	-2414.6149	-2414.0180	
uce-2816	-3539.5167	-3538.8728	
uce-2817	-3511.8084	-3512.1167	
uce-2818	-5058.2174	-5056.0677	
