Locus	Sclero	ToxPoly	ToxAngIg	ToxSnAng	ToxSnIg
uce-219	-5317.80	-5314.97	-5317.23	-5315.70	-5314.44	
uce-2190	-7116.10	-7109.53	-7109.28	-7112.17	-7110.79	
uce-2193	-4393.59	-4394.16	-4394.09	-4393.82	-4394.65	
uce-2194	-5173.11	-5174.31	-5174.31	-5175.06	-5173.39	
uce-2195	-3196.16	-3189.88	-3189.99	-3189.99	-3191.02	
uce-2196	-4945.34	-4940.94	-4942.36	-4940.38	-4941.12	
uce-2198	-5103.12	-5103.74	-5106.06	-5105.11	-5103.85	
uce-220	-4804.45	-4804.51	-4805.12	-4804.19	-4804.66	
uce-2201	-5571.45	-5569.29	-5571.34	-5574.60	-5567.43	
uce-2202	-4397.47	-4398.17	-4402.33	-4400.21	-4396.32	
uce-2204	-2676.13	-2676.19	-2676.71	-2676.94	-2676.66	
uce-2205	-3560.63	-3558.00	-3560.42	-3559.75	-3557.84	
uce-2206	-3672.75	-3683.86	-3684.14	-3684.24	-3684.14	
uce-2208	-2310.64	-2317.13	-2322.84	-2323.22	-2316.79	
uce-2209	-4678.69	-4673.88	-4674.45	-4673.68	-4674.47	
uce-221	-3523.82	-3524.23	-3523.49	-3523.26	-3524.69	
uce-2211	-6663.84	-6662.76	-6666.39	-6665.17	-6662.08	
uce-2212	-6276.89	-6292.80	-6298.72	-6293.94	-6291.42	
uce-2213	-3034.80	-3028.41	-3034.50	-3034.39	-3027.97	
uce-2217	-1820.34	-1817.84	-1818.10	-1818.53	-1817.77	
uce-2219	-6875.05	-6873.24	-6873.19	-6875.90	-6873.71	
uce-222	-6119.14	-6113.28	-6116.55	-6116.24	-6111.37	
uce-2220	-4545.04	-4545.84	-4545.84	-4546.27	-4545.07	
uce-2222	-4115.73	-4116.38	-4118.34	-4115.41	-4116.85	
uce-2223	-4823.79	-4827.17	-4827.37	-4826.34	-4825.53	
uce-2224	-6762.15	-6757.40	-6762.55	-6762.36	-6755.54	
uce-2225	-6426.36	-6421.88	-6425.01	-6424.03	-6420.19	
uce-2226	-6726.08	-6731.72	-6732.81	-6733.82	-6732.29	
uce-2229	-1975.29	-1974.02	-1974.50	-1973.75	-1974.04	
uce-223	-5815.73	-5816.08	-5817.84	-5815.59	-5818.25	
uce-2230	-6135.86	-6133.24	-6136.36	-6132.37	-6137.94	
uce-2231	-5242.96	-5249.79	-5251.61	-5250.49	-5249.64	
uce-2233	-2840.65	-2844.75	-2845.12	-2844.90	-2844.20	
uce-2235	-5324.01	-5325.58	-5325.00	-5326.02	-5325.45	
uce-2238	-4775.25	-4773.54	-4773.26	-4772.58	-4771.56	
uce-2239	-5896.43	-5897.83	-5898.06	-5897.49	-5897.12	
uce-224	-6719.23	-6717.31	-6725.97	-6724.25	-6716.28	
uce-2243	-3382.55	-3391.08	-3390.92	-3392.34	-3392.26	
uce-2245	-4640.12	-4640.22	-4640.04	-4640.99	-4642.93	
uce-2246	-2718.09	-2718.48	-2718.42	-2719.12	-2718.70	
uce-2247	-4019.96	-4030.57	-4037.12	-4035.94	-4028.54	
uce-2248	-7673.70	-7680.50	-7681.15	-7681.75	-7679.65	
uce-225	-3177.05	-3167.78	-3168.37	-3167.29	-3167.74	
uce-2250	-5173.31	-5168.87	-5168.13	-5171.13	-5171.80	
uce-2251	-4959.81	-4957.83	-4960.25	-4959.99	-4958.33	
uce-2252	-3285.65	-3282.03	-3280.72	-3285.53	-3285.63	
uce-2253	-6596.62	-6593.17	-6598.46	-6597.28	-6591.82	
uce-2255	-5827.08	-5831.36	-5833.57	-5833.52	-5830.47	
uce-2256	-4994.24	-4991.47	-4993.04	-4992.51	-4990.99	
uce-2257	-6707.98	-6705.79	-6708.23	-6704.71	-6707.06	
uce-2259	-5454.98	-5450.82	-5453.90	-5452.62	-5449.67	
uce-2260	-4840.11	-4838.68	-4838.38	-4840.94	-4837.17	
uce-2261	-4692.64	-4698.38	-4700.43	-4698.56	-4701.07	
uce-2262	-1469.48	-1461.18	-1475.87	-1474.35	-1460.11	
uce-2263	-4080.79	-4085.87	-4087.31	-4085.77	-4085.97	
uce-2265	-7251.03	-7261.53	-7260.15	-7258.81	-7258.98	
uce-2266	-6024.11	-6020.97	-6027.40	-6026.08	-6019.45	
uce-2267	-6666.74	-6670.12	-6673.92	-6675.65	-6668.20	
uce-227	-7519.86	-7519.28	-7522.05	-7519.70	-7521.53	
uce-2270	-6043.98	-6044.76	-6054.55	-6053.78	-6043.58	
uce-2273	-3086.04	-3081.92	-3080.50	-3082.68	-3082.85	
uce-2274	-5622.01	-5631.46	-5631.41	-5633.71	-5628.91	
uce-2275	-3319.07	-3320.96	-3322.56	-3323.49	-3319.87	
uce-2276	-6424.89	-6422.80	-6422.12	-6423.78	-6424.51	
uce-2277	-4437.93	-4437.33	-4439.10	-4437.79	-4435.94	
uce-2278	-4765.34	-4767.02	-4766.63	-4767.61	-4767.42	
uce-2279	-4150.93	-4146.61	-4147.09	-4147.22	-4147.13	
uce-2282	-4325.48	-4316.58	-4319.92	-4318.72	-4316.04	
uce-2283	-4504.32	-4503.84	-4503.99	-4501.99	-4503.70	
uce-2284	-6397.97	-6409.03	-6421.99	-6419.60	-6408.09	
uce-2287	-5388.86	-5379.01	-5383.73	-5383.82	-5376.84	
uce-2288	-4334.75	-4326.90	-4326.86	-4326.52	-4327.10	
uce-2289	-2901.77	-2904.72	-2905.52	-2905.08	-2903.15	
uce-2291	-4850.92	-4848.36	-4846.36	-4851.76	-4852.20	
uce-2293	-1511.83	-1512.11	-1511.80	-1512.15	-1511.46	
uce-2294	-4014.38	-4010.91	-4010.39	-4010.66	-4009.44	
uce-2296	-7045.27	-7070.65	-7067.85	-7071.18	-7071.28	
uce-2297	-4058.94	-4062.47	-4061.57	-4062.86	-4063.01	
uce-2298	-8655.16	-8655.23	-8657.71	-8655.28	-8657.48	
uce-2299	-4287.60	-4293.38	-4292.70	-4293.22	-4293.31	
uce-23	-4245.03	-4240.25	-4241.69	-4242.44	-4239.78	
uce-230	-5102.02	-5099.91	-5099.85	-5101.70	-5101.72	
uce-2302	-4419.67	-4416.52	-4414.85	-4415.95	-4414.59	
uce-2303	-1805.06	-1805.08	-1804.98	-1805.74	-1805.47	
uce-2306	-3937.32	-3946.33	-3947.36	-3947.73	-3947.54	
uce-2308	-4082.39	-4079.40	-4081.53	-4082.58	-4078.32	
uce-2309	-4166.61	-4164.87	-4166.91	-4164.83	-4166.11	
uce-231	-6384.57	-6385.94	-6386.23	-6386.85	-6384.14	
uce-2310	-3931.66	-3937.87	-3940.72	-3941.06	-3937.36	
uce-2312	-4201.82	-4200.48	-4201.31	-4199.80	-4199.92	
uce-2313	-4610.19	-4612.35	-4611.92	-4613.37	-4613.42	
uce-2315	-3157.35	-3164.07	-3164.74	-3164.02	-3166.27	
uce-2319	-6081.62	-6083.93	-6082.81	-6082.71	-6083.64	
uce-232	-5011.88	-5009.15	-5012.39	-5013.85	-5009.41	
uce-2320	-3354.82	-3352.38	-3352.19	-3352.39	-3351.24	
uce-2321	-2246.49	-2248.42	-2249.08	-2248.81	-2246.97	
uce-2325	-2558.41	-2561.13	-2564.40	-2559.91	-2563.88	
uce-2326	-6877.48	-6889.93	-6891.54	-6890.85	-6888.43	
uce-2328	-3150.55	-3147.07	-3148.05	-3146.50	-3147.19	
uce-233	-3150.88	-3148.60	-3150.09	-3147.78	-3150.38	
uce-2331	-3708.99	-3706.96	-3707.64	-3707.36	-3706.17	
uce-2334	-4808.87	-4805.43	-4808.00	-4805.25	-4806.81	
uce-2335	-5784.28	-5785.18	-5786.57	-5784.93	-5785.52	
uce-2336	-3316.28	-3320.03	-3319.84	-3320.34	-3319.90	
uce-2338	-2745.81	-2742.64	-2743.41	-2743.90	-2743.05	
uce-234	-6470.91	-6468.99	-6468.92	-6471.63	-6473.01	
uce-2340	-3976.51	-3969.62	-3975.94	-3976.86	-3969.27	
uce-2341	-6081.06	-6080.91	-6083.12	-6080.33	-6081.89	
uce-2342	-3940.69	-3949.41	-3949.74	-3948.57	-3949.02	
uce-2344	-5057.37	-5049.62	-5051.70	-5048.43	-5052.44	
uce-2345	-4257.30	-4256.12	-4256.83	-4255.13	-4256.24	
uce-2346	-4824.36	-4818.90	-4822.40	-4822.07	-4818.66	
uce-2347	-5263.11	-5260.97	-5263.65	-5265.03	-5260.73	
uce-2349	-7423.73	-7423.48	-7426.28	-7427.68	-7424.57	
uce-235	-4830.65	-4830.50	-4833.66	-4830.98	-4834.04	
uce-2350	-4480.58	-4481.52	-4481.56	-4482.84	-4481.66	
uce-2352	-6181.69	-6177.50	-6182.17	-6179.53	-6176.09	
uce-2353	-6876.34	-6874.18	-6872.12	-6875.05	-6875.70	
uce-2356	-6129.03	-6120.06	-6120.82	-6119.80	-6120.72	
uce-2357	-6206.80	-6209.37	-6213.07	-6212.40	-6207.84	
uce-2358	-5301.10	-5302.78	-5308.88	-5307.41	-5301.13	
uce-2361	-4001.45	-4009.49	-4008.87	-4008.93	-4011.02	
uce-2365	-4036.96	-4038.67	-4042.80	-4041.00	-4037.42	
uce-2366	-6267.26	-6265.61	-6265.99	-6268.08	-6266.48	
uce-2367	-6583.14	-6590.45	-6591.29	-6594.72	-6589.35	
uce-2369	-5404.14	-5387.78	-5386.70	-5392.29	-5391.56	
uce-237	-2455.10	-2458.79	-2458.61	-2458.30	-2458.86	
uce-2370	-4783.99	-4790.78	-4792.55	-4792.81	-4789.41	
uce-2371	-2488.35	-2495.83	-2496.55	-2496.00	-2496.40	
uce-2372	-5493.81	-5494.28	-5495.24	-5495.07	-5493.33	
uce-2376	-4746.11	-4740.41	-4743.60	-4743.57	-4737.80	
uce-2377	-841.16	-847.96	-848.20	-847.99	-848.00	
uce-2378	-2905.08	-2907.06	-2906.93	-2907.04	-2907.50	
uce-2379	-4705.19	-4699.67	-4702.74	-4702.28	-4699.13	
uce-238	-4530.83	-4537.26	-4536.77	-4538.35	-4535.07	
uce-2380	-3336.45	-3334.39	-3342.73	-3340.99	-3333.50	
uce-2383	-3529.47	-3535.37	-3536.17	-3535.47	-3535.74	
uce-2384	-4536.06	-4534.34	-4536.99	-4534.65	-4534.96	
uce-2385	-6159.59	-6158.14	-6161.89	-6161.03	-6155.87	
uce-2386	-3231.09	-3225.01	-3230.90	-3224.07	-3226.99	
uce-2387	-7391.12	-7390.05	-7391.42	-7388.88	-7391.52	
uce-2388	-4658.55	-4643.26	-4646.49	-4646.45	-4642.53	
uce-2389	-2796.03	-2800.42	-2800.61	-2800.09	-2799.98	
uce-239	-4450.35	-4451.31	-4450.24	-4449.55	-4450.02	
uce-2392	-6071.43	-6072.18	-6071.54	-6072.35	-6071.98	
uce-2393	-6732.54	-6725.99	-6728.71	-6728.52	-6727.17	
uce-2395	-4902.92	-4901.52	-4904.71	-4905.35	-4901.07	
uce-2396	-6935.78	-6921.45	-6921.28	-6920.55	-6921.44	
uce-2397	-6576.36	-6568.54	-6575.34	-6574.68	-6568.19	
uce-2399	-3794.95	-3787.92	-3788.46	-3787.27	-3788.74	
uce-24	-6003.98	-6013.50	-6014.47	-6013.20	-6014.66	
uce-240	-1710.03	-1709.66	-1714.49	-1714.35	-1708.47	
uce-2400	-8811.90	-8805.36	-8807.21	-8804.51	-8805.64	
uce-2404	-5966.07	-5960.72	-5966.46	-5965.55	-5961.36	
uce-2406	-4264.95	-4262.38	-4263.56	-4262.16	-4262.48	
uce-2407	-2234.45	-2232.55	-2233.83	-2233.52	-2233.33	
uce-2409	-5441.16	-5434.81	-5435.66	-5436.58	-5433.39	
uce-241	-3671.51	-3666.12	-3666.67	-3666.51	-3665.65	
uce-2414	-4687.07	-4691.31	-4691.76	-4689.74	-4690.72	
uce-2415	-5493.69	-5495.92	-5498.79	-5497.90	-5494.18	
uce-2416	-4012.13	-4041.33	-4041.71	-4042.16	-4041.05	
uce-2417	-6486.36	-6483.96	-6483.50	-6485.35	-6484.03	
uce-2418	-5459.38	-5456.93	-5457.59	-5458.63	-5454.81	
uce-2419	-2799.77	-2798.31	-2798.86	-2798.15	-2798.98	
uce-242	-4764.39	-4777.54	-4779.11	-4781.73	-4775.76	
uce-2421	-7615.64	-7617.01	-7615.83	-7620.19	-7620.79	
uce-2422	-8779.31	-8784.88	-8785.89	-8783.79	-8784.61	
uce-2423	-4739.71	-4735.55	-4742.45	-4737.54	-4733.65	
uce-2427	-6379.48	-6383.49	-6387.46	-6386.85	-6382.66	
uce-243	-4257.06	-4247.19	-4256.64	-4256.06	-4245.47	
uce-2431	-6709.36	-6710.65	-6710.96	-6712.28	-6708.14	
uce-2432	-5270.91	-5272.73	-5272.75	-5272.76	-5271.75	
uce-2433	-3966.43	-3956.46	-3957.06	-3956.09	-3957.09	
uce-2435	-7623.21	-7626.04	-7626.94	-7627.70	-7627.95	
uce-2437	-4284.78	-4279.46	-4282.16	-4283.78	-4278.12	
uce-2438	-3843.22	-3851.34	-3850.26	-3854.52	-3852.99	
uce-2439	-4922.63	-4926.06	-4926.58	-4926.88	-4925.63	
uce-2441	-5398.82	-5388.88	-5392.99	-5391.44	-5388.55	
uce-2442	-4863.77	-4862.64	-4862.37	-4861.95	-4862.54	
uce-2444	-7257.49	-7256.33	-7256.77	-7255.28	-7256.74	
uce-2445	-2629.58	-2630.33	-2631.52	-2631.90	-2630.56	
uce-2446	-8114.91	-8122.42	-8131.34	-8132.64	-8119.97	
uce-2447	-4346.51	-4344.35	-4347.77	-4343.18	-4349.01	
uce-2448	-1667.08	-1667.81	-1667.29	-1668.56	-1669.14	
uce-245	-4163.97	-4162.21	-4161.85	-4162.31	-4161.02	
uce-2450	-4002.86	-4001.20	-4003.53	-4001.54	-4005.50	
uce-2451	-4645.98	-4647.85	-4647.12	-4648.87	-4650.13	
uce-2452	-4454.36	-4448.84	-4453.13	-4452.99	-4448.25	
uce-2453	-6495.47	-6493.84	-6494.40	-6492.71	-6491.88	
uce-2454	-3314.39	-3313.54	-3317.98	-3316.30	-3312.15	
uce-2455	-4538.05	-4528.33	-4527.74	-4527.51	-4528.17	
uce-2456	-4693.88	-4692.14	-4696.79	-4694.12	-4691.63	
uce-2457	-3927.83	-3931.83	-3931.24	-3930.50	-3932.30	
uce-2459	-2769.31	-2780.16	-2780.47	-2780.69	-2779.10	
uce-246	-5285.49	-5281.38	-5281.82	-5282.19	-5282.56	
uce-2461	-5588.31	-5590.01	-5590.05	-5592.19	-5591.86	
uce-2462	-6223.26	-6221.29	-6219.43	-6219.56	-6220.11	
uce-2464	-5748.06	-5757.45	-5759.54	-5758.27	-5757.74	
uce-2465	-6182.78	-6198.72	-6198.04	-6199.89	-6199.10	
uce-2466	-4904.85	-4900.90	-4901.89	-4903.02	-4902.70	
uce-2468	-6014.25	-6014.12	-6020.43	-6013.01	-6020.50	
uce-2469	-4770.37	-4770.08	-4773.41	-4773.11	-4769.74	
uce-2471	-6910.96	-6909.40	-6912.50	-6910.69	-6909.34	
uce-2472	-5841.53	-5835.35	-5834.73	-5837.58	-5836.22	
uce-2474	-1684.57	-1683.54	-1683.44	-1683.42	-1683.84	
uce-2475	-7984.92	-7986.78	-7989.68	-7989.32	-7987.28	
uce-2476	-6694.92	-6693.67	-6694.46	-6694.35	-6692.62	
uce-2478	-4782.18	-4793.58	-4792.92	-4794.78	-4793.69	
uce-248	-6427.23	-6440.21	-6444.00	-6444.62	-6438.16	
uce-2480	-7510.61	-7526.35	-7527.08	-7527.31	-7525.77	
uce-2482	-3083.88	-3082.50	-3082.14	-3082.14	-3082.01	
uce-2485	-5864.14	-5864.82	-5862.70	-5867.14	-5866.89	
uce-2486	-7602.70	-7593.94	-7594.12	-7596.85	-7592.95	
uce-2487	-7035.42	-7044.23	-7044.60	-7043.90	-7043.27	
uce-2488	-3678.78	-3691.78	-3692.57	-3694.15	-3691.34	
uce-2489	-5379.11	-5378.56	-5379.37	-5379.16	-5379.65	
uce-249	-3186.58	-3184.65	-3185.12	-3185.45	-3183.94	
uce-2498	-4588.58	-4577.58	-4579.90	-4578.83	-4578.56	
uce-25	-3656.95	-3654.18	-3654.51	-3655.29	-3655.76	
uce-2502	-2881.38	-2871.77	-2870.40	-2875.01	-2873.42	
uce-2503	-5069.52	-5055.39	-5060.16	-5060.29	-5053.94	
uce-2504	-5674.70	-5670.51	-5669.50	-5670.77	-5670.23	
uce-2505	-5419.62	-5418.91	-5421.75	-5421.21	-5418.68	
uce-2506	-4041.50	-4039.91	-4053.40	-4051.08	-4039.82	
uce-2507	-5513.31	-5517.61	-5518.29	-5515.69	-5516.22	
uce-2508	-2510.99	-2517.83	-2517.70	-2517.68	-2516.63	
uce-2509	-3933.25	-3930.62	-3930.55	-3930.08	-3929.78	
uce-251	-4154.26	-4149.01	-4148.22	-4149.69	-4150.46	
uce-2510	-4691.79	-4690.87	-4691.58	-4690.13	-4691.02	
uce-2511	-7506.64	-7501.60	-7501.97	-7501.83	-7502.29	
uce-2512	-4225.01	-4227.69	-4226.59	-4232.05	-4231.97	
uce-2514	-1710.70	-1715.36	-1715.49	-1715.33	-1715.17	
uce-2515	-3816.49	-3815.35	-3816.60	-3815.43	-3814.37	
uce-2516	-4906.24	-4901.66	-4901.85	-4901.24	-4900.79	
uce-2517	-8153.22	-8158.93	-8161.00	-8164.04	-8157.66	
uce-252	-3383.13	-3392.59	-3394.34	-3391.48	-3396.23	
uce-2521	-5636.05	-5644.79	-5645.34	-5645.38	-5645.98	
uce-2522	-8896.69	-8897.14	-8898.34	-8896.69	-8896.08	
uce-2525	-1895.52	-1900.92	-1900.62	-1901.02	-1901.10	
uce-2526	-6122.41	-6117.48	-6121.48	-6121.24	-6117.98	
uce-2529	-6646.88	-6647.71	-6647.30	-6647.46	-6648.11	
uce-253	-3835.55	-3834.14	-3835.79	-3835.38	-3833.84	
uce-2531	-3707.73	-3710.59	-3713.47	-3712.57	-3709.46	
uce-2533	-3633.80	-3633.45	-3632.34	-3632.51	-3634.24	
uce-2534	-4721.30	-4714.56	-4716.54	-4716.00	-4713.68	
uce-2537	-6907.40	-6910.32	-6912.77	-6914.84	-6909.80	
uce-2538	-1546.37	-1544.08	-1546.21	-1545.50	-1543.78	
uce-2539	-6608.68	-6606.00	-6605.15	-6605.04	-6607.71	
uce-254	-6228.87	-6229.24	-6230.85	-6228.64	-6232.33	
uce-2540	-4578.93	-4578.75	-4581.05	-4581.32	-4577.22	
uce-2541	-3102.70	-3100.55	-3100.74	-3100.03	-3099.87	
uce-2544	-2648.70	-2649.42	-2651.74	-2649.10	-2648.62	
uce-2545	-6486.02	-6476.01	-6479.52	-6478.82	-6477.98	
uce-2546	-4032.41	-4029.16	-4031.06	-4029.32	-4030.15	
uce-255	-6082.50	-6079.05	-6081.04	-6082.99	-6077.21	
uce-2550	-5933.72	-5937.06	-5944.61	-5937.43	-5945.18	
uce-2551	-4775.09	-4773.75	-4775.17	-4774.26	-4773.21	
uce-2552	-3644.53	-3642.46	-3642.60	-3643.85	-3643.81	
uce-2553	-5457.74	-5445.87	-5445.76	-5445.76	-5443.94	
uce-2558	-7312.50	-7316.23	-7315.20	-7314.62	-7314.22	
uce-2559	-7594.47	-7609.37	-7609.03	-7608.85	-7607.77	
uce-256	-4741.43	-4734.49	-4738.31	-4739.31	-4733.79	
uce-2560	-2437.34	-2440.02	-2438.03	-2439.38	-2439.07	
uce-2561	-4857.91	-4859.78	-4859.24	-4862.07	-4861.05	
uce-2563	-2206.54	-2210.37	-2210.89	-2210.85	-2210.15	
uce-2564	-7021.58	-7024.58	-7025.04	-7025.30	-7024.71	
uce-2565	-3422.64	-3420.49	-3419.77	-3423.72	-3422.83	
uce-2566	-3099.66	-3105.01	-3105.64	-3104.44	-3105.51	
uce-2569	-3377.22	-3376.93	-3381.70	-3375.97	-3381.82	
uce-257	-6061.57	-6055.28	-6054.43	-6055.12	-6055.34	
uce-2572	-3685.41	-3671.48	-3671.26	-3670.75	-3674.72	
uce-2573	-4039.28	-4043.80	-4043.80	-4045.27	-4042.53	
uce-2574	-4327.93	-4325.08	-4328.30	-4328.19	-4325.40	
uce-2575	-6209.74	-6211.91	-6212.55	-6213.91	-6211.94	
uce-2576	-7805.93	-7805.76	-7805.85	-7804.01	-7804.22	
uce-2577	-4302.76	-4298.70	-4300.75	-4300.12	-4297.91	
uce-2579	-3065.84	-3062.41	-3063.50	-3061.72	-3062.40	
uce-258	-6901.64	-6907.13	-6907.97	-6908.04	-6908.75	
uce-2582	-5490.85	-5491.50	-5492.03	-5492.73	-5493.12	
uce-2585	-4556.86	-4556.26	-4555.13	-4555.33	-4555.18	
uce-2586	-6802.92	-6807.09	-6808.01	-6810.75	-6806.78	
uce-2587	-1983.36	-1985.64	-1986.43	-1986.97	-1985.99	
uce-2589	-3258.70	-3258.88	-3258.03	-3260.30	-3259.00	
uce-2591	-4889.76	-4897.73	-4896.21	-4902.38	-4900.19	
uce-2592	-5014.33	-5013.21	-5016.10	-5012.88	-5013.84	
uce-2594	-1520.19	-1515.39	-1522.01	-1521.51	-1513.59	
uce-2595	-4327.49	-4326.85	-4327.92	-4327.07	-4328.17	
uce-2596	-2492.51	-2490.29	-2490.16	-2489.75	-2491.15	
uce-2598	-6170.77	-6169.75	-6169.84	-6169.94	-6169.48	
uce-2599	-3635.52	-3631.95	-3634.60	-3634.67	-3631.38	
uce-260	-5657.57	-5657.94	-5656.81	-5659.54	-5658.48	
uce-2600	-4551.73	-4551.43	-4550.80	-4552.41	-4549.99	
uce-2605	-4640.57	-4641.20	-4639.94	-4639.61	-4640.55	
uce-2609	-3742.96	-3752.94	-3756.39	-3753.27	-3753.69	
uce-261	-5090.18	-5081.60	-5082.87	-5083.61	-5080.90	
uce-2611	-6756.50	-6753.08	-6751.61	-6754.23	-6755.12	
uce-2612	-6757.97	-6752.80	-6757.42	-6755.75	-6752.30	
uce-2613	-3355.67	-3361.29	-3362.82	-3362.76	-3360.07	
uce-2614	-4007.94	-4003.95	-4003.33	-4002.80	-4003.59	
uce-2616	-7070.35	-7067.81	-7067.22	-7068.20	-7069.82	
uce-2618	-5362.08	-5373.55	-5374.48	-5375.10	-5372.59	
uce-2619	-6757.37	-6750.17	-6753.19	-6749.08	-6757.13	
uce-2620	-2559.55	-2558.44	-2558.06	-2558.59	-2558.07	
uce-2621	-5900.35	-5905.53	-5907.51	-5909.13	-5902.76	
uce-2623	-5818.23	-5817.22	-5818.73	-5816.28	-5814.78	
uce-2625	-5714.68	-5715.03	-5716.07	-5713.34	-5716.11	
uce-2628	-3778.14	-3777.13	-3778.20	-3779.43	-3776.79	
uce-263	-3622.64	-3620.87	-3620.92	-3621.04	-3619.59	
uce-2637	-3927.26	-3920.70	-3922.67	-3923.07	-3919.60	
uce-2638	-6063.48	-6062.95	-6063.96	-6061.97	-6063.29	
uce-2639	-3949.63	-3954.73	-3956.24	-3957.77	-3953.76	
uce-264	-3968.12	-3979.76	-3979.52	-3980.43	-3979.76	
uce-2642	-3275.87	-3283.14	-3283.77	-3285.66	-3283.10	
uce-2645	-5379.98	-5382.76	-5385.67	-5386.05	-5379.68	
uce-2646	-6617.94	-6622.65	-6623.50	-6624.11	-6622.36	
uce-2647	-5453.23	-5454.79	-5454.87	-5454.89	-5454.39	
uce-2648	-5850.33	-5854.51	-5853.10	-5852.96	-5854.54	
uce-2651	-4351.73	-4350.87	-4351.01	-4350.93	-4351.39	
uce-2655	-3605.60	-3598.51	-3602.17	-3601.44	-3597.10	
uce-2656	-3626.21	-3629.47	-3628.29	-3628.33	-3628.36	
uce-2657	-1868.37	-1868.75	-1869.22	-1869.25	-1869.15	
uce-2658	-5190.43	-5182.33	-5189.41	-5189.78	-5180.83	
uce-266	-7425.41	-7428.33	-7432.89	-7433.63	-7427.00	
uce-2662	-3974.08	-3984.08	-3983.63	-3986.13	-3986.57	
uce-2665	-4293.04	-4296.13	-4295.57	-4296.24	-4294.53	
uce-2667	-4324.03	-4320.55	-4325.00	-4321.84	-4319.35	
uce-2668	-6870.30	-6873.17	-6873.54	-6874.88	-6871.67	
uce-2670	-3304.65	-3304.93	-3304.89	-3304.22	-3304.73	
uce-2671	-4102.59	-4099.80	-4102.38	-4101.78	-4099.30	
uce-2674	-3141.93	-3140.65	-3143.16	-3140.29	-3143.76	
uce-2676	-5429.28	-5430.12	-5434.07	-5431.15	-5428.23	
uce-2677	-4270.61	-4268.60	-4268.48	-4269.24	-4268.48	
uce-2678	-6282.14	-6275.29	-6278.73	-6273.59	-6279.41	
uce-268	-7228.29	-7227.13	-7233.72	-7233.51	-7227.06	
uce-2680	-2654.01	-2653.57	-2653.32	-2652.38	-2654.22	
uce-2681	-5339.46	-5348.54	-5348.20	-5351.78	-5352.34	
uce-2682	-6219.56	-6230.23	-6236.45	-6236.30	-6230.27	
uce-2684	-4452.86	-4442.14	-4443.80	-4442.19	-4441.61	
uce-2687	-6101.68	-6107.20	-6107.55	-6107.88	-6108.21	
uce-2688	-3464.87	-3468.01	-3467.32	-3468.74	-3466.46	
uce-2689	-3783.59	-3797.63	-3800.79	-3800.24	-3796.83	
uce-269	-5763.28	-5762.28	-5765.25	-5764.13	-5761.31	
uce-2690	-6176.94	-6176.64	-6175.97	-6176.85	-6176.73	
uce-2693	-4187.37	-4185.30	-4187.88	-4185.43	-4184.28	
uce-2694	-5524.76	-5519.89	-5519.69	-5522.28	-5517.89	
uce-2697	-6245.17	-6242.69	-6245.35	-6241.89	-6242.64	
uce-2698	-2039.12	-2041.21	-2040.66	-2042.20	-2041.81	
uce-2699	-7062.96	-7062.00	-7063.35	-7063.21	-7060.46	
uce-27	-6480.10	-6480.89	-6479.89	-6481.30	-6480.58	
uce-2700	-7386.20	-7387.38	-7386.69	-7389.28	-7386.91	
uce-2703	-3877.49	-3885.44	-3888.30	-3888.84	-3883.97	
uce-2704	-8878.58	-8867.50	-8873.16	-8872.91	-8867.33	
uce-2707	-4771.86	-4769.58	-4769.60	-4768.94	-4768.25	
uce-2708	-2481.08	-2488.48	-2487.76	-2487.39	-2487.65	
uce-2710	-5435.08	-5436.72	-5438.11	-5437.62	-5437.19	
uce-2713	-5980.28	-5980.22	-5979.43	-5984.02	-5980.98	
uce-2714	-6196.37	-6202.95	-6203.10	-6203.46	-6202.59	
uce-2715	-3887.84	-3897.53	-3898.01	-3896.37	-3897.63	
uce-2716	-5921.26	-5913.75	-5915.20	-5915.83	-5915.29	
uce-2718	-8044.88	-8042.54	-8044.20	-8043.39	-8042.27	
uce-2719	-5784.61	-5785.25	-5786.43	-5785.50	-5784.66	
uce-2728	-4096.25	-4093.86	-4093.64	-4093.55	-4093.11	
uce-2729	-6326.66	-6333.64	-6332.96	-6334.12	-6335.11	
uce-273	-7220.00	-7214.37	-7214.76	-7217.19	-7216.97	
uce-2731	-4518.12	-4519.36	-4519.91	-4517.52	-4517.98	
uce-2732	-7469.88	-7471.76	-7471.87	-7473.13	-7471.62	
uce-2733	-5874.15	-5872.49	-5873.25	-5873.60	-5871.28	
uce-2734	-4501.39	-4507.83	-4506.40	-4510.19	-4511.89	
uce-2735	-5953.30	-5947.76	-5950.52	-5947.91	-5949.18	
uce-2736	-4378.48	-4377.22	-4381.05	-4376.80	-4375.46	
uce-2739	-4441.87	-4443.50	-4443.90	-4441.38	-4443.26	
uce-274	-4456.18	-4455.07	-4455.01	-4453.72	-4455.47	
uce-2740	-2797.09	-2799.74	-2801.50	-2797.53	-2802.02	
uce-2742	-4122.49	-4115.67	-4115.81	-4115.90	-4115.69	
uce-2745	-6684.00	-6684.70	-6685.55	-6683.76	-6687.67	
uce-2746	-7187.14	-7175.60	-7184.81	-7184.03	-7173.57	
uce-2748	-7123.65	-7126.14	-7126.75	-7130.40	-7125.85	
uce-2752	-2518.99	-2519.03	-2520.28	-2520.53	-2519.97	
