Locus	MEAN_COL_SCORE
uce-2538	1.000000	
uce-2539	0.951923	
uce-253	0.960289	
uce-2540	0.860724	
uce-2544	0.955631	
uce-2545	0.976153	
uce-2546	0.957627	
uce-254	0.928090	
uce-2550	0.960000	
uce-2551	0.953039	
uce-2552	0.965608	
uce-2553	0.957025	
uce-2558	0.919236	
uce-2559	0.920777	
uce-255	0.931034	
uce-2560	0.988095	
uce-2561	0.782443	
uce-2563	0.983607	
uce-2564	0.885159	
uce-2565	0.947500	
uce-2566	0.871287	
uce-2569	1.000000	
uce-256	0.997512	
uce-2572	0.922049	
uce-2573	0.939904	
uce-2574	0.955595	
uce-2575	0.946015	
uce-2576	0.827759	
uce-2577	0.990706	
uce-2579	0.919403	
uce-257	0.915746	
uce-2582	0.960187	
uce-2585	0.985330	
uce-2586	0.932476	
uce-2587	0.964539	
uce-2589	0.922360	
uce-258	0.983432	
uce-2591	0.976321	
uce-2592	0.839252	
uce-2594	0.930131	
uce-2595	0.958333	
uce-2596	0.935185	
uce-2598	0.990506	
uce-2599	0.951710	
uce-25	0.948077	
uce-2600	0.993031	
uce-2605	0.880478	
uce-2609	0.942771	
uce-260	0.950000	
uce-2611	0.991790	
uce-2612	0.952381	
uce-2613	0.888060	
uce-2614	0.965092	
uce-2618	0.853273	
uce-2619	0.813380	
uce-261	0.951747	
uce-2620	0.945338	
uce-2621	0.900000	
uce-2623	0.923541	
uce-2625	0.914894	
uce-2628	0.894366	
uce-2637	0.938808	
uce-2638	0.962898	
uce-2639	0.945415	
uce-263	0.967413	
uce-2642	0.947598	
uce-2645	0.929782	
uce-2646	0.829457	
uce-2647	0.944171	
uce-2648	0.836935	
uce-264	0.967930	
uce-2651	0.909910	
uce-2655	0.991453	
uce-2656	0.991843	
uce-2657	1.000000	
uce-2658	0.931408	
uce-2662	0.958225	
uce-2665	0.970856	
uce-2667	0.933232	
uce-266	0.967427	
uce-2670	0.968468	
uce-2671	0.941423	
uce-2674	0.961661	
uce-2676	0.933594	
uce-2677	0.989848	
uce-2678	0.965636	
uce-2680	0.857143	
uce-2681	0.995951	
uce-2682	0.983155	
uce-2684	0.879908	
uce-2687	0.930894	
uce-2688	0.950226	
uce-268	0.835777	
uce-2690	0.919142	
uce-2693	0.865248	
uce-2694	0.962064	
uce-2697	0.929360	
uce-2698	0.977169	
uce-2699	0.911985	
uce-269	0.957377	
uce-2700	0.882353	
uce-2701	0.982833	
uce-2703	0.968992	
uce-2704	0.917160	
uce-2707	0.959916	
uce-2708	0.995992	
uce-2710	0.924051	
uce-2713	0.924658	
uce-2714	0.988294	
uce-2716	0.946593	
uce-2718	0.959821	
uce-2719	0.994609	
uce-2729	0.703704	
uce-2731	0.992051	
uce-2732	0.919540	
uce-2733	0.973684	
uce-2734	0.945946	
uce-2735	0.931985	
uce-2736	0.977011	
uce-2739	0.867784	
uce-273	0.947781	
uce-2740	1.000000	
uce-2742	0.897485	
uce-2745	0.938294	
uce-2746	0.921708	
uce-2748	0.855872	
uce-274	0.945455	
uce-2752	0.975845	
uce-2753	0.888268	
uce-2754	0.985663	
uce-2755	0.924699	
uce-2757	0.968652	
uce-2758	0.979405	
uce-2762	0.933884	
uce-2763	0.939815	
uce-2765	0.881081	
uce-2766	0.905028	
uce-2767	0.972843	
uce-2768	0.948718	
uce-2769	0.986159	
uce-276	0.953376	
uce-2770	0.943038	
uce-2771	0.968051	
uce-2772	0.934211	
uce-2773	0.959924	
uce-2774	0.973435	
uce-2775	0.885813	
uce-2778	0.875878	
uce-277	0.884298	
uce-2780	0.813830	
uce-2781	0.869969	
uce-2782	0.924419	
uce-2784	0.993939	
uce-2785	0.960967	
uce-2788	0.940397	
uce-2789	0.915966	
uce-278	0.937908	
uce-2790	0.980349	
uce-2794	0.956647	
uce-2795	0.930328	
uce-2796	0.981162	
uce-2797	0.983221	
uce-279	0.947059	
uce-27	0.931095	
uce-2800	0.944356	
uce-2801	0.983539	
uce-2802	0.973631	
uce-2803	0.969407	
uce-2809	0.966887	
uce-280	0.991170	
uce-2810	0.932414	
uce-2811	0.969838	
uce-2814	0.988270	
uce-2816	0.970833	
uce-2817	0.960280	
uce-2818	0.792135	
uce-2821	0.939130	
uce-2823	0.973934	
uce-2825	0.956954	
uce-2827	0.989362	
uce-2828	0.830372	
uce-2831	0.911548	
uce-2833	0.869159	
uce-2834	0.834507	
uce-2835	0.942857	
uce-2837	0.956757	
uce-2840	0.992395	
uce-2841	0.973435	
uce-2842	0.906926	
uce-2843	0.947853	
uce-2844	0.923967	
uce-2846	0.949791	
uce-2847	0.962389	
uce-2848	0.950943	
uce-2849	0.934489	
uce-2851	0.967546	
uce-2853	0.947236	
uce-2856	0.955665	
uce-2857	0.955403	
uce-2858	0.814925	
uce-285	0.901499	
uce-2860	0.975560	
uce-2861	0.976000	
uce-2864	0.969005	
uce-2865	0.984733	
uce-2866	0.961783	
uce-2868	0.945770	
uce-2869	0.896552	
uce-286	0.896552	
uce-2870	0.992366	
uce-2874	0.982079	
uce-2875	0.927757	
uce-2877	0.874788	
uce-2878	0.976619	
uce-2879	0.934685	
uce-287	0.978078	
uce-2886	0.945652	
uce-2887	0.971223	
uce-2888	0.988201	
uce-2889	0.991886	
uce-288	0.930000	
uce-2890	0.968992	
uce-2892	0.962357	
uce-2893	0.843424	
uce-2895	0.875000	
uce-2896	0.937500	
uce-2897	0.813910	
uce-2899	0.946108	
uce-2901	0.814346	
uce-2903	0.897638	
uce-2905	0.960644	
uce-2907	0.923077	
uce-2908	0.940594	
uce-2909	0.977778	
uce-290	0.969925	
uce-2910	1.000000	
uce-2911	0.984410	
uce-2915	0.928444	
uce-2917	0.821229	
uce-291	1.000000	
uce-2920	0.906849	
uce-2921	0.925150	
uce-2922	0.976359	
uce-2923	0.972167	
uce-2924	0.964010	
uce-2925	0.931624	
uce-2926	0.886248	
uce-2927	0.922680	
uce-2928	0.904762	
uce-292	0.948800	
uce-2930	0.990000	
uce-2932	0.889831	
uce-2933	0.974603	
uce-2936	0.972067	
uce-2937	0.978947	
uce-2938	0.822368	
uce-2939	0.979540	
uce-2940	1.000000	
uce-2941	0.975709	
uce-2943	0.829004	
uce-294	0.967413	
uce-2952	0.918919	
uce-2953	0.900273	
uce-2954	0.955457	
uce-2955	0.990854	
uce-2958	0.860681	
uce-2959	0.909910	
uce-2962	0.945055	
uce-2963	0.900391	
uce-2964	1.000000	
uce-2965	0.956873	
uce-2966	0.955923	
uce-2968	0.973626	
uce-2969	0.882995	
uce-2970	1.000000	
uce-2971	0.947853	
uce-2973	0.966527	
uce-2975	0.965087	
uce-2976	0.922535	
uce-2978	0.884696	
uce-297	0.944035	
uce-2980	0.972665	
uce-2981	0.761134	
uce-2982	0.648387	
uce-2987	0.857343	
uce-298	0.995896	
uce-2991	0.951613	
uce-2992	0.962617	
uce-2994	1.000000	
uce-2995	0.891667	
uce-2997	0.955789	
uce-2998	0.996396	
uce-2999	0.976331	
uce-299	0.994764	
uce-29	0.987531	
uce-2	0.955485	
uce-3000	0.794872	
uce-3003	0.803213	
uce-3004	0.955083	
uce-3007	0.965318	
uce-3008	0.965084	
uce-3009	0.804196	
uce-300	0.918728	
uce-3010	0.946058	
uce-3011	0.992000	
uce-3013	0.951754	
uce-3014	0.909699	
uce-3016	0.945679	
uce-3018	0.833698	
uce-301	0.954098	
uce-3020	0.966805	
uce-3024	0.942308	
uce-3025	0.948515	
uce-3026	0.924242	
uce-3027	0.996198	
uce-3028	0.987374	
uce-3030	0.869565	
uce-3031	0.939739	
uce-3032	0.965714	
uce-3033	0.956835	
uce-3036	0.944079	
uce-3038	0.922636	
uce-3039	0.827907	
uce-3043	0.992647	
uce-3046	0.955007	
uce-3049	0.948812	
uce-3051	0.974537	
uce-3053	0.986667	
uce-3054	0.951754	
uce-3055	0.969605	
uce-3057	0.903808	
uce-3059	0.892802	
uce-305	0.936556	
uce-3060	0.968421	
uce-3061	0.790741	
uce-3062	0.911340	
uce-3065	0.888224	
uce-3067	0.965142	
uce-3068	0.889831	
uce-3069	0.914062	
uce-3070	0.933586	
uce-3071	0.959135	
uce-3073	0.944559	
uce-3074	0.966912	
uce-3075	0.926339	
uce-3077	0.964476	
uce-3078	0.955257	
uce-3079	0.932927	
uce-3081	0.881271	
uce-3082	0.916870	
uce-3083	0.944563	
uce-3084	0.885755	
uce-3085	0.965587	
uce-3086	0.928678	
uce-3089	0.981132	
uce-308	0.975510	
uce-3092	0.947080	
uce-3093	0.882022	
uce-3095	0.950000	
uce-3096	0.913793	
uce-3097	0.949919	
uce-3099	0.953935	
uce-309	0.943966	
uce-3100	0.933036	
uce-3101	0.948148	
uce-3104	0.980144	
uce-3105	0.940351	
uce-3106	0.955752	
uce-3109	0.965333	
uce-3110	0.965714	
uce-3111	0.968652	
uce-3113	0.925333	
uce-3114	0.963873	
uce-3115	0.736334	
uce-3116	0.961089	
uce-3117	0.890485	
uce-3121	0.968504	
uce-3122	0.903922	
uce-3124	0.984252	
uce-3126	0.940994	
uce-3129	0.971351	
uce-3130	0.914701	
uce-3131	0.935657	
uce-3134	0.934694	
uce-3135	0.967593	
uce-3137	0.941057	
uce-3138	0.940048	
uce-3139	0.970530	
uce-3140	0.959770	
uce-3141	1.000000	
uce-314	0.973134	
uce-3150	0.992481	
uce-3153	0.796537	
uce-3154	0.843956	
uce-3156	0.955595	
uce-3157	0.896761	
uce-3158	0.982353	
uce-3159	0.988304	
uce-315	0.859885	
uce-3160	0.881559	
uce-3163	0.757412	
uce-3166	0.984375	
uce-3167	0.810000	
uce-3170	0.873913	
uce-3174	0.731801	
uce-3175	0.664323	
uce-3178	0.869732	
uce-3179	0.980000	
uce-317	0.978125	
uce-3180	0.989518	
uce-3181	0.978836	
uce-3183	0.902622	
uce-3184	0.849421	
uce-3186	0.937870	
uce-3187	0.960000	
uce-3188	0.962963	
uce-3189	1.000000	
uce-318	0.944363	
uce-3191	0.952857	
uce-3193	0.937970	
uce-3196	0.938918	
uce-3199	0.904372	
uce-319	0.846000	
uce-3200	0.977320	
uce-3202	0.948229	
uce-3208	0.987402	
uce-320	0.985549	
uce-3211	0.991597	
uce-3212	0.793872	
uce-3213	0.966463	
uce-3214	0.889447	
uce-3215	0.974138	
uce-3217	0.955556	
uce-3219	0.908257	
uce-3222	0.872473	
uce-3223	0.980545	
uce-3224	1.000000	
uce-3225	0.875789	
uce-3227	0.904282	
uce-3228	0.982222	
uce-322	0.965854	
uce-3231	0.955720	
uce-3233	0.884034	
uce-3234	0.954545	
uce-3235	0.947939	
uce-3237	1.000000	
uce-3238	0.933649	
uce-3239	0.980226	
uce-323	0.957169	
uce-3241	0.896657	
uce-3242	0.942492	
uce-3243	0.918367	
uce-3244	0.938967	
uce-3246	0.866405	
uce-3247	0.973129	
uce-3248	0.985019	
uce-3249	0.916409	
uce-3251	0.993528	
uce-3252	0.979036	
uce-3257	0.927762	
uce-3258	0.953815	
uce-3259	0.978632	
uce-325	0.969444	
uce-3260	0.949749	
uce-3262	0.974085	
uce-3263	0.944862	
uce-3265	0.956386	
uce-3267	0.915285	
uce-326	0.950445	
uce-3273	0.900000	
uce-3274	0.956250	
uce-3276	0.939103	
uce-3277	1.000000	
uce-3279	0.946903	
uce-327	0.822581	
uce-3280	0.801170	
uce-3281	0.933673	
uce-3282	0.994937	
uce-3284	0.923488	
uce-3287	0.945896	
uce-3290	0.975078	
uce-3294	0.954286	
uce-3297	1.000000	
uce-3300	0.887352	
uce-3302	1.000000	
uce-3303	0.958955	
uce-3304	0.935368	
uce-3306	0.955923	
uce-3307	0.894737	
uce-3308	0.945386	
uce-3309	0.930470	
uce-330	0.932735	
uce-3310	0.963470	
uce-3312	0.972777	
uce-3313	0.934615	
uce-3314	0.988048	
uce-3316	0.921975	
uce-3317	0.992263	
uce-3318	0.978908	
uce-3319	0.934132	
uce-3320	0.992000	
uce-3322	0.865854	
uce-3323	0.984848	
uce-3324	0.980440	
uce-3326	0.952830	
uce-3327	0.966019	
uce-3330	0.898477	
uce-3331	0.944089	
uce-3332	0.919929	
uce-3333	0.928571	
uce-3334	1.000000	
uce-3335	0.877483	
uce-3336	0.955497	
uce-3337	0.965770	
uce-3338	0.939641	
uce-333	0.963716	
uce-3340	0.867804	
uce-3341	0.886054	
uce-3345	0.925501	
uce-3346	0.927126	
uce-3348	0.958525	
uce-3349	0.981481	
uce-334	0.973277	
uce-3350	0.962264	
uce-3352	0.930556	
uce-3353	0.942605	
uce-3354	1.000000	
uce-3355	0.974490	
uce-3356	0.944785	
uce-3358	0.965909	
uce-3359	0.973725	
uce-335	0.976445	
uce-3360	0.899240	
uce-3361	0.934625	
uce-3363	0.946281	
uce-3366	0.907621	
uce-3368	0.930556	
uce-3369	0.922849	
uce-336	0.889724	
uce-3371	0.889706	
uce-3373	0.902326	
uce-3376	0.960345	
uce-3377	0.945402	
uce-3378	0.928972	
uce-337	0.984683	
uce-3380	0.899796	
uce-3383	0.985765	
uce-3384	0.919021	
uce-3387	0.993610	
uce-338	0.966988	
uce-3392	0.936128	
uce-3394	0.985646	
uce-3398	0.910788	
uce-33	0.964587	
uce-3400	0.900467	
uce-3402	0.959100	
uce-3406	0.977273	
uce-3407	0.939577	
uce-3410	0.919271	
uce-3412	0.927835	
uce-3416	0.955725	
uce-3417	0.977839	
uce-3419	0.928058	
uce-3420	0.886228	
uce-3421	0.828571	
uce-3422	0.942922	
uce-3423	0.953964	
uce-3425	0.989505	
uce-3426	0.934911	
uce-3427	0.963964	
uce-3429	0.988679	
uce-342	1.000000	
uce-3430	0.853007	
uce-3432	0.983806	
uce-3434	0.967552	
uce-3436	0.969231	
uce-3439	0.940171	
uce-343	0.960644	
uce-3440	0.927739	
uce-3441	0.790323	
uce-3442	0.961481	
uce-3443	0.917548	
uce-3444	0.935294	
uce-3445	0.931090	
uce-3446	0.890220	
uce-3448	0.961336	
uce-3449	0.959391	
uce-344	0.991266	
uce-3451	0.840376	
uce-3452	0.935305	
uce-3454	0.921053	
uce-3455	0.863574	
uce-3456	0.898455	
uce-345	1.000000	
uce-3462	0.951374	
uce-3463	0.927856	
uce-3465	0.958084	
uce-3466	0.972056	
uce-3468	0.941748	
uce-3469	0.937360	
uce-346	0.967391	
uce-3470	0.971510	
uce-3471	0.945750	
uce-3473	0.916533	
uce-3475	0.910680	
uce-3476	0.961071	
uce-3479	0.926621	
uce-347	0.963280	
uce-3481	0.847826	
uce-3482	0.969466	
uce-3483	0.929688	
uce-3484	0.968992	
uce-3486	0.971963	
uce-3487	0.949602	
uce-3488	0.909091	
uce-348	0.994778	
uce-3490	0.889785	
uce-3492	0.978836	
uce-3493	0.962025	
uce-3494	0.841432	
uce-3497	0.969945	
uce-3499	0.903683	
uce-34	0.939173	
uce-3500	0.969072	
uce-3501	0.909320	
uce-3503	0.924180	
uce-3504	0.908012	
uce-3505	0.853896	
uce-350	0.968703	
uce-3512	0.944928	
uce-3514	0.917404	
uce-3515	0.909853	
uce-3516	0.932847	
uce-3517	1.000000	
uce-351	0.895480	
uce-3520	0.973602	
uce-3526	1.000000	
uce-3527	0.878437	
uce-3528	0.932331	
uce-3529	0.939130	
uce-352	0.727124	
uce-3530	0.982387	
uce-3531	0.896422	
uce-3532	0.936884	
uce-3533	0.915686	
uce-3535	0.906921	
uce-3538	0.988991	
uce-3539	0.965612	
uce-353	0.973180	
uce-3540	0.975342	
uce-3541	0.961600	
uce-3542	0.993789	
uce-3543	0.991620	
uce-3546	0.900662	
uce-3547	0.983019	
uce-3549	0.936430	
uce-3550	0.956303	
uce-3551	0.976253	
uce-3554	0.948347	
uce-3555	0.982857	
uce-3557	0.873618	
uce-3558	0.842723	
uce-3560	0.969014	
uce-3561	0.989796	
uce-3564	0.892694	
uce-3567	0.938224	
uce-3568	0.980556	
uce-3569	0.899772	
uce-3570	0.902156	
uce-3573	0.747681	
uce-3575	0.922840	
uce-357	0.921201	
uce-3580	0.947798	
uce-3581	0.981030	
uce-3582	0.987342	
uce-3583	0.915385	
uce-3584	0.927573	
uce-3585	0.959135	
uce-3586	0.953545	
uce-3587	0.853448	
uce-3588	0.960352	
uce-3589	0.947674	
uce-358	0.915757	
uce-3591	0.957746	
uce-3592	0.955882	
uce-3595	0.784114	
uce-3596	0.950640	
uce-3597	0.915119	
uce-3601	0.945990	
uce-3602	0.970827	
uce-3603	0.942553	
uce-3604	0.978648	
uce-3605	0.910204	
uce-3606	0.954902	
uce-3607	0.941704	
uce-3609	0.933862	
uce-360	0.710769	
uce-3610	0.901042	
uce-3613	0.970976	
uce-3614	0.993421	
uce-3616	0.994681	
uce-3619	0.853933	
uce-3622	0.977819	
uce-3623	0.917706	
uce-3625	0.902887	
uce-3627	0.971429	
uce-3628	0.983607	
uce-3629	0.956284	
uce-362	0.950495	
uce-3631	0.931507	
uce-3632	0.958042	
uce-3633	0.941176	
uce-3636	0.875576	
uce-3637	0.965164	
uce-3638	0.973913	
uce-3640	0.933241	
uce-3642	0.849057	
uce-3644	0.913333	
uce-3646	0.913621	
uce-3647	0.856397	
uce-3648	0.941176	
uce-3650	0.991170	
uce-3651	0.988406	
uce-3652	0.910584	
uce-3654	0.887324	
uce-3655	0.870330	
uce-3656	0.961039	
uce-3657	0.886740	
uce-3658	0.908184	
uce-3659	0.913706	
uce-365	0.956835	
uce-3660	0.958963	
uce-3661	0.949198	
uce-3662	0.917098	
uce-3664	0.901768	
uce-3666	0.946221	
uce-3667	0.984375	
uce-3668	0.977966	
uce-3669	0.963190	
uce-366	0.917722	
uce-3670	0.959786	
uce-3671	0.946644	
uce-3674	0.934010	
uce-3675	0.861284	
uce-3676	0.977987	
uce-3678	0.966667	
uce-367	0.986813	
uce-3680	0.941026	
uce-3681	0.994987	
uce-3682	0.946341	
uce-3683	0.930481	
uce-3687	0.912966	
uce-3688	0.995272	
uce-3689	0.922813	
uce-368	0.875000	
uce-3692	0.912664	
uce-3693	0.983471	
uce-3694	0.958932	
uce-3695	0.788091	
uce-3696	0.950617	
uce-3697	0.956731	
uce-3698	0.977987	
uce-3699	0.829982	
uce-36	0.973813	
uce-3701	0.977330	
uce-3702	0.959936	
uce-3703	0.829317	
uce-3704	0.903846	
uce-3709	0.933174	
uce-370	0.967014	
uce-3711	0.942004	
uce-3713	0.978793	
uce-3714	0.949367	
uce-3715	0.948052	
uce-3716	0.947552	
uce-3718	0.937330	
uce-371	1.000000	
uce-3720	0.936937	
uce-3722	0.917044	
uce-3723	0.949772	
uce-3724	0.851852	
uce-3725	0.963585	
uce-3728	0.871866	
uce-372	0.918216	
uce-3730	0.972274	
uce-3731	0.942130	
uce-3733	0.820253	
uce-3734	0.830671	
uce-3736	0.925573	
uce-3738	0.933835	
uce-373	0.986532	
uce-3740	0.934831	
uce-3741	0.835729	
uce-3742	0.992443	
uce-3743	0.958416	
uce-3744	0.947964	
uce-3746	1.000000	
uce-3747	0.966443	
uce-374	0.953488	
uce-3750	0.877358	
uce-3752	0.903846	
uce-3755	0.992565	
uce-3757	0.927361	
uce-3758	0.983755	
uce-3759	0.964583	
uce-3761	0.935950	
uce-3762	0.913514	
uce-3764	0.937107	
uce-3765	0.953488	
uce-3767	0.968023	
uce-3770	0.975258	
uce-3771	0.983696	
uce-3772	0.960744	
uce-3774	0.800808	
uce-3776	0.970395	
uce-3777	0.985169	
uce-3778	0.920424	
uce-377	0.966942	
uce-3783	0.925408	
uce-3785	0.992322	
uce-3786	0.980998	
uce-3788	0.953629	
uce-3789	0.948529	
uce-378	0.979943	
uce-3790	0.970312	
uce-3792	0.977654	
uce-3793	0.972569	
uce-3795	0.941368	
uce-3797	0.860324	
uce-3798	0.922197	
uce-3799	0.960152	
uce-3801	0.945714	
uce-3804	0.968379	
uce-3806	1.000000	
uce-3807	0.838323	
uce-3808	0.905405	
uce-380	0.969512	
uce-3810	0.992188	
uce-3812	0.901804	
uce-3813	0.952514	
uce-3814	0.972152	
uce-3815	0.822000	
uce-3817	1.000000	
uce-381	0.972561	
uce-3821	0.933486	
uce-3823	0.959497	
uce-3824	0.966790	
uce-3825	0.988669	
uce-3826	0.803324	
uce-3828	1.000000	
uce-3830	0.979667	
uce-3831	0.929336	
uce-3835	0.943787	
uce-3836	0.952909	
uce-3837	0.991071	
uce-383	0.951724	
uce-3842	0.890411	
uce-3843	0.874172	
uce-3845	0.950257	
uce-3847	0.967667	
uce-3849	0.990074	
uce-3850	0.982283	
uce-3851	0.914634	
uce-3852	0.987041	
uce-3853	0.991501	
uce-3854	0.865443	
uce-3856	0.925843	
uce-3857	0.938776	
uce-385	0.895161	
uce-3860	0.842520	
uce-3861	0.914634	
uce-3862	0.953252	
uce-3863	0.934783	
uce-3864	0.968338	
uce-3870	0.950472	
uce-3871	0.980800	
uce-3873	0.948960	
uce-3874	0.900990	
uce-3879	0.963250	
uce-3882	0.947075	
uce-3884	0.825397	
uce-3887	0.940610	
uce-388	0.977953	
uce-3890	0.943355	
uce-3891	0.981250	
uce-3892	0.922018	
uce-3893	0.973154	
uce-3894	0.895652	
uce-3895	0.939597	
uce-3896	0.904290	
uce-3897	0.965517	
uce-389	0.904587	
uce-38	0.900574	
uce-3900	0.892544	
uce-3901	0.933573	
uce-3902	0.912281	
uce-3903	1.000000	
uce-3904	0.963570	
uce-3905	0.956140	
uce-3906	0.986755	
uce-3907	0.922787	
uce-3909	0.994169	
uce-390	0.912568	
uce-3910	0.953488	
uce-3911	0.932773	
uce-3912	0.975831	
uce-3913	0.988950	
uce-3914	0.896000	
uce-3915	0.981723	
uce-3917	0.891182	
uce-3918	0.896063	
uce-3919	0.986384	
uce-3922	0.928889	
uce-3924	0.845144	
uce-3926	0.969613	
uce-3927	0.920635	
uce-3929	0.918534	
uce-392	0.968208	
uce-3930	0.933168	
uce-3931	0.931818	
uce-3932	0.968635	
uce-3933	0.955357	
uce-3936	0.962069	
uce-3937	0.917037	
uce-3938	0.963115	
uce-3939	0.907621	
uce-393	0.885481	
uce-3940	0.990385	
uce-3942	0.917840	
uce-3943	0.791809	
uce-3945	0.968750	
uce-394	0.925414	
uce-3950	0.922388	
uce-3957	0.786723	
uce-3958	0.980562	
uce-3959	0.960276	
uce-395	0.992565	
uce-3964	0.938462	
uce-3966	0.920335	
uce-3967	0.781915	
uce-3968	0.869748	
uce-3969	0.937669	
uce-396	0.827899	
uce-3970	0.759777	
uce-3973	0.920844	
uce-3975	0.950820	
uce-3976	0.889959	
uce-3978	0.955056	
uce-3981	1.000000	
uce-3982	0.981481	
uce-3984	0.966258	
uce-3987	0.989899	
uce-3988	0.862306	
uce-3989	0.904389	
uce-398	0.980707	
uce-3990	0.863085	
uce-3991	0.992509	
uce-3992	0.958101	
uce-3994	0.957407	
uce-3995	0.950339	
uce-3997	0.941558	
uce-3998	0.951027	
uce-3999	0.980769	
uce-3	0.941558	
uce-4000	0.877238	
uce-4001	0.966507	
uce-4003	1.000000	
uce-4004	0.853030	
uce-4005	0.982578	
uce-4007	0.962637	
uce-4008	0.953684	
uce-4009	0.858586	
uce-400	0.990909	
uce-4010	0.974000	
uce-4011	0.963039	
uce-4012	0.958984	
uce-4013	0.982456	
uce-4014	0.960825	
uce-4018	0.850575	
uce-401	0.931915	
uce-4020	0.963415	
uce-4021	0.953975	
uce-4022	0.969849	
uce-4023	0.956522	
uce-4024	0.966292	
uce-4025	0.962704	
uce-4026	0.943299	
uce-4027	0.734568	
uce-4028	0.935294	
uce-4033	0.956897	
uce-4035	0.988281	
uce-4036	0.776680	
uce-4038	0.940845	
uce-4039	0.869702	
uce-4042	0.964467	
uce-4044	1.000000	
uce-4045	0.844854	
uce-4046	0.864097	
uce-4049	0.990741	
uce-404	0.967374	
uce-4050	0.960613	
uce-4051	0.922857	
uce-4061	0.809365	
uce-4063	0.971074	
uce-4066	0.986667	
uce-4067	0.946950	
uce-4068	0.970183	
uce-4069	0.912195	
uce-406	0.972527	
uce-4071	0.918740	
uce-4072	0.960452	
uce-4075	0.923246	
uce-4076	0.990385	
uce-4077	0.961310	
uce-4078	0.989324	
uce-4079	0.974874	
uce-4080	0.950166	
uce-4081	0.962335	
uce-4082	0.869650	
uce-4086	0.960139	
uce-4088	0.948424	
uce-4089	0.950877	
uce-408	0.969620	
uce-4090	0.895238	
uce-4091	0.951456	
uce-4094	0.935798	
uce-4095	0.980306	
uce-4096	0.976532	
uce-4097	0.901487	
uce-4099	0.960573	
uce-4101	0.871981	
uce-4102	0.906780	
uce-4106	0.940994	
uce-4107	0.769231	
uce-4110	0.932489	
uce-4111	0.941392	
uce-4113	0.785223	
uce-4114	0.971678	
uce-4115	0.954545	
uce-4116	0.976090	
uce-4117	0.856725	
uce-4118	0.960061	
uce-4119	0.942786	
uce-411	0.969745	
uce-4122	0.979036	
uce-4124	0.965587	
uce-4128	0.948315	
uce-412	0.921348	
uce-4131	0.937309	
uce-4132	0.789575	
uce-4135	0.912698	
uce-4136	0.987132	
uce-413	0.946254	
uce-4140	0.965347	
uce-4141	0.900000	
uce-4143	0.979899	
uce-4146	0.893204	
uce-4147	0.949020	
uce-4151	0.884817	
uce-4154	0.954813	
uce-4155	0.975155	
uce-4157	0.908571	
uce-4159	0.994667	
uce-415	0.898449	
uce-4160	0.921296	
uce-4161	0.885246	
uce-4166	0.928826	
uce-4167	0.905433	
uce-4169	0.984293	
uce-416	0.968627	
uce-4170	0.970297	
uce-4171	0.981818	
uce-4172	0.956633	
uce-4173	0.921053	
uce-4174	0.895652	
uce-4175	0.945578	
uce-4176	0.836364	
uce-4178	0.958246	
uce-4179	0.859956	
uce-417	0.943314	
uce-4180	0.793774	
uce-4181	0.900778	
uce-4183	0.962329	
uce-4184	0.906582	
uce-4187	0.947991	
uce-4189	0.943574	
uce-418	0.981707	
uce-4190	0.973333	
uce-4192	0.978261	
uce-4195	0.982639	
uce-4198	0.864301	
uce-4199	0.984375	
uce-419	0.943005	
uce-41	0.984772	
uce-4200	0.854617	
uce-4201	0.953815	
uce-4202	0.955437	
uce-4205	0.891139	
uce-4206	0.958225	
uce-4207	0.981851	
uce-4208	0.914634	
uce-420	0.953030	
uce-4210	0.864789	
uce-4211	0.990361	
uce-4212	0.935010	
uce-4215	0.970856	
uce-4216	0.968750	
uce-4217	0.955224	
uce-421	0.929385	
uce-4220	0.994083	
uce-4222	0.953224	
uce-4223	0.917939	
uce-4224	0.925651	
uce-4225	0.946768	
uce-4227	0.968105	
uce-422	0.972155	
uce-4231	0.835010	
uce-4232	0.943452	
uce-4234	0.980080	
uce-4236	1.000000	
uce-4237	0.971537	
uce-4238	0.944257	
uce-4248	0.924198	
uce-4249	0.955857	
uce-424	0.955307	
uce-4250	0.985000	
uce-4254	0.948498	
uce-4256	0.943644	
uce-4258	0.901961	
uce-4259	0.822898	
uce-4261	0.903061	
uce-4263	0.979899	
uce-4264	0.986737	
uce-4265	0.944310	
uce-4267	0.755700	
uce-426	0.928571	
uce-4274	0.956140	
uce-4278	0.983165	
uce-4279	0.821596	
uce-4280	0.947020	
uce-4284	0.973022	
uce-4285	0.831429	
uce-4286	0.977547	
uce-4287	0.948582	
uce-4289	0.982143	
uce-4292	0.933333	
uce-4293	0.978788	
uce-4294	0.944154	
uce-4295	0.865699	
uce-42	0.899007	
uce-4300	1.000000	
uce-4301	0.985075	
uce-4302	0.982079	
uce-4303	0.951304	
uce-4304	0.996805	
uce-4305	0.979167	
uce-4308	1.000000	
uce-4309	0.874608	
uce-430	0.965726	
uce-4310	1.000000	
uce-4311	0.906475	
uce-4312	0.970213	
uce-4313	0.932489	
uce-4314	0.976303	
uce-4315	0.983819	
uce-4316	0.900804	
uce-4317	0.907534	
uce-4318	0.864542	
uce-431	0.890135	
uce-4320	0.946701	
uce-4323	0.893333	
uce-4324	0.884984	
uce-4325	0.930091	
uce-4327	0.944000	
uce-432	0.932743	
