Locus	MEAN_COL_SCORE
uce-242	0.925706	
uce-2431	0.921922	
uce-2432	0.967456	
uce-2433	0.985632	
uce-2435	0.940433	
uce-2437	0.925773	
uce-2438	0.841270	
uce-2439	0.905747	
uce-243	0.988743	
uce-2441	0.954442	
uce-2442	0.931034	
uce-2444	0.943452	
uce-2445	0.985994	
uce-2446	0.908940	
uce-2447	0.902985	
uce-2448	0.988950	
uce-2450	0.907975	
uce-2451	0.828496	
uce-2452	0.958237	
uce-2453	0.945545	
uce-2454	0.952756	
uce-2455	0.754072	
uce-2456	0.941667	
uce-2457	0.947541	
uce-2459	0.958478	
uce-245	0.952468	
uce-2461	0.841542	
uce-2462	0.808511	
uce-2464	0.932107	
uce-2465	0.948347	
uce-2466	0.966443	
uce-2468	0.863014	
uce-2469	0.801170	
uce-246	0.935802	
uce-2471	0.794020	
uce-2472	0.884007	
uce-2474	0.891429	
uce-2475	0.915254	
uce-2476	0.953177	
uce-2478	0.857645	
uce-2480	0.813953	
uce-2482	0.985981	
uce-2485	0.810277	
uce-2486	0.815443	
uce-2487	0.866913	
uce-2488	0.865320	
uce-2489	0.927619	
uce-248	0.948598	
uce-2498	0.879487	
uce-249	0.983539	
uce-24	0.931544	
uce-2502	0.980456	
uce-2503	0.910550	
uce-2504	0.822981	
uce-2505	0.923836	
uce-2506	0.957105	
uce-2507	0.881905	
uce-2508	1.000000	
uce-2509	0.975186	
uce-2510	0.949339	
uce-2511	0.934174	
uce-2512	0.975124	
uce-2514	0.961538	
uce-2515	0.937500	
uce-2516	0.979920	
uce-2517	0.880734	
uce-251	0.969365	
uce-2521	0.852575	
uce-2522	0.847692	
uce-2525	0.990868	
uce-2526	0.947200	
uce-2529	0.855918	
uce-252	0.968811	
uce-2531	0.934732	
uce-2533	0.954819	
uce-2534	0.886889	
uce-2537	0.898279	
uce-2538	1.000000	
uce-2539	0.919697	
uce-253	0.964413	
uce-2540	0.883117	
uce-2541	0.912134	
uce-2544	0.939929	
uce-2545	0.964861	
uce-2546	0.954639	
uce-254	0.928819	
uce-2550	0.928571	
uce-2551	0.893182	
uce-2552	0.940260	
uce-2553	0.979066	
uce-2558	0.864035	
uce-2559	0.927954	
uce-255	0.908345	
uce-2560	0.929245	
uce-2561	0.931990	
uce-2563	0.990323	
uce-2564	0.847222	
uce-2565	0.962217	
uce-2566	0.825279	
uce-2569	0.727536	
uce-256	0.969178	
uce-2572	0.957647	
uce-2573	0.958042	
uce-2574	0.943223	
uce-2575	0.863753	
uce-2576	0.818182	
uce-2577	0.984615	
uce-2579	0.895238	
uce-257	0.842262	
uce-2582	0.905530	
uce-2585	0.942342	
uce-2586	0.925180	
uce-2587	1.000000	
uce-2589	0.881696	
uce-258	0.955006	
uce-2591	0.957672	
uce-2592	0.987368	
uce-2594	0.839161	
uce-2595	0.872404	
uce-2596	0.958991	
uce-2598	0.934051	
uce-2599	0.928412	
uce-25	0.959032	
uce-2600	0.971168	
uce-2605	0.915464	
uce-2609	0.865443	
uce-260	0.942197	
uce-2611	0.980655	
uce-2612	0.923868	
uce-2613	0.980226	
uce-2614	0.866388	
uce-2616	0.965421	
uce-2618	0.853960	
uce-2619	0.862411	
uce-261	0.967128	
uce-2620	0.914966	
uce-2621	0.864078	
uce-2623	0.895582	
uce-2625	0.915873	
uce-2628	0.861765	
uce-2637	0.890090	
uce-2638	0.900787	
uce-2639	0.910230	
uce-263	0.947368	
uce-2642	0.928571	
uce-2645	0.926027	
uce-2646	0.971875	
uce-2647	0.964561	
uce-2648	0.944316	
uce-264	0.889353	
uce-2651	0.935766	
uce-2655	0.889831	
uce-2656	0.949511	
uce-2657	0.992366	
uce-2658	0.893720	
uce-2662	0.939560	
uce-2665	0.974315	
uce-2667	0.976667	
uce-2668	0.862069	
uce-266	0.927729	
uce-2670	0.938710	
uce-2671	0.901709	
uce-2674	0.964856	
uce-2676	0.868627	
uce-2677	0.958763	
uce-2678	0.878583	
uce-2680	0.868421	
uce-2681	0.976331	
uce-2682	0.939828	
uce-2684	0.887531	
uce-2687	0.912424	
uce-2688	0.928270	
uce-2689	0.972281	
uce-268	0.889561	
uce-2690	0.928455	
uce-2693	0.870027	
uce-2694	0.911302	
uce-2697	0.935268	
uce-2698	0.964052	
uce-2699	0.924710	
uce-269	0.959459	
uce-2700	0.811808	
uce-2703	NA	
uce-2704	0.919380	
uce-2707	0.942029	
uce-2708	0.979123	
uce-2710	0.811856	
uce-2713	0.885650	
uce-2714	0.907666	
uce-2715	0.934307	
uce-2716	0.943327	
uce-2718	0.832203	
uce-2719	0.942505	
uce-2728	0.868657	
uce-2729	0.745205	
uce-2731	NA	
uce-2732	0.904173	
uce-2733	0.819444	
uce-2734	0.710526	
uce-2735	0.900369	
uce-2736	0.942130	
uce-2739	0.832734	
uce-273	0.929461	
uce-2740	0.992157	
uce-2742	0.849057	
uce-2745	0.879371	
uce-2746	0.864078	
uce-2748	0.886905	
uce-274	0.936842	
uce-2752	0.991667	
uce-2753	0.801242	
uce-2754	0.969697	
uce-2755	0.920434	
uce-2757	0.932099	
uce-2758	0.979852	
uce-2762	0.968566	
uce-2763	0.922353	
uce-2765	0.872180	
uce-2766	0.868571	
uce-2767	0.948052	
uce-2768	0.870536	
uce-2769	0.955182	
uce-276	0.964706	
uce-2770	0.927342	
uce-2771	0.955385	
uce-2772	0.884514	
uce-2773	0.932119	
uce-2774	0.956000	
uce-2775	0.800363	
uce-2777	0.928401	
uce-2778	0.816770	
uce-277	0.963768	
uce-2780	0.856611	
uce-2781	0.892019	
uce-2782	0.901768	
uce-2784	0.976019	
uce-2785	0.910603	
uce-2788	0.941090	
uce-2789	0.898551	
uce-278	0.953488	
uce-2790	0.829832	
uce-2794	0.891304	
uce-2795	0.946903	
uce-2796	0.952066	
uce-2797	0.983819	
uce-279	0.890667	
uce-27	0.918969	
uce-2800	0.892922	
uce-2801	0.940828	
uce-2802	0.969499	
uce-2803	0.945205	
uce-2809	0.948960	
uce-280	0.940532	
uce-2810	0.886866	
uce-2811	0.952183	
uce-2812	0.869725	
uce-2814	0.963255	
uce-2816	0.909853	
uce-2817	0.973988	
uce-2818	0.926136	
uce-2821	0.865942	
uce-2823	0.935543	
uce-2825	0.944079	
uce-2827	0.988372	
uce-2828	0.921474	
uce-2831	0.851765	
uce-2833	0.801242	
uce-2834	0.910891	
uce-2835	0.924812	
uce-2837	0.870775	
uce-2839	0.941406	
uce-2840	0.907489	
uce-2841	0.958409	
uce-2842	0.888128	
uce-2843	0.925000	
uce-2844	0.846287	
uce-2846	NA	
uce-2847	0.941834	
uce-2848	0.952830	
uce-2849	0.879684	
uce-2851	0.924528	
uce-2853	0.902439	
uce-2856	0.944518	
uce-2857	0.817204	
uce-2858	0.767974	
uce-285	NA	
uce-2860	0.912568	
uce-2861	0.970588	
uce-2864	0.666151	
uce-2865	0.986989	
uce-2866	0.955466	
uce-2868	0.967742	
uce-2869	0.944238	
uce-286	0.927711	
uce-2870	0.970660	
uce-2874	0.967033	
uce-2875	0.889720	
uce-2877	0.863698	
uce-2878	0.919380	
uce-2879	0.866126	
uce-287	0.975232	
uce-2886	0.964912	
uce-2887	0.959528	
uce-2888	0.945183	
uce-2889	0.929701	
uce-288	0.851906	
uce-2890	0.962963	
uce-2892	0.948187	
uce-2893	0.881188	
uce-2895	0.852332	
uce-2896	0.859494	
uce-2897	0.901893	
uce-2899	0.954902	
uce-2901	0.907468	
uce-2903	0.913399	
uce-2905	0.868750	
uce-2907	0.823171	
uce-2908	0.863753	
uce-2909	0.957447	
uce-290	0.921456	
uce-2910	0.954918	
uce-2911	0.995381	
uce-2915	0.928926	
uce-2917	0.813528	
uce-291	0.975000	
uce-2920	0.847518	
uce-2921	0.937063	
uce-2922	0.987879	
uce-2923	0.980040	
uce-2924	0.905512	
uce-2925	0.925319	
uce-2926	0.919861	
uce-2927	0.873984	
uce-2928	0.811816	
uce-292	0.930142	
uce-2930	1.000000	
uce-2932	NA	
uce-2933	0.978610	
uce-2936	0.976261	
uce-2937	0.927195	
uce-2938	0.895833	
uce-2939	0.929545	
uce-2940	0.982609	
uce-2941	0.869888	
uce-2943	0.851441	
uce-294	0.984314	
uce-2952	0.880907	
uce-2953	0.935578	
uce-2954	0.845501	
uce-2955	0.990506	
uce-2958	0.809836	
uce-2959	0.862295	
uce-2962	0.853403	
uce-2963	0.924855	
uce-2964	1.000000	
uce-2965	0.943953	
uce-2966	0.808194	
uce-2968	0.763466	
uce-2969	0.822047	
uce-2971	0.979239	
uce-2973	0.965657	
uce-2975	0.923483	
uce-2976	1.000000	
uce-2978	0.898420	
uce-297	0.975078	
uce-2980	0.961140	
uce-2981	0.938356	
uce-2982	0.877193	
uce-2987	0.833777	
uce-298	0.988608	
uce-2991	0.930470	
uce-2992	0.912451	
uce-2994	0.990698	
uce-2995	0.820000	
uce-2997	0.942184	
uce-2998	0.986418	
uce-2999	0.989451	
uce-299	0.944611	
uce-29	0.978102	
uce-2	0.965870	
uce-3000	0.761404	
uce-3003	0.822086	
uce-3004	0.893939	
uce-3007	0.827014	
uce-3008	0.971242	
uce-3009	0.872861	
uce-300	0.909427	
uce-3010	0.911712	
uce-3011	0.950266	
uce-3013	0.958159	
uce-3014	0.902755	
uce-3016	0.923434	
uce-3018	0.895487	
uce-301	0.968354	
uce-3020	0.974265	
uce-3024	0.977273	
uce-3025	0.910973	
uce-3026	0.893382	
uce-3027	0.990625	
uce-3028	0.907240	
uce-3030	0.915033	
uce-3031	0.874618	
uce-3032	0.968037	
uce-3033	0.934605	
uce-3036	0.802974	
uce-3038	0.822917	
uce-3039	0.760518	
uce-3043	0.982935	
uce-3046	0.949315	
uce-3049	0.935728	
uce-3050	0.951724	
uce-3051	0.903704	
uce-3053	0.927052	
uce-3054	0.924812	
uce-3055	0.944369	
uce-3057	0.836893	
uce-3058	0.932927	
uce-3059	0.856678	
uce-305	0.971204	
uce-3060	0.930556	
uce-3061	0.860870	
uce-3062	0.896476	
uce-3065	0.939655	
uce-3067	0.960373	
uce-3068	0.917391	
uce-3069	0.766949	
uce-3070	0.927505	
uce-3071	0.850000	
uce-3073	0.855124	
uce-3074	0.969743	
uce-3075	0.956284	
uce-3077	0.912434	
uce-3078	0.881557	
uce-3079	0.966443	
uce-3081	0.905132	
uce-3082	0.975069	
uce-3083	0.943052	
uce-3084	0.910078	
uce-3085	0.953668	
uce-3086	0.846890	
uce-3089	0.959239	
uce-308	0.951220	
uce-3092	0.958261	
uce-3093	0.937500	
uce-3095	0.952234	
uce-3096	0.898990	
uce-3097	0.954849	
uce-3099	0.922581	
uce-309	0.936663	
uce-3100	0.930754	
uce-3101	NA	
uce-3104	0.938069	
uce-3105	0.837313	
uce-3106	0.805439	
uce-3109	0.980854	
uce-3110	0.966732	
uce-3111	0.961415	
uce-3113	0.950530	
uce-3114	0.942544	
uce-3115	0.882514	
uce-3116	0.878136	
uce-3117	0.935065	
uce-3121	0.700348	
uce-3122	0.950847	
uce-3124	0.926829	
uce-3126	0.928571	
uce-3129	0.973646	
uce-3130	0.937778	
uce-3131	0.942408	
uce-3134	0.944330	
uce-3135	0.975610	
uce-3137	0.907869	
uce-3138	0.836323	
uce-3139	0.939394	
uce-3140	0.980066	
uce-3141	0.981383	
uce-314	0.985075	
uce-3150	0.819672	
uce-3153	0.980296	
uce-3154	0.932280	
uce-3156	0.938628	
uce-3157	0.809322	
uce-3158	0.978723	
uce-3159	0.975560	
uce-315	0.934560	
uce-3160	0.825421	
uce-3161	0.887006	
uce-3163	0.721106	
uce-3166	0.986842	
uce-3167	0.909814	
uce-3170	0.894366	
uce-3174	0.831633	
uce-3175	0.930233	
uce-3177	0.956250	
uce-3178	0.925214	
uce-3179	0.949627	
uce-317	0.975138	
uce-3180	0.955603	
uce-3181	0.917379	
uce-3183	0.893939	
uce-3184	0.896175	
uce-3185	0.941781	
uce-3186	0.895377	
uce-3187	0.979592	
uce-3188	0.948012	
uce-3189	1.000000	
uce-318	0.961810	
uce-3191	0.919831	
uce-3193	0.841017	
uce-3196	0.917323	
uce-3199	0.898601	
uce-319	0.895204	
uce-3200	0.961014	
uce-3202	0.920110	
uce-3208	0.965699	
uce-320	0.981959	
uce-3211	0.995098	
uce-3212	0.738764	
uce-3213	0.968153	
uce-3214	0.848101	
uce-3215	0.794271	
uce-3217	0.861925	
uce-3219	0.785211	
uce-3222	0.849840	
uce-3223	0.952652	
uce-3224	1.000000	
uce-3225	0.895349	
uce-3227	0.905242	
uce-3228	0.891892	
uce-322	0.949672	
uce-3231	0.920680	
uce-3233	0.942418	
uce-3234	0.964286	
uce-3235	0.788235	
uce-3237	1.000000	
uce-3238	0.944272	
uce-3239	0.981481	
uce-323	0.955631	
uce-3241	0.844037	
uce-3242	0.921569	
uce-3243	0.936842	
uce-3244	0.958763	
uce-3246	0.882943	
uce-3247	0.952891	
uce-3248	0.837349	
uce-3249	0.850340	
uce-3251	1.000000	
uce-3252	0.958333	
uce-3257	0.902135	
uce-3258	0.905660	
uce-3259	0.841300	
uce-325	0.981187	
uce-3260	0.933333	
uce-3262	NA	
uce-3263	0.925764	
uce-3264	0.907591	
uce-3265	0.986159	
uce-3267	0.866928	
uce-326	0.964048	
uce-3273	0.911628	
uce-3274	0.888889	
uce-3276	0.849858	
uce-3277	0.975884	
uce-3279	0.950324	
uce-327	0.868941	
uce-3280	0.921635	
uce-3281	0.876404	
uce-3282	0.962598	
uce-3284	0.913253	
uce-3287	0.907648	
uce-3290	0.925676	
uce-3291	0.994220	
uce-3294	0.944144	
uce-3297	0.932367	
uce-3300	0.812977	
uce-3302	1.000000	
uce-3303	0.914077	
uce-3304	0.750000	
uce-3306	0.954955	
uce-3307	0.906511	
uce-3308	0.970588	
uce-3309	0.861386	
uce-330	0.956026	
uce-3310	0.971989	
uce-3312	0.910420	
uce-3313	0.924000	
uce-3314	0.883772	
uce-3316	0.862442	
uce-3317	0.971993	
uce-3318	0.975236	
uce-3319	0.873853	
uce-3320	0.938525	
uce-3322	0.939189	
uce-3323	0.907104	
uce-3324	0.964497	
uce-3326	0.888258	
uce-3327	0.874552	
uce-3329	0.966667	
uce-3330	0.876676	
uce-3331	0.929487	
uce-3332	0.806154	
uce-3333	0.885922	
uce-3334	0.938190	
uce-3335	0.869792	
uce-3336	0.950549	
uce-3337	0.942211	
uce-3338	0.938038	
uce-333	0.882948	
uce-3340	0.844398	
uce-3341	0.896285	
uce-3345	0.915966	
uce-3346	0.966140	
uce-3348	0.834550	
uce-3349	0.980609	
uce-334	0.989086	
uce-3350	0.905045	
uce-3352	0.992701	
uce-3353	0.904959	
uce-3354	0.952000	
uce-3355	0.903166	
uce-3356	0.942337	
uce-3358	0.868571	
uce-3359	0.906154	
uce-335	0.882122	
uce-3360	0.841683	
uce-3361	0.930672	
uce-3363	0.953935	
uce-3366	0.955607	
uce-3368	0.870748	
uce-3369	0.959233	
uce-336	0.957547	
uce-3371	0.908180	
uce-3373	0.933858	
uce-3376	0.904600	
uce-3377	0.971939	
uce-3378	0.828947	
uce-3379	1.000000	
uce-337	0.971698	
uce-3380	0.841912	
uce-3383	0.985075	
uce-3384	0.922559	
uce-3387	0.885417	
uce-338	0.936975	
uce-3392	0.847145	
uce-3394	0.951493	
uce-3398	0.878860	
uce-33	0.970032	
uce-3400	0.953968	
uce-3402	0.902609	
uce-3406	0.985401	
uce-3407	0.874539	
uce-3410	0.889474	
uce-3412	0.944708	
uce-3416	0.951760	
uce-3417	0.916854	
uce-3419	0.918469	
uce-3420	0.891813	
uce-3421	0.934726	
uce-3422	0.961039	
uce-3423	0.922693	
uce-3425	0.981869	
uce-3426	0.993103	
uce-3427	0.983129	
uce-3429	0.970149	
uce-342	0.984743	
uce-3430	0.828810	
uce-3432	0.919840	
uce-3434	0.974227	
uce-3436	0.931260	
uce-3439	0.887205	
uce-343	0.980803	
uce-3440	0.841975	
uce-3441	0.855228	
uce-3442	0.933066	
uce-3443	0.914449	
uce-3444	0.947475	
uce-3445	0.865530	
uce-3446	0.913978	
uce-3448	0.886792	
uce-3449	0.938303	
uce-344	0.979167	
uce-3451	0.874725	
uce-3452	0.959677	
uce-3454	0.891960	
uce-3455	0.862411	
uce-3456	0.893258	
uce-345	0.983573	
uce-3462	0.966480	
uce-3463	0.913319	
uce-3465	0.935310	
uce-3466	0.955414	
uce-3468	0.919275	
uce-3469	0.935818	
uce-346	0.925926	
uce-3470	0.846797	
uce-3471	0.918877	
uce-3473	0.961612	
uce-3475	0.935018	
uce-3476	0.988180	
uce-3479	0.907692	
uce-347	0.940281	
uce-3481	0.895652	
uce-3482	0.956522	
uce-3483	0.749469	
uce-3484	0.964876	
uce-3486	0.951435	
uce-3487	0.950935	
uce-3488	0.931298	
uce-348	0.985401	
uce-3490	0.789969	
uce-3492	0.988484	
uce-3493	0.938462	
uce-3494	0.830049	
uce-3497	0.875289	
uce-3499	0.973761	
uce-34	0.962594	
uce-3500	0.935484	
uce-3501	0.932432	
uce-3503	0.953437	
uce-3504	0.974315	
uce-3505	0.825243	
uce-350	0.930398	
uce-3512	0.899743	
uce-3514	0.909582	
uce-3515	0.901210	
uce-3516	0.938356	
uce-3517	1.000000	
uce-351	0.964029	
uce-3520	0.935652	
uce-3526	0.911197	
uce-3527	0.865583	
uce-3528	0.922401	
uce-3529	0.867188	
uce-352	0.851852	
uce-3530	0.947664	
uce-3531	0.796460	
uce-3532	0.880000	
uce-3533	0.897004	
uce-3535	0.908356	
uce-3538	0.895137	
uce-3539	0.890392	
uce-353	0.953216	
uce-3540	0.925373	
uce-3541	0.962109	
uce-3542	0.981595	
uce-3543	0.969571	
uce-3546	0.944724	
uce-3547	0.987552	
uce-3549	0.941026	
uce-3550	0.915730	
uce-3551	0.885856	
uce-3554	0.762745	
uce-3555	0.969369	
uce-3557	0.855292	
uce-3558	0.906627	
uce-3560	0.904884	
uce-3561	0.987179	
uce-3564	0.818359	
uce-3567	0.878296	
uce-3568	0.897820	
uce-3569	0.942928	
uce-3570	0.792537	
uce-3571	1.000000	
uce-3573	0.917508	
uce-3575	0.868771	
uce-357	0.867572	
uce-3580	0.745399	
uce-3581	0.971391	
uce-3582	0.960563	
uce-3583	0.941292	
uce-3584	0.897098	
uce-3585	0.965591	
uce-3586	0.931694	
uce-3587	0.888199	
uce-3588	0.939086	
uce-3589	0.871166	
uce-358	0.950000	
uce-3591	0.767442	
uce-3592	0.879167	
uce-3595	0.899061	
uce-3596	0.944664	
uce-3597	0.823656	
uce-3600	0.965517	
uce-3601	0.908964	
uce-3602	0.961360	
uce-3603	0.858586	
uce-3604	0.907121	
uce-3605	0.947598	
uce-3606	0.854317	
uce-3607	0.952303	
uce-3609	0.939326	
uce-360	0.901515	
uce-3610	0.927632	
uce-3613	0.944000	
uce-3614	0.990354	
uce-3616	0.995037	
uce-3619	0.937143	
uce-3622	0.897623	
uce-3623	0.933775	
uce-3625	0.891765	
uce-3627	0.940000	
uce-3628	0.945355	
uce-3629	0.944591	
uce-362	0.955932	
uce-3630	0.879699	
uce-3631	0.921801	
uce-3632	0.898438	
uce-3633	0.883392	
uce-3636	0.823009	
uce-3637	0.935829	
uce-3638	0.981964	
uce-3640	0.892962	
uce-3642	0.921053	
uce-3644	0.851266	
uce-3646	0.761494	
uce-3647	0.934625	
uce-3648	0.945283	
uce-3650	0.936620	
uce-3651	0.989276	
uce-3652	0.904959	
uce-3654	0.855263	
uce-3655	0.870283	
uce-3656	0.924020	
uce-3657	0.672414	
uce-3658	0.897603	
uce-3659	0.961957	
uce-365	0.940945	
uce-3660	0.894737	
uce-3661	0.938424	
uce-3662	0.847341	
uce-3664	0.793907	
uce-3666	0.916139	
uce-3667	0.964602	
uce-3668	0.985197	
uce-3669	0.965909	
uce-366	0.936556	
uce-3670	0.936111	
uce-3671	0.950843	
uce-3674	0.942105	
uce-3675	0.792829	
uce-3676	0.961905	
uce-3678	0.967078	
uce-367	0.949731	
uce-3680	0.870270	
uce-3681	0.929224	
uce-3682	0.917714	
uce-3683	0.906593	
uce-3687	0.962121	
uce-3688	0.967811	
uce-3689	0.907718	
uce-368	0.860034	
uce-3692	0.952381	
uce-3693	0.992167	
uce-3694	0.933962	
uce-3695	0.865342	
uce-3696	0.946708	
uce-3697	0.935282	
uce-3698	0.874092	
uce-3699	0.876768	
uce-36	0.970588	
uce-3701	0.949886	
uce-3702	0.944356	
uce-3703	0.864807	
uce-3704	0.734021	
uce-3707	0.879650	
uce-3709	0.800745	
uce-370	0.977456	
uce-3711	0.889313	
uce-3713	0.947994	
uce-3714	0.947977	
uce-3715	0.900826	
uce-3716	0.960993	
uce-3718	0.952247	
uce-371	1.000000	
uce-3720	0.948640	
uce-3722	0.943005	
uce-3723	0.906250	
uce-3724	0.981387	
uce-3725	0.950769	
uce-3728	0.767624	
uce-372	0.932174	
uce-3730	0.968064	
uce-3731	0.929314	
uce-3733	0.875346	
uce-3734	0.888179	
uce-3736	0.851711	
uce-3738	0.910256	
uce-373	0.944984	
uce-3740	0.930493	
uce-3741	0.888889	
uce-3742	0.973970	
uce-3743	0.932806	
uce-3744	0.941667	
uce-3746	1.000000	
uce-3747	NA	
uce-374	0.844854	
uce-3750	0.978947	
uce-3752	0.887828	
uce-3755	0.881543	
uce-3757	0.873926	
uce-3758	0.954861	
uce-3759	0.955257	
uce-3761	0.955032	
uce-3762	0.807163	
uce-3764	0.860759	
uce-3765	0.975155	
uce-3767	0.923944	
uce-3770	0.852227	
uce-3771	0.980122	
uce-3772	0.858012	
uce-3774	0.902486	
uce-3776	0.963585	
uce-3777	0.862745	
uce-3778	0.950437	
uce-377	0.959184	
uce-3783	0.983133	
uce-3785	0.944625	
uce-3786	0.942643	
uce-3788	0.905482	
uce-3789	0.963380	
uce-378	0.986154	
uce-3790	0.969055	
uce-3792	0.945493	
uce-3793	0.942029	
uce-3795	0.927083	
uce-3797	0.915401	
uce-3798	0.881119	
uce-3799	0.940133	
uce-3801	1.000000	
uce-3804	0.964706	
uce-3806	0.957983	
uce-3807	NA	
uce-3808	0.843230	
uce-380	0.968944	
uce-3810	0.981333	
uce-3811	0.934701	
uce-3812	0.922018	
uce-3813	0.961995	
uce-3814	0.881402	
uce-3815	0.875776	
uce-3817	0.981481	
uce-381	0.967085	
uce-3821	0.945824	
uce-3823	0.878740	
uce-3824	0.967153	
uce-3825	1.000000	
uce-3826	0.848485	
uce-3828	0.941176	
uce-3830	0.973523	
uce-3831	0.890269	
uce-3835	0.895522	
uce-3836	0.887665	
uce-3837	0.990000	
uce-383	NA	
uce-3842	0.852941	
uce-3843	0.886957	
uce-3845	1.000000	
uce-3847	0.962877	
uce-3849	0.870130	
uce-3850	0.977193	
uce-3851	0.920596	
uce-3852	0.981092	
uce-3853	0.990991	
uce-3854	0.799363	
uce-3856	NA	
uce-3857	0.923077	
uce-3859	0.934959	
uce-385	0.939683	
uce-3860	0.854077	
uce-3861	0.866667	
uce-3862	0.918406	
uce-3863	0.886199	
uce-3864	0.949333	
uce-3870	0.921700	
uce-3871	0.902857	
uce-3873	0.925996	
uce-3874	0.870000	
uce-3879	0.932660	
uce-3882	0.915323	
uce-3884	0.931579	
uce-3887	0.884422	
uce-388	0.975194	
uce-3890	0.912602	
uce-3891	0.982270	
uce-3892	0.927083	
uce-3893	0.964158	
uce-3894	0.921397	
uce-3895	0.963680	
uce-3896	0.868421	
uce-3897	0.833333	
uce-389	0.964286	
uce-38	0.884921	
uce-3900	0.883721	
uce-3901	0.896730	
uce-3902	0.990291	
uce-3903	0.959786	
uce-3905	0.948905	
uce-3906	0.874763	
uce-3907	0.859431	
uce-3909	1.000000	
uce-390	0.974003	
uce-3910	0.918660	
uce-3911	0.912480	
uce-3912	0.841837	
uce-3913	0.990588	
uce-3914	0.800821	
uce-3915	0.901266	
uce-3917	0.957090	
uce-3918	0.889717	
uce-3919	NA	
uce-3922	0.932790	
uce-3924	0.601881	
uce-3926	0.949008	
uce-3927	0.907821	
uce-3929	NA	
uce-392	0.945783	
uce-3930	0.913717	
uce-3931	0.874296	
uce-3932	0.949033	
uce-3933	0.927681	
uce-3934	0.997230	
uce-3936	0.891641	
uce-3937	0.848726	
uce-3938	0.976987	
uce-3939	0.887640	
uce-393	0.987097	
uce-3940	0.985437	
uce-3942	0.910486	
uce-3943	0.698997	
uce-3945	0.972093	
uce-394	0.939948	
uce-3950	0.946629	
uce-3957	0.917790	
uce-3958	0.969762	
uce-3959	0.923469	
uce-395	1.000000	
uce-3964	0.968481	
uce-3965	0.871359	
uce-3966	0.903766	
uce-3967	0.815476	
uce-3968	0.938998	
uce-3969	0.898048	
uce-396	0.871011	
uce-3970	0.669307	
uce-3973	0.910714	
uce-3975	0.960000	
uce-3976	0.865306	
uce-3978	0.950893	
uce-3981	0.986014	
uce-3982	0.969555	
uce-3984	0.915698	
uce-3987	0.975728	
uce-3988	0.924797	
uce-3989	0.901235	
uce-398	0.963722	
uce-3990	0.753982	
uce-3991	0.957854	
uce-3992	0.943005	
uce-3994	0.943715	
uce-3995	0.933628	
uce-3997	0.852097	
uce-3998	0.937107	
uce-3999	0.975000	
uce-39	0.875921	
uce-3	0.978571	
uce-4000	0.900442	
uce-4001	0.969355	
uce-4003	0.984802	
uce-4004	0.873626	
uce-4005	0.935811	
uce-4007	0.941304	
uce-4008	0.921502	
uce-4009	0.819945	
uce-400	0.995249	
uce-4010	0.956607	
uce-4011	0.937360	
uce-4012	0.944134	
uce-4013	0.952077	
uce-4014	0.996047	
uce-4018	0.806142	
uce-401	0.972644	
uce-4020	0.909516	
uce-4021	0.931429	
uce-4022	0.802353	
uce-4023	0.973881	
uce-4024	0.823308	
uce-4025	0.952381	
uce-4026	0.930926	
uce-4027	0.887097	
uce-4028	0.935976	
uce-4033	0.980488	
uce-4035	0.957655	
uce-4036	0.792920	
uce-4038	0.931129	
uce-4039	0.843434	
uce-4042	0.959184	
uce-4044	0.994792	
uce-4045	0.832278	
uce-4046	0.903592	
uce-4049	0.941406	
uce-404	0.981164	
uce-4050	0.959821	
uce-4051	0.930586	
uce-4061	0.761996	
uce-4063	0.945578	
uce-4066	0.927405	
uce-4067	0.899010	
uce-4068	0.968958	
uce-4069	0.932065	
uce-406	0.888689	
uce-4071	0.942164	
uce-4072	0.954802	
uce-4075	0.873303	
uce-4076	0.990654	
uce-4077	0.900826	
uce-4078	0.990164	
uce-4079	0.918963	
uce-4080	0.959854	
uce-4081	0.856467	
uce-4082	0.791071	
uce-4086	0.896499	
uce-4088	0.927978	
uce-4089	0.892720	
uce-408	0.989189	
uce-4090	0.909739	
uce-4091	0.927911	
uce-4094	0.854098	
uce-4095	0.891566	
uce-4096	0.955882	
uce-4097	0.830189	
uce-4099	0.932409	
uce-4101	0.924779	
uce-4102	0.814754	
uce-4106	0.864315	
uce-4107	0.934505	
uce-4110	0.851111	
uce-4111	0.930851	
uce-4113	0.781056	
uce-4114	0.967181	
uce-4115	0.929670	
uce-4116	0.943517	
uce-4117	0.884984	
uce-4118	0.847973	
uce-4119	0.946429	
uce-411	0.956259	
uce-4121	0.962617	
uce-4122	0.876106	
uce-4124	0.896552	
uce-4128	0.909722	
uce-412	0.955007	
uce-4131	0.955331	
uce-4132	0.767824	
uce-4133	0.952278	
uce-4135	0.724444	
uce-4136	0.941075	
uce-413	0.914237	
uce-4140	0.928144	
uce-4141	0.882979	
uce-4143	0.937778	
uce-4146	0.878788	
uce-4147	0.954225	
uce-4151	0.918831	
uce-4154	0.914430	
uce-4155	0.960674	
uce-4157	0.908397	
uce-4159	0.995019	
uce-415	0.868421	
uce-4160	0.976019	
uce-4161	0.964481	
uce-4166	0.939394	
uce-4167	0.930435	
uce-4169	0.887500	
uce-416	0.958466	
uce-4170	0.867213	
uce-4171	1.000000	
uce-4172	0.939314	
uce-4173	0.974194	
