Locus	Sclero	ToxPoly	ToxAngIg	ToxSnAng	ToxSnIg
uce-2149	-2388.7133	-2388.4175	-2388.4171	-2388.4167	-2388.4160	
uce-215	-4080.8363	-4081.8406	-4081.8406	-4082.9816	-4082.7214	
uce-2151	-3115.7006	-3114.9669	-3114.9670	-3114.9671	-3114.9666	
uce-2152	-4077.7333	-4080.2052	-4080.2064	-4080.2058	-4080.2054	
uce-2154	-5411.2310	-5383.4717	-5383.4722	-5384.3783	-5384.3790	
uce-2155	-3959.0642	-3965.1737	-3965.3786	-3965.1736	-3965.3780	
uce-2156	-2051.3984	-2051.3985	-2052.4965	-2051.3975	-2052.4961	
uce-2160	-3682.3554	-3681.6208	-3681.6194	-3681.8075	-3681.8077	
uce-2162	-6036.1982	-6033.8273	-6034.5584	-6033.8267	-6034.5375	
uce-2163	-6230.2472	-6228.5798	-6228.6141	-6228.5802	-6228.6129	
uce-2164	-3125.5342	-3128.9580	-3128.9580	-3128.9581	-3128.9586	
uce-2165	-2159.2357	-2162.0902	-2162.0907	-2162.0917	-2162.0906	
uce-2166	-3868.7796	-3870.4587	-3870.4590	-3870.4590	-3870.4586	
uce-2168	-3559.7905	-3559.7904	-3562.6111	-3559.7905	-3562.6114	
uce-2169	-1432.0039	-1429.9574	-1429.9575	-1429.9568	-1429.9571	
uce-2172	-5665.6481	-5665.6482	-5665.6482	-5665.6469	-5665.6480	
uce-2175	-2623.3106	-2622.0599	-2622.0604	-2622.0602	-2622.0598	
uce-2176	-3913.5942	-3913.9887	-3914.2122	-3914.2122	-3913.9890	
uce-2177	-3816.1770	-3815.6166	-3815.6171	-3815.6167	-3815.6170	
uce-2178	-5354.9301	-5357.2437	-5357.8004	-5357.8002	-5357.2440	
uce-2179	-2711.8487	-2713.1849	-2713.1851	-2713.1854	-2713.1853	
uce-2180	-4592.9592	-4592.9569	-4592.9584	-4592.9577	-4592.9578	
uce-2183	-5151.4912	-5152.2485	-5152.2489	-5153.1753	-5153.1752	
uce-2184	-2712.4706	-2718.4639	-2718.4641	-2721.8324	-2721.8325	
uce-2185	-2819.6381	-2819.4242	-2819.5511	-2819.5504	-2819.4243	
uce-2187	-4422.0328	-4417.3276	-4418.4453	-4417.3273	-4418.4359	
uce-219	-4600.1112	-4600.0169	-4600.1126	-4600.1130	-4600.0170	
uce-2190	-6408.4612	-6404.6022	-6404.6033	-6407.0835	-6407.0830	
uce-2193	-3901.3592	-3901.4191	-3901.4196	-3901.4194	-3901.4197	
uce-2194	-4489.1669	-4489.1655	-4489.1662	-4489.1656	-4489.1659	
uce-2195	-2673.6022	-2670.6865	-2670.6871	-2670.6865	-2670.6868	
uce-2196	-4375.7736	-4375.5526	-4375.5531	-4375.5525	-4375.5524	
uce-2198	-4443.2713	-4445.0098	-4445.1568	-4445.0099	-4445.1553	
uce-220	-4167.8830	-4168.6782	-4168.6785	-4168.6777	-4168.6774	
uce-2201	-5014.6677	-5013.2759	-5016.4469	-5016.4473	-5013.2757	
uce-2202	-3919.8384	-3919.6661	-3922.7393	-3922.7393	-3919.6658	
uce-2204	-2231.4545	-2231.4547	-2231.4544	-2231.4546	-2231.4547	
uce-2205	-3064.8104	-3064.6833	-3064.6838	-3064.6839	-3064.6834	
uce-2206	-3135.7387	-3141.2498	-3141.2493	-3141.2495	-3141.2483	
uce-2208	-1969.5644	-1973.3426	-1976.9623	-1976.9622	-1973.3427	
uce-2209	-4160.9371	-4159.5243	-4159.5259	-4159.5255	-4159.5256	
uce-221	-2953.2758	-2953.8102	-2953.8111	-2953.8099	-2953.8122	
uce-2211	-5931.9556	-5932.4484	-5932.4492	-5932.4499	-5932.4490	
uce-2212	-5231.8214	-5242.2846	-5245.0556	-5242.2837	-5242.4519	
uce-2213	-2636.7703	-2632.9539	-2637.3775	-2637.3773	-2632.9535	
uce-2217	-1339.4217	-1339.9136	-1339.9134	-1339.9133	-1339.9137	
uce-2219	-5955.2373	-5955.3392	-5955.3393	-5955.3406	-5955.3391	
uce-222	-5323.7496	-5322.7064	-5324.4029	-5324.4031	-5322.7064	
uce-2220	-4053.3064	-4053.3739	-4053.5537	-4053.5534	-4053.3740	
uce-2222	-3503.5758	-3504.0367	-3504.0366	-3504.0372	-3504.0367	
uce-2223	-4090.0902	-4090.0900	-4090.0901	-4090.0902	-4090.0911	
uce-2224	-6016.8329	-6016.7329	-6016.8342	-6016.8344	-6016.7329	
uce-2225	-5906.2565	-5904.5853	-5906.2693	-5906.2665	-5904.5849	
uce-2226	-6233.7318	-6234.0740	-6234.0728	-6234.0748	-6234.0744	
uce-2229	-1650.1209	-1650.1206	-1650.1208	-1650.1203	-1650.1219	
uce-223	-4862.6629	-4863.9267	-4864.0917	-4863.9270	-4864.0912	
uce-2230	-5559.4418	-5555.2695	-5557.9350	-5555.2686	-5559.0686	
uce-2231	-4787.9879	-4791.1958	-4791.3087	-4791.3075	-4791.1955	
uce-2233	-2437.0847	-2440.6373	-2440.6365	-2440.6374	-2440.6370	
uce-2235	-4552.9256	-4553.0348	-4553.0348	-4553.0349	-4553.0347	
uce-2238	-4122.5330	-4121.5505	-4121.5507	-4121.5505	-4121.5508	
uce-2239	-5133.8361	-5135.9176	-5135.9179	-5137.2485	-5136.7302	
uce-224	-5853.0096	-5851.6543	-5855.8286	-5855.8284	-5851.6541	
uce-2243	-2936.5165	-2942.2068	-2942.2067	-2942.2066	-2942.2067	
uce-2245	-3956.7759	-3957.9399	-3958.3093	-3957.9377	-3958.4582	
uce-2246	-2304.2331	-2305.2841	-2305.2844	-2305.2846	-2305.2842	
uce-2247	-3416.7095	-3425.2246	-3428.9220	-3428.9220	-3425.2247	
uce-2248	-6943.8513	-6946.6909	-6946.6925	-6946.6927	-6946.6912	
uce-225	-2631.7972	-2631.0608	-2631.0612	-2631.0609	-2631.0603	
uce-2250	-4440.5149	-4438.4922	-4438.4925	-4439.0902	-4439.0913	
uce-2251	-4442.8091	-4442.5256	-4442.8096	-4442.8091	-4442.5254	
uce-2252	-2843.5674	-2842.9478	-2842.9462	-2846.2539	-2845.4261	
uce-2253	-5826.4052	-5825.9523	-5827.9270	-5827.9272	-5825.9521	
uce-2255	-5204.8352	-5207.9135	-5210.5685	-5210.5681	-5207.9117	
uce-2256	-4532.1906	-4531.4795	-4531.4803	-4531.4803	-4531.4795	
uce-2257	-5744.0012	-5744.0018	-5746.2352	-5744.0015	-5745.6717	
uce-2259	-4890.2131	-4890.2129	-4890.2136	-4890.2134	-4890.2128	
uce-2260	-4170.9841	-4168.5880	-4171.1413	-4171.1421	-4168.5881	
uce-2261	-4009.1669	-4012.3121	-4012.3138	-4012.7875	-4012.7970	
uce-2262	-1152.2874	-1148.1103	-1153.2325	-1153.2326	-1148.1103	
uce-2263	-3672.3623	-3678.5289	-3678.5295	-3678.5294	-3678.5289	
uce-2265	-6498.2672	-6502.5628	-6502.8452	-6502.5607	-6502.8446	
uce-2266	-5255.0670	-5255.9795	-5256.7911	-5256.7086	-5255.9794	
uce-2267	-5866.8368	-5866.5428	-5870.6843	-5870.6840	-5866.5453	
uce-227	-6547.1985	-6547.7896	-6547.7996	-6547.7901	-6547.7985	
uce-2270	-5179.1163	-5183.6319	-5189.2713	-5189.2732	-5183.6313	
uce-2273	-2684.7229	-2679.1278	-2679.1279	-2680.2260	-2680.2262	
uce-2274	-4873.0172	-4876.0897	-4876.0911	-4876.0909	-4876.0904	
uce-2275	-2738.3806	-2738.6805	-2740.3144	-2740.3147	-2738.6800	
uce-2276	-5678.1369	-5678.9839	-5678.9840	-5678.9846	-5678.9852	
uce-2277	-3874.7945	-3873.2163	-3875.2629	-3875.2628	-3873.2163	
uce-2278	-4184.0336	-4187.1586	-4187.1596	-4187.1597	-4187.1582	
uce-2279	-3606.4452	-3604.7715	-3604.7713	-3604.7722	-3604.7718	
uce-2282	-3817.6550	-3815.4385	-3816.1265	-3816.1264	-3815.4383	
uce-2283	-3803.4325	-3803.4312	-3803.4330	-3803.4315	-3803.4321	
uce-2284	-5487.8162	-5494.8802	-5501.0571	-5501.0574	-5494.8799	
uce-2287	-4720.8740	-4717.0525	-4720.1359	-4720.1361	-4717.0524	
uce-2288	-3793.3540	-3791.1279	-3791.1277	-3791.2471	-3791.2473	
uce-2289	-2525.6439	-2528.4676	-2528.4681	-2528.4683	-2528.4678	
uce-2291	-4342.6592	-4342.6810	-4342.6815	-4345.4314	-4345.4304	
uce-2293	-1327.2375	-1327.2372	-1327.2373	-1327.2375	-1327.2375	
uce-2294	-3521.7054	-3521.5647	-3521.8679	-3521.8669	-3521.5652	
uce-2296	-6317.6864	-6328.8139	-6328.8139	-6328.8148	-6328.8133	
uce-2297	-3511.9070	-3515.2838	-3515.2849	-3515.2862	-3515.2850	
uce-2298	-7782.1275	-7781.6228	-7782.8270	-7782.1274	-7781.6229	
uce-2299	-3822.6250	-3827.5167	-3827.5176	-3827.5170	-3827.5171	
uce-23	-3597.3740	-3596.6979	-3596.9693	-3596.9708	-3596.6984	
uce-230	-4469.3254	-4470.4150	-4470.4156	-4470.4171	-4470.4159	
uce-2302	-3829.1728	-3826.9383	-3826.9392	-3826.9396	-3826.9396	
uce-2303	-1494.8420	-1497.2687	-1497.2685	-1497.4006	-1497.4006	
uce-2306	-3411.8819	-3416.8908	-3416.8904	-3416.8916	-3416.8894	
uce-2308	-3611.4295	-3606.2458	-3606.8993	-3606.8995	-3606.2458	
uce-2309	-3529.0027	-3529.0002	-3529.0079	-3529.0024	-3529.0067	
uce-231	-5622.9558	-5626.2150	-5626.9369	-5626.9371	-5626.2161	
uce-2310	-3391.1984	-3391.3861	-3392.2711	-3392.2717	-3391.3837	
uce-2312	-3684.3891	-3684.7752	-3684.9275	-3684.9263	-3684.7753	
uce-2313	-4244.3778	-4246.7250	-4246.7245	-4246.8951	-4246.8940	
uce-2315	-2658.4181	-2664.1587	-2664.1588	-2664.6856	-2664.6857	
uce-2319	-5360.1516	-5362.1870	-5362.1874	-5362.1871	-5362.1879	
uce-232	-4327.3644	-4328.4641	-4329.6976	-4329.6991	-4328.4661	
uce-2320	-2864.8722	-2864.8720	-2864.8723	-2864.8722	-2864.8722	
uce-2321	-1898.1348	-1900.8832	-1900.8834	-1900.8834	-1900.8832	
uce-2325	-2243.9751	-2245.0390	-2247.3388	-2245.0391	-2247.3386	
uce-2326	-6167.9588	-6173.0518	-6173.6028	-6173.6017	-6173.0507	
uce-2328	-2741.8190	-2738.3891	-2738.3891	-2738.3891	-2738.3891	
uce-233	-2744.9088	-2739.7759	-2740.5620	-2739.7752	-2741.3300	
uce-2331	-3244.0002	-3244.0005	-3244.0005	-3244.0003	-3244.0006	
uce-2334	-4114.4509	-4114.2160	-4114.8457	-4114.3596	-4114.8433	
uce-2335	-5163.5409	-5163.2960	-5163.5419	-5163.5410	-5163.2963	
uce-2336	-2855.9211	-2857.7267	-2858.0782	-2858.0785	-2857.7273	
uce-2338	-2310.0618	-2310.0078	-2310.0619	-2310.0615	-2310.0075	
uce-234	-5827.7799	-5829.2483	-5829.2482	-5830.3462	-5830.3456	
uce-2340	-3515.7633	-3517.9995	-3521.8528	-3521.9342	-3517.9998	
uce-2341	-5311.0632	-5313.5340	-5313.9709	-5313.5328	-5313.9701	
uce-2342	-3578.5635	-3578.9939	-3578.9947	-3578.9938	-3578.9943	
uce-2344	-4355.7747	-4349.0169	-4350.4687	-4349.0175	-4350.4681	
uce-2345	-3636.6869	-3636.6869	-3636.6876	-3636.6869	-3636.6869	
uce-2346	-4298.0236	-4296.6293	-4298.0228	-4298.0243	-4296.6289	
uce-2347	-4709.0548	-4708.5300	-4709.0559	-4709.0557	-4708.5298	
uce-2349	-6671.6899	-6673.9958	-6673.9957	-6674.8758	-6674.7059	
uce-235	-4267.2660	-4267.9031	-4269.7399	-4267.9025	-4269.7408	
uce-2350	-4037.1627	-4038.8032	-4038.8034	-4038.8036	-4038.8036	
uce-2352	-5440.2911	-5439.3324	-5441.8031	-5441.8003	-5439.3336	
uce-2353	-6087.3379	-6088.7938	-6088.7938	-6089.9251	-6089.9249	
uce-2356	-5275.1034	-5274.9757	-5274.9760	-5274.9769	-5274.9770	
uce-2357	-5552.2033	-5549.2735	-5549.4741	-5549.4744	-5549.2731	
uce-2358	-4592.4714	-4594.8345	-4596.0017	-4596.0005	-4594.8349	
uce-2361	-3425.5937	-3434.1288	-3434.1287	-3434.4613	-3434.4614	
uce-2365	-3612.3380	-3611.6141	-3612.1954	-3612.1950	-3611.6150	
uce-2366	-5494.8087	-5494.9720	-5494.9718	-5495.4964	-5495.4963	
uce-2367	-5736.5657	-5740.4328	-5741.4381	-5741.6261	-5740.4333	
uce-2369	-4680.4316	-4672.3098	-4672.3098	-4675.2748	-4675.2738	
uce-237	-2114.0025	-2113.5071	-2113.5069	-2113.5070	-2113.5062	
uce-2370	-4109.5012	-4115.5375	-4115.8979	-4115.8975	-4115.5287	
uce-2371	-2128.0506	-2135.3201	-2135.3200	-2135.3202	-2135.3204	
uce-2372	-4841.4680	-4842.7268	-4843.0510	-4843.0512	-4842.7270	
uce-2376	-4164.9768	-4164.2131	-4165.3436	-4165.3412	-4164.2115	
uce-2377	-656.0149	-659.5830	-659.5833	-659.5830	-659.5830	
uce-2378	-2459.8792	-2460.8255	-2460.8253	-2460.8254	-2460.8250	
uce-2379	-4228.7176	-4223.6673	-4226.4471	-4226.4462	-4223.6654	
uce-238	-4012.3398	-4014.8910	-4015.7945	-4015.7937	-4014.8913	
uce-2380	-2744.8701	-2744.4799	-2747.3611	-2747.3611	-2744.4788	
uce-2383	-2956.3884	-2961.6104	-2961.6103	-2961.6110	-2961.6106	
uce-2384	-4004.0592	-4004.3471	-4005.2562	-4004.3474	-4004.4860	
uce-2385	-5339.0619	-5336.9818	-5341.3845	-5341.3842	-5336.9824	
uce-2386	-2907.8477	-2908.0156	-2910.6182	-2908.0155	-2910.5876	
uce-2387	-6597.8060	-6597.8063	-6597.8066	-6597.8045	-6597.8054	
uce-2388	-4179.7882	-4174.6086	-4174.6090	-4174.6091	-4174.6086	
uce-2389	-2460.1640	-2464.5209	-2464.5212	-2464.5219	-2464.5206	
uce-239	-3913.6125	-3913.6539	-3913.6529	-3913.6527	-3913.6546	
uce-2392	-5251.5437	-5254.3263	-5254.3262	-5254.3258	-5254.3259	
uce-2393	-6019.9683	-6017.4424	-6018.1131	-6018.0431	-6017.4426	
uce-2395	-4383.5792	-4383.1414	-4385.6622	-4385.6632	-4383.1411	
uce-2396	-6158.3681	-6152.0230	-6152.0249	-6152.0244	-6152.0246	
uce-2397	-5753.2690	-5752.8772	-5753.2713	-5753.2702	-5752.8788	
uce-2399	-3274.4494	-3271.1069	-3271.1074	-3271.1066	-3271.1071	
uce-24	-5368.4510	-5375.2916	-5375.9635	-5375.2912	-5376.0255	
uce-240	-1480.5744	-1481.2044	-1484.8552	-1484.8552	-1481.2043	
uce-2400	-7732.7705	-7730.6732	-7731.7509	-7731.7510	-7730.6730	
uce-2404	-5236.0015	-5233.0007	-5236.1263	-5236.1248	-5233.0008	
uce-2406	-3669.9637	-3669.9636	-3669.9637	-3669.9635	-3669.9634	
uce-2407	-1846.8111	-1847.8218	-1847.8218	-1847.8997	-1847.8992	
uce-2409	-4762.0526	-4760.3494	-4760.3491	-4760.3640	-4760.3636	
uce-241	-3134.8631	-3132.7985	-3132.8001	-3132.7991	-3132.7988	
uce-2414	-4050.5150	-4051.5963	-4051.7637	-4051.7628	-4051.5959	
uce-2415	-4727.7634	-4727.0280	-4729.4362	-4729.4360	-4727.0284	
uce-2416	-3564.6279	-3594.7873	-3594.7873	-3594.7871	-3594.7871	
uce-2417	-5822.8586	-5822.6813	-5822.8572	-5822.8566	-5822.6815	
uce-2418	-4934.5331	-4934.9808	-4935.3253	-4935.3248	-4934.9797	
uce-2419	-2443.5556	-2443.4486	-2443.4491	-2443.4488	-2443.4487	
uce-242	-4154.4244	-4162.4043	-4164.9447	-4164.9464	-4162.4056	
uce-2421	-6745.9610	-6746.8603	-6746.8601	-6747.4934	-6747.8671	
uce-2422	-7834.2096	-7834.5478	-7834.8705	-7834.8705	-7834.5479	
uce-2423	-4098.8915	-4097.7550	-4101.0034	-4098.9248	-4097.7552	
uce-2427	-5721.8345	-5724.7890	-5724.7911	-5724.7905	-5724.7896	
uce-243	-3593.2217	-3587.7450	-3595.9453	-3595.9457	-3587.7460	
uce-2431	-6004.1470	-6005.8837	-6005.9870	-6005.9909	-6005.8816	
uce-2432	-4737.9357	-4740.1506	-4740.1523	-4740.1510	-4740.1510	
uce-2433	-3376.9028	-3374.7068	-3374.7054	-3374.7058	-3374.7064	
uce-2435	-6974.6592	-6975.4741	-6975.4752	-6975.4742	-6975.4749	
uce-2437	-3588.3978	-3587.1576	-3589.3707	-3589.3706	-3587.1583	
uce-2438	-3200.7944	-3208.0435	-3208.0426	-3209.1405	-3209.1407	
uce-2439	-4332.6886	-4334.6904	-4334.7388	-4334.6907	-4334.7381	
uce-2441	-4701.2406	-4699.8480	-4701.4213	-4700.7352	-4699.8466	
uce-2442	-4225.9871	-4225.9868	-4225.9878	-4225.9867	-4225.9867	
uce-2444	-6685.5815	-6685.7626	-6686.2354	-6685.7624	-6686.2436	
uce-2445	-2303.7959	-2305.9868	-2306.7087	-2306.7089	-2305.9868	
uce-2446	-7116.8987	-7130.5087	-7133.0112	-7134.3917	-7130.5083	
uce-2447	-3836.1387	-3837.4787	-3837.5014	-3837.4777	-3837.8944	
uce-2448	-1350.0989	-1352.8800	-1352.8800	-1353.8093	-1353.8090	
uce-245	-3572.5070	-3572.5060	-3572.5066	-3572.5063	-3572.5063	
uce-2450	-3444.6391	-3444.9235	-3445.6228	-3444.9238	-3445.6236	
uce-2451	-4181.7407	-4184.6549	-4184.6554	-4186.0532	-4186.4346	
uce-2452	-3576.7293	-3576.6124	-3578.2180	-3578.2182	-3576.6125	
uce-2453	-5687.3838	-5688.2741	-5688.2747	-5688.2742	-5688.2744	
uce-2454	-2904.9765	-2904.0840	-2906.3885	-2906.3888	-2904.0835	
uce-2455	-4131.1364	-4129.1889	-4129.1883	-4129.1892	-4129.1892	
uce-2456	-3990.1515	-3990.8316	-3992.4311	-3991.6326	-3990.8312	
uce-2457	-3362.6823	-3365.0894	-3365.0899	-3365.0898	-3365.0898	
uce-2459	-2415.0822	-2424.5634	-2445.8341	-2445.8340	-2424.5632	
uce-246	-4315.8850	-4317.2308	-4317.4699	-4317.2308	-4317.4700	
uce-2461	-5058.7154	-5062.4950	-5062.4953	-5063.4417	-5063.4416	
uce-2462	-5596.5985	-5595.8840	-5595.8849	-5595.8845	-5595.8864	
uce-2464	-4944.3189	-4950.7757	-4950.7757	-4950.7757	-4950.7765	
uce-2465	-5343.3589	-5351.2325	-5351.2330	-5351.2381	-5351.2381	
uce-2466	-4244.6939	-4244.6930	-4244.6939	-4244.6927	-4244.6929	
uce-2468	-5165.0447	-5165.0456	-5167.0704	-5165.0444	-5167.0710	
uce-2469	-4084.4768	-4085.1491	-4085.1495	-4085.1494	-4085.1490	
uce-2471	-6250.3815	-6249.8505	-6250.3821	-6250.3810	-6249.8503	
uce-2472	-5178.1190	-5178.4515	-5178.4527	-5178.4638	-5178.4622	
uce-2474	-1441.3038	-1440.7640	-1440.7642	-1440.7639	-1440.7643	
uce-2475	-7149.8273	-7149.3030	-7149.4890	-7149.4887	-7149.3031	
uce-2476	-5937.0781	-5938.6159	-5938.6141	-5938.6154	-5938.6150	
uce-2478	-4223.0247	-4234.6372	-4234.6367	-4234.6376	-4234.6368	
uce-248	-5484.3257	-5485.6399	-5486.0629	-5486.0634	-5485.6410	
uce-2480	-6588.7392	-6602.6490	-6602.6495	-6602.6503	-6602.6484	
uce-2482	-2614.5500	-2613.2916	-2613.2911	-2613.2919	-2613.2915	
uce-2485	-5085.4447	-5086.6140	-5086.6144	-5088.3624	-5088.3615	
uce-2486	-6843.5048	-6842.3548	-6842.3538	-6843.5127	-6842.7672	
uce-2487	-6166.3553	-6168.5225	-6168.5244	-6168.5223	-6168.5224	
uce-2488	-3067.4858	-3072.9070	-3073.6271	-3072.9850	-3072.9075	
uce-2489	-4840.5653	-4842.3665	-4842.3667	-4842.3667	-4842.3674	
uce-249	-2727.6763	-2726.0112	-2726.0112	-2726.0112	-2726.0108	
uce-2498	-4080.5394	-4070.2325	-4070.2328	-4070.2331	-4070.2328	
uce-25	-3157.6753	-3157.6756	-3157.6772	-3157.6766	-3157.6761	
uce-2502	-2462.5471	-2456.5712	-2456.5714	-2458.3268	-2458.3259	
uce-2503	-4416.4775	-4410.7446	-4413.8576	-4413.8556	-4410.7441	
uce-2504	-5187.4887	-5184.7322	-5184.7327	-5184.7322	-5184.7323	
uce-2505	-4735.7953	-4737.3504	-4737.3511	-4737.3504	-4737.3496	
uce-2506	-3462.1292	-3461.0708	-3467.8420	-3467.7792	-3461.0716	
uce-2507	-4886.1824	-4887.0264	-4887.0260	-4887.0274	-4887.0273	
uce-2508	-1981.9399	-1987.7922	-1987.9657	-1987.9657	-1987.7914	
uce-2509	-3393.4622	-3394.9485	-3394.9479	-3395.0540	-3395.0529	
uce-251	-3574.7579	-3575.6731	-3575.6731	-3575.7945	-3575.7944	
uce-2510	-4031.4610	-4030.4765	-4030.4767	-4030.4768	-4030.4769	
uce-2511	-6739.3562	-6737.4766	-6737.4785	-6737.4780	-6737.4778	
uce-2512	-3771.5461	-3772.8153	-3772.8155	-3776.7719	-3775.6793	
uce-2514	-1462.9372	-1470.9729	-1470.9730	-1470.9728	-1470.9727	
uce-2515	-3347.4294	-3347.3601	-3347.4287	-3347.4281	-3347.3593	
uce-2516	-4340.1673	-4336.8069	-4336.8085	-4336.8083	-4336.8067	
uce-2517	-7532.8257	-7535.6175	-7536.9701	-7537.0234	-7535.6191	
uce-252	-2915.7134	-2921.1267	-2924.1708	-2921.1275	-2924.1702	
uce-2521	-4837.9357	-4843.1116	-4844.8731	-4843.1121	-4844.8730	
uce-2522	-7754.8691	-7754.8689	-7755.4973	-7754.8691	-7755.4954	
uce-2525	-1705.3303	-1708.2394	-1708.2394	-1708.2396	-1708.2397	
uce-2526	-5310.2488	-5308.9034	-5308.9427	-5308.9430	-5308.9037	
uce-2529	-5891.1845	-5891.1850	-5891.1851	-5891.1850	-5891.1850	
uce-253	-3216.6876	-3216.7576	-3216.7595	-3216.7582	-3216.7580	
uce-2531	-3333.3405	-3334.0007	-3336.0573	-3336.0570	-3334.0007	
uce-2533	-2943.5749	-2943.4358	-2944.1934	-2943.4355	-2944.1932	
uce-2534	-4163.3900	-4161.5405	-4161.5409	-4161.5406	-4161.5405	
uce-2537	-6136.7386	-6143.8302	-6144.5977	-6144.5976	-6143.8295	
uce-2538	-1290.8248	-1290.7755	-1290.9157	-1290.9159	-1290.7749	
uce-2539	-5933.0039	-5933.0024	-5933.3573	-5933.0025	-5933.4842	
uce-254	-5619.0279	-5620.3231	-5620.3225	-5620.9446	-5621.3044	
uce-2540	-4083.9178	-4086.7391	-4086.9376	-4086.9374	-4086.7390	
uce-2541	-2728.4321	-2726.1570	-2726.1571	-2726.1572	-2726.1575	
uce-2544	-2262.0284	-2261.6195	-2263.0046	-2262.0286	-2261.6196	
uce-2545	-5771.2917	-5771.2331	-5772.0784	-5772.0787	-5771.2333	
uce-2546	-3597.2134	-3597.2130	-3597.2135	-3597.2131	-3597.2130	
uce-255	-5394.0144	-5392.4994	-5394.0152	-5394.0153	-5392.4999	
uce-2550	-5313.4045	-5318.1523	-5322.4964	-5318.1519	-5322.4956	
uce-2551	-4266.1059	-4266.1646	-4266.1657	-4266.1647	-4266.1645	
uce-2552	-3214.5433	-3211.4105	-3211.4280	-3211.4093	-3211.4082	
uce-2553	-4747.2245	-4742.3532	-4743.3764	-4743.3746	-4742.3531	
uce-2558	-6570.5190	-6574.5959	-6574.6920	-6574.6580	-6574.5961	
uce-2559	-6816.5779	-6825.0713	-6826.1883	-6826.1886	-6825.0724	
uce-256	-4200.0728	-4193.8150	-4196.7783	-4196.7785	-4193.8151	
uce-2560	-2012.5942	-2012.5947	-2012.5949	-2012.5947	-2012.5949	
uce-2561	-4253.9542	-4257.9115	-4259.4990	-4259.4996	-4257.9113	
uce-2563	-1907.1200	-1910.7389	-1910.7400	-1910.7401	-1910.7391	
uce-2564	-6185.4904	-6185.5465	-6185.5467	-6185.5461	-6185.5453	
uce-2565	-3024.9602	-3023.4863	-3023.4865	-3023.4865	-3023.4864	
uce-2566	-2705.2097	-2707.7677	-2708.4218	-2707.7679	-2708.4218	
uce-2569	-2919.4548	-2918.7990	-2919.4456	-2919.4452	-2918.7990	
uce-257	-5096.7300	-5096.7304	-5096.7303	-5096.7301	-5096.7301	
uce-2572	-3159.3139	-3151.1587	-3151.1588	-3153.0645	-3153.6206	
uce-2573	-3592.4254	-3598.1177	-3598.2699	-3598.2705	-3598.1176	
uce-2574	-3632.9536	-3632.8601	-3632.9698	-3632.9694	-3632.8602	
uce-2575	-5437.8193	-5439.8282	-5439.8283	-5439.8284	-5439.8288	
uce-2576	-7070.4283	-7070.7108	-7070.7116	-7070.7113	-7070.7108	
uce-2577	-3689.4178	-3689.1101	-3689.6939	-3689.6943	-3689.1104	
uce-2579	-2648.7814	-2651.2173	-2651.2173	-2651.2167	-2651.2174	
uce-258	-6053.5118	-6057.4985	-6057.4978	-6057.4980	-6057.4987	
uce-2582	-4719.9499	-4720.1964	-4720.1965	-4720.1962	-4720.1965	
uce-2585	-4004.4249	-4005.4418	-4005.4425	-4005.4419	-4005.4416	
uce-2586	-6019.5398	-6022.4005	-6022.4006	-6022.8198	-6022.8178	
uce-2587	-1674.9116	-1674.8663	-1674.8663	-1674.8664	-1674.8663	
uce-2589	-2783.9549	-2786.4150	-2786.4394	-2786.4399	-2786.4147	
uce-2591	-4430.9082	-4437.9179	-4437.9186	-4440.3389	-4438.2144	
uce-2592	-4233.4723	-4234.9876	-4236.5711	-4234.9877	-4236.5709	
uce-2594	-1182.9779	-1181.0160	-1184.4298	-1184.4307	-1181.0151	
uce-2595	-3893.5827	-3893.0340	-3895.6246	-3893.0343	-3895.8024	
uce-2596	-2173.8106	-2174.1518	-2174.8653	-2174.1521	-2174.8657	
uce-2598	-5475.5804	-5475.9628	-5475.9629	-5476.7741	-5476.7743	
uce-2599	-3093.6747	-3094.1651	-3094.5259	-3094.8632	-3094.1655	
uce-260	-4940.6961	-4941.0236	-4941.0231	-4941.0429	-4941.0438	
uce-2600	-3987.4352	-3987.4347	-3987.4349	-3987.4346	-3987.4349	
uce-2605	-4024.2850	-4026.9374	-4028.6361	-4028.6353	-4026.9376	
uce-2609	-3109.7636	-3119.9922	-3120.6971	-3119.9920	-3120.6961	
uce-261	-4509.4907	-4503.8507	-4503.8538	-4503.8541	-4503.8500	
uce-2611	-6112.3385	-6112.7991	-6112.8015	-6114.1397	-6114.1396	
uce-2612	-5967.8993	-5965.1319	-5965.8016	-5965.8010	-5965.1320	
uce-2613	-3007.9883	-3010.1956	-3010.1958	-3010.1960	-3010.1960	
uce-2614	-3449.4525	-3450.4399	-3450.4400	-3450.4406	-3450.4400	
uce-2616	-6390.0170	-6389.2273	-6389.2278	-6390.7421	-6390.7445	
uce-2618	-4757.9646	-4764.5372	-4765.0199	-4765.0202	-4764.5365	
uce-2619	-5891.6146	-5888.4166	-5892.5415	-5888.4158	-5892.7476	
uce-2620	-2275.5826	-2275.5820	-2275.5821	-2275.5827	-2275.5821	
uce-2621	-5217.8321	-5219.0129	-5221.0252	-5221.0242	-5219.0141	
uce-2623	-5132.7695	-5133.6253	-5133.9407	-5133.6271	-5133.7237	
uce-2625	-5102.0907	-5102.0916	-5103.0569	-5102.0899	-5103.0578	
uce-2628	-3133.6418	-3136.9064	-3137.7575	-3137.7831	-3136.9063	
